date,base_regime_mix,remove_159949,remove_159954,remove_159941,remove_513650,remove_513880,remove_511580,remove_518880,remove_512890,remove_511580_cap28_hi18_hm30,remove_511580_cap28_hi20_hm30,remove_511580_cap29_hi18_hm30,remove_511580_cap29_hi20_hm30,remove_511580_cap30_hi18_hm30
2014-07-21,0.989257129379561,0.989257129379561,0.989257129379561,0.989257129379561,0.989257129379561,0.989257129379561,0.989257129379561,0.9679362422368011,0.989257129379561,0.989257129379561,0.989257129379561,0.989257129379561,0.989257129379561,0.989257129379561
2014-07-22,0.9856323704322161,0.9856323704322161,0.9856323704322161,0.9856323704322161,0.9856323704322161,0.9856323704322161,0.9856323704322161,0.9679362422368011,0.9856323704322161,0.9856323704322161,0.9856323704322161,0.9856323704322161,0.9856323704322161,0.9856323704322161
2014-07-23,0.9847253467784441,0.9847253467784441,0.9847253467784441,0.9847253467784441,0.9847253467784441,0.9847253467784441,0.9847253467784441,0.9679362422368011,0.9847253467784441,0.9847253467784441,0.9847253467784441,0.9847253467784441,0.9847253467784441,0.9847253467784441
2014-07-24,0.9801891839525934,0.9801891839525934,0.9801891839525934,0.9801891839525934,0.9801891839525934,0.9801891839525934,0.9801891839525934,0.9679362422368011,0.9801891839525934,0.9801891839525934,0.9801891839525934,0.9801891839525934,0.9801891839525934,0.9801891839525934
2014-07-25,0.9964994393155725,0.9964994393155725,0.9964994393155725,0.9964994393155725,0.9964994393155725,0.9964994393155725,0.9964994393155725,0.9844365814262886,0.9964994393155725,0.9964994393155725,0.9964994393155725,0.9964994393155725,0.9964994393155725,0.9964994393155725
2014-07-28,1.037496761968237,1.037496761968237,1.037496761968237,1.037496761968237,1.037496761968237,1.037496761968237,1.037496761968237,1.0249376219361956,1.037496761968237,1.037496761968237,1.037496761968237,1.037496761968237,1.037496761968237,1.037496761968237
2014-07-29,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0288570774694126,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917
2014-07-30,1.0361742676891188,1.0361742676891188,1.0361742676891188,1.0361742676891188,1.0361742676891188,1.0361742676891188,1.0361742676891188,1.0236311367584567,1.0361742676891188,1.0361742676891188,1.0361742676891188,1.0361742676891188,1.0361742676891188,1.0361742676891188
2014-07-31,1.0573341761550104,1.0573341761550104,1.0573341761550104,1.0573341761550104,1.0573341761550104,1.0573341761550104,1.0573341761550104,1.0445348996022799,1.0573341761550104,1.0573341761550104,1.0573341761550104,1.0573341761550104,1.0573341761550104,1.0573341761550104
2014-08-01,1.0381580091077964,1.0381580091077964,1.0381580091077964,1.0381580091077964,1.0381580091077964,1.0381580091077964,1.0381580091077964,1.0255908645250655,1.0381580091077964,1.0381580091077964,1.0381580091077964,1.0381580091077964,1.0381580091077964,1.0381580091077964
2014-08-04,1.0718816132253104,1.0718816132253104,1.0718816132253104,1.0718816132253104,1.0718816132253104,1.0718816132253104,1.0718816132253104,1.058906236557408,1.0718816132253104,1.0718816132253104,1.0718816132253104,1.0718816132253104,1.0718816132253104,1.0718816132253104
2014-08-05,1.0672528832483967,1.0672528832483967,1.0672528832483967,1.0672528832483967,1.0672528832483967,1.0672528832483967,1.0672528832483967,1.0543335384353218,1.0672528832483967,1.0672528832483967,1.0672528832483967,1.0672528832483967,1.0672528832483967,1.0672528832483967
2014-08-06,1.0573341761550101,1.0573341761550101,1.0573341761550101,1.0573341761550101,1.0573341761550101,1.0573341761550101,1.0573341761550101,1.0445348996022799,1.0573341761550101,1.0573341761550101,1.0573341761550101,1.0573341761550101,1.0573341761550101,1.0573341761550101
2014-08-07,1.0401417505264732,1.0401417505264732,1.0401417505264732,1.0401417505264732,1.0401417505264732,1.0401417505264732,1.0401417505264732,1.0275505922916734,1.0401417505264732,1.0401417505264732,1.0401417505264732,1.0401417505264732,1.0401417505264732,1.0401417505264732
2014-08-08,1.0408029976660325,1.0408029976660325,1.0408029976660325,1.0408029976660325,1.0408029976660325,1.0408029976660325,1.0408029976660325,1.0282038348805431,1.0408029976660325,1.0408029976660325,1.0408029976660325,1.0408029976660325,1.0408029976660325,1.0408029976660325
2014-08-11,1.0626241532714829,1.0626241532714829,1.0626241532714829,1.0626241532714829,1.0626241532714829,1.0626241532714829,1.0626241532714829,1.0497608403132355,1.0626241532714829,1.0626241532714829,1.0626241532714829,1.0626241532714829,1.0626241532714829,1.0626241532714829
2014-08-12,1.0560116818758918,1.0560116818758918,1.0560116818758918,1.0560116818758918,1.0560116818758918,1.0560116818758918,1.0560116818758918,1.0432284144245407,1.0560116818758918,1.0560116818758918,1.0560116818758918,1.0560116818758918,1.0560116818758918,1.0560116818758918
2014-08-13,1.0606404118528057,1.0606404118528057,1.0606404118528057,1.0606404118528057,1.0606404118528057,1.0606404118528057,1.0606404118528057,1.0478011125466271,1.0606404118528057,1.0606404118528057,1.0606404118528057,1.0606404118528057,1.0606404118528057,1.0606404118528057
2014-08-14,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0288570774694126,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917,1.0414642448055917
2014-08-15,1.061301658992365,1.061301658992365,1.061301658992365,1.061301658992365,1.061301658992365,1.061301658992365,1.061301658992365,1.0484543551354966,1.061301658992365,1.061301658992365,1.061301658992365,1.061301658992365,1.061301658992365,1.061301658992365
2014-08-18,1.0665916361088377,1.0665916361088377,1.0665916361088377,1.0665916361088377,1.0665916361088377,1.0665916361088377,1.0665916361088377,1.0536802958464522,1.0665916361088377,1.0665916361088377,1.0665916361088377,1.0665916361088377,1.0665916361088377,1.0665916361088377
2014-08-19,1.067914130387956,1.067914130387956,1.067914130387956,1.067914130387956,1.067914130387956,1.067914130387956,1.067914130387956,1.0549867810241913,1.067914130387956,1.067914130387956,1.067914130387956,1.067914130387956,1.067914130387956,1.067914130387956
2014-08-20,1.061962906131924,1.061962906131924,1.061962906131924,1.061962906131924,1.061962906131924,1.061962906131924,1.061962906131924,1.049107597724366,1.061962906131924,1.061962906131924,1.061962906131924,1.061962906131924,1.061962906131924,1.061962906131924
2014-08-21,1.056011681875892,1.056011681875892,1.056011681875892,1.056011681875892,1.056011681875892,1.056011681875892,1.056011681875892,1.0432284144245407,1.056011681875892,1.056011681875892,1.056011681875892,1.056011681875892,1.056011681875892,1.056011681875892
2014-08-22,1.0639466475506014,1.0639466475506014,1.0639466475506014,1.0639466475506014,1.0639466475506014,1.0639466475506014,1.0639466475506014,1.0510673254909744,1.0639466475506014,1.0639466475506014,1.0639466475506014,1.0639466475506014,1.0639466475506014,1.0639466475506014
2014-08-25,1.0500604576198602,1.0500604576198602,1.0500604576198602,1.0500604576198602,1.0500604576198602,1.0500604576198602,1.0500604576198602,1.0373492311247157,1.0500604576198602,1.0500604576198602,1.0500604576198602,1.0500604576198602,1.0500604576198602,1.0500604576198602
2014-08-26,1.0401417505264734,1.0401417505264734,1.0401417505264734,1.0401417505264734,1.0401417505264734,1.0401417505264734,1.0401417505264734,1.0275505922916734,1.0401417505264734,1.0401417505264734,1.0401417505264734,1.0401417505264734,1.0401417505264734,1.0401417505264734
2014-08-27,1.0394805033869143,1.0394805033869143,1.0394805033869143,1.0394805033869143,1.0394805033869143,1.0394805033869143,1.0394805033869143,1.026897349702804,1.0394805033869143,1.0394805033869143,1.0394805033869143,1.0394805033869143,1.0394805033869143,1.0394805033869143
2014-08-28,1.032206784851764,1.032206784851764,1.032206784851764,1.032206784851764,1.032206784851764,1.032206784851764,1.032206784851764,1.0197116812252398,1.032206784851764,1.032206784851764,1.032206784851764,1.032206784851764,1.032206784851764,1.032206784851764
2014-08-29,1.0474154690616235,1.0474154690616235,1.0474154690616235,1.0474154690616235,1.0474154690616235,1.0474154690616235,1.0474154690616235,1.0347362607692376,1.0474154690616235,1.0474154690616235,1.0474154690616235,1.0474154690616235,1.0474154690616235,1.0474154690616235
2014-09-01,1.0546891875967737,1.0546891875967737,1.0546891875967737,1.0546891875967737,1.0546891875967737,1.0546891875967737,1.0546891875967737,1.0419219292468018,1.0546891875967737,1.0546891875967737,1.0546891875967737,1.0546891875967737,1.0546891875967737,1.0546891875967737
2014-09-02,1.0574566968734813,1.0574566968734813,1.0574566968734813,1.0574566968734813,1.0574566968734813,1.0574566968734813,1.0574566968734813,1.0481291521613707,1.0574566968734813,1.0574566968734813,1.0574566968734813,1.0574566968734813,1.0574566968734813,1.0574566968734813
2014-09-03,1.0598262436441015,1.0598262436441015,1.0598262436441015,1.0598262436441015,1.0598262436441015,1.0598262436441015,1.0598262436441015,1.0522676878694757,1.0598262436441015,1.0598262436441015,1.0598262436441015,1.0598262436441015,1.0598262436441015,1.0598262436441015
