date,baseline_cf60top2_nav,baseline_cf60top2__prs_rc184_en01_ex01_nav,baseline_cf60top2__prs_rc186_en01_ex01_nav,baseline_cf60top2__prs_rc188_en01_ex01_nav,baseline_cf60top2__prs_rc184_en01_ex02_nav,baseline_cf60top2__prs_rc186_en01_ex02_nav,baseline_cf60top2__prs_rc188_en01_ex02_nav,baseline_cf60top2__prs_rc184_en01_ex03_nav,baseline_cf60top2__prs_rc186_en01_ex03_nav,baseline_cf60top2__prs_rc188_en01_ex03_nav,baseline_cf60top2__prs_rc184_en01_ex05_nav,baseline_cf60top2__prs_rc186_en01_ex05_nav,baseline_cf60top2__prs_rc188_en01_ex05_nav,baseline_cf60top2__prs_rc184_en02_ex01_nav,baseline_cf60top2__prs_rc186_en02_ex01_nav,baseline_cf60top2__prs_rc188_en02_ex01_nav,baseline_cf60top2__prs_rc184_en02_ex02_nav,baseline_cf60top2__prs_rc186_en02_ex02_nav,baseline_cf60top2__prs_rc188_en02_ex02_nav,baseline_cf60top2__prs_rc184_en02_ex03_nav,baseline_cf60top2__prs_rc186_en02_ex03_nav,baseline_cf60top2__prs_rc188_en02_ex03_nav,baseline_cf60top2__prs_rc184_en02_ex05_nav,baseline_cf60top2__prs_rc186_en02_ex05_nav,baseline_cf60top2__prs_rc188_en02_ex05_nav,baseline_cf60top2__prs_rc184_en03_ex01_nav,baseline_cf60top2__prs_rc186_en03_ex01_nav,baseline_cf60top2__prs_rc188_en03_ex01_nav,baseline_cf60top2__prs_rc184_en03_ex02_nav,baseline_cf60top2__prs_rc186_en03_ex02_nav,baseline_cf60top2__prs_rc188_en03_ex02_nav,baseline_cf60top2__prs_rc184_en03_ex03_nav,baseline_cf60top2__prs_rc186_en03_ex03_nav,baseline_cf60top2__prs_rc188_en03_ex03_nav,baseline_cf60top2__prs_rc184_en03_ex05_nav,baseline_cf60top2__prs_rc186_en03_ex05_nav,baseline_cf60top2__prs_rc188_en03_ex05_nav,hs300_benchmark
2015-02-27,1.2295771559818514,1.2431253953477022,1.2432679435523082,1.2434104937904986,1.2423022411803488,1.24246184946474,1.2426214635679416,1.2423022411803488,1.24246184946474,1.2426214635679416,1.2412885225515458,1.2414504855192754,1.2416124549395249,1.2440801883527879,1.2442028521665023,1.2443255176952415,1.2451063422931437,1.245207755441527,1.2453091648842465,1.2451063422931437,1.245207755441527,1.2453091648842465,1.2440903355178332,1.2441941563285968,1.2442979738423607,1.246234873831024,1.2463127004998582,1.246390526654584,1.243730883575216,1.2438608114179153,1.2439907415395843,1.243730883575216,1.2438608114179153,1.2439907415395843,1.2427159991742185,1.2428483087174202,1.2429806210574545,1.411264770809579
2015-03-02,1.229134508205698,1.2444767677573012,1.244639026399125,1.244801291561116,1.243652718758393,1.2438320433464851,1.2440113787808837,1.243652718758393,1.2438320433464851,1.2440113787808837,1.2426378981398862,1.2428195640632007,1.2430012415413143,1.2454325986954295,1.2455749660357716,1.245717338951838,1.246459868143624,1.2465809775237524,1.246702086384346,1.246459868143624,1.2465809775237524,1.246702086384346,1.2454427568912196,1.2455662606080473,1.2456897642902023,1.247589626481624,1.2476871411216783,1.2477846576953358,1.2450829141968411,1.2452325480827324,1.2453821883374374,1.2450829141968411,1.2452325480827324,1.2453821883374374,1.2440669265388564,1.2442189287885923,1.244370938000508,1.4223677248929363
2015-03-03,1.2283380290443806,1.2377749711946826,1.23786837125,1.2379617600638475,1.2369553598911107,1.237065778067712,1.2371761874408573,1.2369553598911107,1.237065778067712,1.2371761874408573,1.2359460043174397,1.2360588065243645,1.2361716003766559,1.2387256547611112,1.2387992195112474,1.2388727742536687,1.2397473921246294,1.2397997584431564,1.2398521110145082,1.2397473921246294,1.2397997584431564,1.2398521110145082,1.2387357582526564,1.2387905614397827,1.2388453511003645,1.240871066451467,1.2408999046721092,1.2409287341628232,1.2383778533948007,1.2384586642620345,1.2385394651164574,1.2383778533948007,1.2384586642620345,1.2385394651164574,1.2373673370664304,1.2374505589093245,1.2375337710707834,1.3835073856011861
2015-03-04,1.225684440065666,1.2365542053355423,1.2366680778605461,1.2367819422580852,1.2357354023804348,1.2358662629090564,1.2359971183113452,1.2357354023804348,1.2358662629090564,1.2359971183113452,1.2347270422920924,1.2348602677710483,1.2349934886512768,1.2375039512823973,1.2375980235290456,1.2376920882217648,1.2385246809489434,1.2385975922929677,1.238670491642831,1.2385246809489434,1.2385975922929677,1.238670491642831,1.2375140448092898,1.2375893738528403,1.237664691203617,1.2396472470426314,1.2396966717701747,1.2397460887342828,1.2371564929380767,1.2372577984976685,1.2373590967389976,1.2371564929380767,1.2372577984976685,1.2373590967389976,1.2361469732398391,1.2362506706496905,1.2363543611524461,1.3950068737589485
2015-03-05,1.225684440065666,1.2342522192114396,1.2343447943762815,1.2344373575459793,1.2334349405510479,1.2335444857654725,1.2336540214008995,1.2334349405510479,1.2335444857654725,1.2336540214008995,1.2324284576395583,1.2325403805540593,1.2326522943355225,1.2352001970983248,1.2352729929895674,1.2353457781333095,1.236219026560643,1.2362706838998907,1.2363223267814163,1.236219026560643,1.2362706838998907,1.2363223267814163,1.2352102718349705,1.2352643595631951,1.23531843305207,1.2373395028700256,1.2373676985763293,1.2373958848485171,1.2348533855871828,1.2349334071266225,1.2350134179071228,1.2348533855871828,1.2349334071266225,1.2350134179071228,1.2338457452245437,1.2339281713332204,1.234010587011783,1.3831108515267803
2015-03-06,1.225684440065666,1.2328198072322631,1.232896704095723,1.2329735866426506,1.2320034770649955,1.2320973343790755,1.2321911793617613,1.2320034770649955,1.2320973343790755,1.2321911793617613,1.2309981622277106,1.231094407148891,1.23119064012412,1.233766684942977,1.2338238137787552,1.2338809300431834,1.234784332002295,1.2348203342328843,1.2348563207196135,1.234784332002295,1.2348203342328843,1.2348563207196135,1.2337767479873822,1.2338151904808177,1.2338536173871892,1.235903507942383,1.2359160619299492,1.2359286057832266,1.233420275924093,1.233484626306106,1.2335489639230448,1.233420275924093,1.233484626306106,1.2335489639230448,1.232413804978939,1.2324805698202916,1.2325473221643402,1.3743871018898568
2015-03-09,1.2253535052668485,1.2372701942571016,1.2373957455017828,1.2375212884117328,1.2364509171991667,1.2365934587545016,1.2367359952985646,1.2364509171991667,1.2365934587545016,1.2367359952985646,1.2354419732507322,1.2355868716790754,1.2357317656703826,1.2382204901253215,1.2383262383594458,1.2384319784591302,1.2392418108141856,1.2393263952794444,1.2394109667681072,1.2392418108141856,1.2393263952794444,1.2394109667681072,1.2382305894965622,1.238317583593686,1.2384045650630917,1.240365026895463,1.240426121465809,1.2404872068496815,1.2378728305958653,1.2379858131363193,1.2380987879146177,1.2378728305958653,1.2379858131363193,1.2380987879146177,1.236862726366099,1.2369780926844254,1.237093451698832,1.4013514189494385
2015-03-10,1.2226828457418222,1.2348007851788878,1.2349285559063736,1.2350563188169754,1.2348415017438423,1.2349663620982456,1.2350912134146077,1.2348415017438423,1.2349663620982456,1.2350912134146077,1.2338338710784196,1.2339610994794978,1.2340883193493155,1.2357491843965178,1.2358571934947702,1.2359651948969703,1.237628762616748,1.237695702654077,1.2377626273386193,1.237628762616748,1.237695702654077,1.2377626273386193,1.2366188575464534,1.2366882183521153,1.2367575640852206,1.2378894409871208,1.237952889735476,1.238016329559567,1.2362615643194814,1.2363568844348243,1.2364521936013186,1.2362615643194814,1.2363568844348243,1.2364521936013186,1.2352527748829965,1.2353504899308934,1.2354481944201152,1.391438067089298
2015-03-11,1.2219956979825153,1.2350183081919344,1.235152090954236,1.2352858671516815,1.2351652561415638,1.2352936686575933,1.2354220728448186,1.2351652561415638,1.2352936686575933,1.2354220728448186,1.2341573612925525,1.2342881396113063,1.2344189101216692,1.2362246079926806,1.2363326586447325,1.2364407015977714,1.23795324778677,1.2380237325781203,1.2380942023941048,1.23795324778677,1.2380237325781203,1.2380942023941048,1.2369430779365769,1.2370159812598005,1.237088869901761,1.2383656879934852,1.2384291611521596,1.2384926253831365,1.2365856910334097,1.2366845595281626,1.2367834176144237,1.2365856910334097,1.2366845595281626,1.2367834176144237,1.235576637109526,1.2356778982967056,1.2357791494793215,1.393420737461326
2015-03-12,1.2288974986532053,1.2415353604490649,1.2416723334466633,1.2418093003828956,1.2398558268651163,1.240029710360189,1.2402035948465293,1.2398558268651163,1.240029710360189,1.2402035948465293,1.2388441045103944,1.239020326175956,1.2391965495275143,1.2428549425024897,1.2429635726705637,1.243072195098332,1.242654405977808,1.2427702411817505,1.242886066485788,1.242654405977808,1.2427702411817505,1.242886066485788,1.2416403999825307,1.2417586262054274,1.2418768429998017,1.2450075059153909,1.2450713195043333,1.2451351241176953,1.2412816558937265,1.241425933822784,1.2415702085036755,1.2412816558937265,1.241425933822784,1.2415702085036755,1.240268770062517,1.240415413112651,1.2405620534943713,1.4187989182232854
2015-03-13,1.2261463927690452,1.2395480407875814,1.2396847945331635,1.2398215422270817,1.2377647377439929,1.2379408040863022,1.2381168721126383,1.2372058793133465,1.2373932538670995,1.2375806332978254,1.236196319315827,1.236386015758452,1.2365757178235879,1.2408655105923798,1.240973966876668,1.24108241543304,1.2405585968898865,1.2406767183152296,1.2407948303199283,1.239998477014565,1.2401279579812696,1.2402574316589268,1.2389866382573216,1.2391184938234718,1.23925034262442,1.2430146284074115,1.2430783398502498,1.243142042331875,1.2391881620288372,1.2393346755246462,1.2394811863539479,1.238628660913327,1.238786508785971,1.2389443566431797,1.2376179399260214,1.237778136567818,1.2379383338255863,1.4267295997113976
2015-03-16,1.2564763063200304,1.269386361299032,1.2695264069719598,1.2696664464475484,1.267560130699566,1.2677404352995147,1.2679207416240277,1.266866109766259,1.26706051235802,1.2672549207117303,1.2410180636687027,1.2412696267814316,1.2415212142962935,1.2707355451520206,1.270846612188991,1.2709576713120192,1.2704212434426707,1.2705422082793483,1.2706631634686083,1.2697256559784451,1.2698607826724242,1.2699959024333167,1.2438192661603167,1.2440128978834384,1.2442065358521464,1.2729363963925202,1.2730016414931022,1.2730668774167577,1.2690178195620123,1.2691678599212453,1.2693178975497827,1.2683230005075274,1.2684871714139296,1.2686513429515358,1.242445229264788,1.2426672463399286,1.2428892798737075,1.4620211323334973
2015-03-17,1.2724932269593148,1.285567852750362,1.2857096836542712,1.2858515082818405,1.2837183422924274,1.2839009453236745,1.2840835501014698,1.2830154743333906,1.2832123550704766,1.2834092416429619,1.2439289191649348,1.2442127184758507,1.2444965550745746,1.286934235312624,1.287046718175669,1.2871591930238893,1.2866159270450046,1.2867384338798715,1.2868609309443404,1.2859114725857104,1.2860483218060297,1.2861851640048831,1.2467366919844975,1.2469624939651571,1.2471883120796456,1.2891631418849119,1.2892292186968386,1.2892952862148557,1.2851946130307985,1.2853465660281882,1.285498516260073,1.2844909367765411,1.2846572004501255,1.2848234647629604,1.2453594322326975,1.245613651836946,1.2458678992599197,1.4806582338305612
2015-03-18,1.3062309959654672,1.3196522709138025,1.3197978621978634,1.3199434470391793,1.3177537241582418,1.3179411685660538,1.3181286147667206,1.3170322209747956,1.3172343216350126,1.3174364282853437,1.275867401137845,1.276161041535914,1.2764547213446218,1.3210548805445337,1.3211703456795234,1.3212858025871903,1.3207281329307723,1.3208538878043783,1.3209796326485423,1.3200050011839926,1.3201454787044757,1.320285949017332,1.278747264894599,1.2789814244980187,1.2792156015767326,1.3233428823901627,1.3234107111047089,1.3234785302789347,1.3192691354437738,1.3194251171896214,1.3195810960966419,1.3185468025346767,1.3187174743774321,1.3188881468763867,1.2773346433266395,1.277597947420792,1.2778612810918821,1.5199151071967172
2015-03-19,1.2994152850551333,1.3127665298706832,1.312911361481986,1.3130561866841612,1.3108778894378752,1.3110643557898156,1.3112508239252558,1.3101601509462288,1.3103611970765205,1.3105622491656705,1.2692101227598755,1.2695022309878528,1.2697943784208303,1.3141618209017236,1.3142766835575326,1.3143915380289477,1.3138367782063747,1.3139618769105386,1.3140869656375924,1.313117419648986,1.3132571641795372,1.3133969015400695,1.2720749598338392,1.2723078976287359,1.2725408528077435,1.3164378843082938,1.3165053591031188,1.3165728244074035,1.3123853935421625,1.3125405613994328,1.3126957264326886,1.3116668296542453,1.3118366109577742,1.3120063929140784,1.2706697091063073,1.2709316393205008,1.271193598957304,1.5119844257086048
2015-03-20,1.3178177045130344,1.3313580306871051,1.3315049134148544,1.3316517896427096,1.3294426431828648,1.3296317502856587,1.3298208591972107,1.3287147400233588,1.3289186333844492,1.329122532788788,1.287184774380393,1.2874810194676178,1.287777304315067,1.3327730819373105,1.3328895712869075,1.3330060523362026,1.332443435962248,1.3325703063239058,1.332697166567157,1.3317138897935037,1.3318556133968713,1.3319973297286778,1.2900901834978904,1.290326420175799,1.2905626744840137,1.3350813791293397,1.3351498095074117,1.3352182302605375,1.3309714966765127,1.3311288620329416,1.3312862245253625,1.33024275643141,1.3304149421908504,1.3305871286123108,1.2886650315012038,1.288930671191287,1.2891963407206648,1.533397265726508
2015-03-23,1.344398977063336,1.3582124207552702,1.3583622662067754,1.3585121050272793,1.356258398592294,1.3564513201129877,1.3566442434789232,1.3555158131347687,1.3557238191625685,1.3559318313555129,1.3131481600544739,1.3134503806050561,1.3137526417178536,1.3596560145442693,1.3597748535626715,1.3598936841133487,1.359319719387398,1.3594491488098805,1.3595785679098615,1.3585754577800289,1.3587200400441317,1.358864614890001,1.3161121732348533,1.3163531749660011,1.3165941946830706,1.362010871648628,1.3620806823136125,1.3621504831595088,1.357818090092796,1.3579786296146765,1.3581391662147801,1.3570746506650926,1.3572503095275161,1.3574259690653132,1.314658274960499,1.3149292727824222,1.315200301045519,1.5643269235301458
2015-03-24,1.3430358348812692,1.3568352725466462,1.3569849660635998,1.3571346529562756,1.3548832316482207,1.35507595755774,1.3552686853106302,1.3541413991290552,1.3543491942508699,1.3545569955315782,1.3118167043788798,1.3121186184954439,1.3124205731330951,1.3582774026157072,1.3583961211382731,1.3585148312017,1.3579414484425185,1.3580707466311124,1.3582000345076715,1.3571979414730275,1.357342377139144,1.3574868053945484,1.3147777122227011,1.3150184695921445,1.3152592449292726,1.3606298720322543,1.3606996119132944,1.3607693419852025,1.3564413417124737,1.3566017184566388,1.3567620922819894,1.355698656089006,1.3558741368435845,1.3560496182728514,1.3133252881164323,1.313596011162364,1.3138667646186033,1.5627407872325232
2015-03-25,1.334856981788869,1.3485723832949033,1.3487211652045472,1.3488699405302542,1.346632229983781,1.3468237822262543,1.3470153363008726,1.3458949150947754,1.3461014447806794,1.3463079805879705,1.3038279703253166,1.3041280458377706,1.3044281616245457,1.3500057310443354,1.3501237265918844,1.350241713731809,1.3496718227732418,1.349800333558505,1.3499288340945317,1.34893284363102,1.3490763997092179,1.3492199484218337,1.3067709461497896,1.3070102373490056,1.307249546406486,1.3523438743340117,1.3524131895113867,1.3524824949393652,1.3481808514305405,1.3483402515084129,1.3484996486852456,1.3474426886324886,1.347617100739995,1.3477915135180816,1.305327367052034,1.3055964414420147,1.3058655460571098,1.5532239694467886
2015-03-26,1.3358793384254188,1.3496052444513709,1.3497541403119286,1.3499030295835066,1.3476636051918358,1.34785530414269,1.348047004927092,1.3469257255990603,1.347132413464453,1.3473391074559213,1.3048265620820119,1.3051268674199796,1.3054272130631142,1.3510396899907566,1.3511577759101827,1.3512758534155451,1.3507055259819012,1.3508341351925808,1.3509627341461738,1.3499659808612707,1.3501096468879585,1.350253305543423,1.3077717919089034,1.3080112663793977,1.3082507587218342,1.3533796240462919,1.3534489923116249,1.3535183508200948,1.349213412715782,1.349372934876941,1.3495324541348384,1.3484746845645532,1.3486492302529436,1.3488237766124276,1.3063271071850837,1.306596387657058,1.3068656983772964,1.5544135716700052
2015-03-27,1.3461029047909197,1.3599338560160499,1.3600838913857445,1.3602339201160334,1.3579773572723857,1.3581705233070474,1.3583636911892893,1.3572338306419103,1.357442100302191,1.357650376135431,1.3148124796489662,1.3151150832420713,1.3154177274488013,1.3613792794549717,1.361498269093169,1.3616172502529091,1.3610425580684975,1.3611721515333404,1.3613017346625986,1.3602973531637805,1.3604421186753664,1.3605868767593166,1.317780249500043,1.3180215566833218,1.3182628818753177,1.3637371211690952,1.3638070203140098,1.3638769096273915,1.3595390255681987,1.3596997685622239,1.3598605086307682,1.3587946438852003,1.3589705253824305,1.3591464075558901,1.316324508515582,1.3165958498074948,1.3168672215791635,1.5663095939021736
2015-03-30,1.3890418835260223,1.4033140245877012,1.4034688458957707,1.4036236603526462,1.4012951160106948,1.4014944437973482,1.4016937734905173,1.40052787182188,1.4007427850206913,1.4009577045893715,1.3567533334301738,1.3570655896948565,1.357377887868687,1.4048055552046748,1.4049283404617106,1.4050511169698374,1.4044580928322015,1.4045918201645304,1.4047255368315827,1.4036891168343215,1.4038385001824794,1.4039878758660695,1.3598157713828292,1.3600647759598026,1.360313799119948,1.407238609084869,1.4073107379240264,1.4073828566180375,1.402906599548349,1.4030724700404114,1.4032383375136739,1.4021384730319182,1.4023199649262752,1.4025014575184325,1.358313594103674,1.3585935908393287,1.3588736190270052,1.616272887277281
2015-03-31,1.3737065339777716,1.387821107240683,1.387974219285047,1.388127324553856,1.3858244878898702,1.3860216150508122,1.3862187440972216,1.3850657142576053,1.385278254764084,1.385490801570107,1.3417744570797425,1.342083265961719,1.3423921162901564,1.3892961710083522,1.3894176006872314,1.3895390217137915,1.3889525447023072,1.3890847956533912,1.3892170360569456,1.388192058380557,1.3883397925013676,1.3884875190422292,1.34480308499612,1.3450493405039166,1.345295614389723,1.391702363400664,1.391773695920449,1.3918450184070925,1.3874181802697239,1.3875822195124874,1.387746255769779,1.3866585340509476,1.3868380222320449,1.3870175111032388,1.3433174921079267,1.3435943976136737,1.3438713342242046,1.5984288539290283
2015-04-01,1.396198379981873,1.4105440526829762,1.4106996716474416,1.4108552837254147,1.4085147424670796,1.4087150972123983,1.4089154538740551,1.407743545351875,1.4079595658071078,1.4081755926650281,1.3637434757270415,1.3640573407703205,1.3643712479386678,1.412043267829625,1.4121666856898007,1.4122900947559918,1.4116940152928186,1.411828431603062,1.41196283719308,1.410921077446078,1.4110712304336648,1.411221375717195,1.3668216916966267,1.3670719791725492,1.3673222853273863,1.414488857070831,1.4145613575256957,1.414633847783145,1.4101345285450404,1.4103012536201092,1.4104679756608247,1.409362444556371,1.4095448715169157,1.409727299178856,1.3653117750350223,1.3655932143446343,1.365874685268312,1.6246001028397987
2015-04-02,1.3941536667087726,1.4084783303700403,1.4086337214326783,1.4087891056189092,1.4064519920509695,1.4066520533795266,1.4068521166216155,1.4056819243433047,1.4058976284395601,1.406113338929126,1.3617462922136505,1.362059697605902,1.3623731450615302,1.409975349936782,1.4100985870532035,1.4102218153885189,1.4096266088754992,1.40976082833491,1.409895037089795,1.408854802985576,1.409004736076183,1.409154661474016,1.3648200001783986,1.3650699211117643,1.3653198606966894,1.4124173576462702,1.4124897519252186,1.4125621360216856,1.4080694059745569,1.4082358868830525,1.4084023647616386,1.4072984526922414,1.4074806124910182,1.4076627729901634,1.3633122947689225,1.3635933219145469,1.3638743806279383,1.6222208983933648
2015-04-03,1.4166455127128743,1.431201275812334,1.4313591737950733,1.4315170647904685,1.4291422466281791,1.4293455355411129,1.4295488263984493,1.4283597554375749,1.4285789394825843,1.4287981300240473,1.38371531086095,1.384033772414504,1.384352276710042,1.432722446758055,1.432847672055773,1.4329728884307196,1.432368079466011,1.432504464284581,1.4326408382259297,1.4315838220510977,1.4317361740084804,1.431888518148982,1.3868386068789058,1.3870925597803971,1.3873465316343532,1.4352038513164376,1.4352774135304656,1.4353509653977383,1.4307857542498739,1.4309549209906747,1.4311240846526845,1.4300023631976653,1.4301874617758894,1.430372561065781,1.3853065776960185,1.3855921386455077,1.385877731672046,1.6483921473041356
2015-04-07,1.4415228575355927,1.4563342306197193,1.456494901408025,1.4566555650862838,1.454239043357517,1.4544459021743825,1.4546527629697958,1.4534428110418431,1.4536658441210806,1.4538888838108541,1.4080143769405384,1.4083384309149272,1.4086625283818808,1.4578821144543117,1.4580095388010392,1.4581369540683051,1.4575215242100619,1.4576603040470961,1.4577990728158967,1.4567234946538714,1.4568785220245062,1.4570335414409898,1.4111925203506788,1.411450932853279,1.411709364641163,1.460407094315259,1.460481948336269,1.460556791828827,1.4559114121907546,1.4560835496248627,1.456255683926114,1.45511426421124,1.4553026132576408,1.4554909630282062,1.4096335876002306,1.4099241632115704,1.410214771463256,1.6773391347357456
2015-04-08,1.45310956608316,1.468039990393022,1.468201952625016,1.468363907689814,1.46592796238214,1.4661364838939874,1.4663450074002857,1.4651253300904064,1.465350155870517,1.465574988314298,1.4193317501830864,1.4196584088466309,1.419985111352326,1.4696003158470885,1.4697287644084234,1.4698572038173174,1.4692368272415375,1.4693767225666234,1.4695166067345113,1.4684323832633823,1.4685886567169015,1.4687449221523357,1.4225354389539702,1.4227959285310592,1.423056437548444,1.4721455910544359,1.4722210467389718,1.4722964918104295,1.4676137734234933,1.4677872944681831,1.4679608123548344,1.4668102181079732,1.467000081071059,1.4671899447641301,1.420963975774795,1.4212568869820652,1.4215498310920385,1.6908212932655362
2015-04-09,1.4425452141721422,1.4573670917761867,1.4575278765154063,1.457688654139536,1.4552704185655716,1.455477424090818,1.4556844315960151,1.4544736215461278,1.454696812804854,1.4549200106788045,1.4090129686972335,1.409337252497136,1.4096615798204493,1.4589160734007327,1.4590435881193375,1.4591710937520412,1.4585552274187212,1.4586941056811717,1.4588329728675389,1.457756631884122,1.4579117692032464,1.4580668985625787,1.4121933661097923,1.4124519618836708,1.412710576956511,1.4614428440275389,1.4615177511365072,1.461592647709556,1.4569439734759957,1.4571162329933907,1.4572884893757065,1.4561462601433042,1.456334742770589,1.456523226122552,1.41063332773328,1.4109241094266138,1.4112149237834422,1.6785287369589619
2015-04-10,1.4762829831782944,1.491451509939627,1.4916160550589983,1.4917805928968746,1.489305800431386,1.4895176473331972,1.4897294962612657,1.4884903681875328,1.4887187793693901,1.4889471973211863,1.4419664966681822,1.4422983647100385,1.4426302772932167,1.493036718632642,1.4931672156231917,1.493297703315342,1.4926674333044887,1.4928095596056783,1.4929516745717408,1.4918501604824042,1.4920089261016922,1.4921676835750275,1.445221276160553,1.44548591988662,1.4457505833630062,1.4956225845327897,1.4956992435443774,1.495775891773635,1.491018495888971,1.4911947841548236,1.4913710692122752,1.4902021259014395,1.4903950166978956,1.490587908235978,1.4436247521239238,1.443922334523055,1.4442199503496036,1.7177856103251177
2015-04-13,1.500294255615637,1.5162401776948564,1.5164074576361564,1.516574730174939,1.5140588054247055,1.514274173327655,1.514489543290539,1.5132298202903727,1.5134620277799617,1.5136942421520094,1.4659326988288723,1.4662700826830586,1.4666075118188657,1.517851733346758,1.5179843992623583,1.5181170557250154,1.5174763103123197,1.5176207988235013,1.5177652758111604,1.5166454540084275,1.5168068583914711,1.5169682544931722,1.469241574379288,1.4695106166160374,1.4697796789313666,1.5204805776275176,1.5205585107501012,1.520636432911147,1.515799966734771,1.5159791849995023,1.516158400002507,1.5149700282709926,1.515166125008664,1.515362222500288,1.4676185153171193,1.467921043684103,1.4682236060340845,1.746336063682322
2015-04-14,1.4999734808486,1.515915993563676,1.5160832377392026,1.5162504745137948,1.5137350876881535,1.5139504095437435,1.5141657334588274,1.512906279797393,1.5131384376391859,1.5133706023619657,1.4656192708341984,1.4659565825530507,1.4662939395438424,1.5175272046522448,1.517659842202824,1.5177924703024812,1.5171518618862179,1.517296319504614,1.5174407656019515,1.5163211832259689,1.5164825530994799,1.516643914693419,1.4689274389208749,1.4691964236342683,1.4694654284219484,1.5201554868653244,1.5202334033251905,1.5203113088258626,1.5154758767241723,1.5156550566706224,1.5158342333560433,1.5146461157077955,1.514842170518435,1.5150382260828656,1.467304726881559,1.4676071905655874,1.4679096882253477,1.747129131831133
2015-04-15,1.4873772441732942,1.502659762355457,1.5028255440307736,1.5029913183698747,1.5004979278484352,1.5007113667789065,1.5009248077508623,1.4996763676343754,1.4999064953253944,1.500136629837228,1.4528028693977797,1.4531372314267064,1.4534716383316828,1.5042568838857613,1.5043883615606979,1.5045198298673577,1.5038848233797737,1.5040280177595755,1.5041712007190664,1.5030614087555445,1.5032213674978567,1.5033813180329993,1.456082108545637,1.4563487410682974,1.4566153934897008,1.5068621825582984,1.506939417662066,1.5070166419024746,1.5022234942058594,1.5024011072773586,1.5025787171163454,1.5014009892009816,1.5015953295710383,1.5017896706882947,1.4544735866369545,1.4547734053666814,1.455073257775033,1.7324573710781255
2015-04-16,1.535522375730351,1.5518427209310646,1.5520139287404096,1.5521851289734203,1.5496101282792718,1.549830553194421,1.5500509802178737,1.5487616779048525,1.5489993378137283,1.549237004766668,1.5003539818546077,1.5006992877540166,1.5010446399982953,1.5534921172104725,1.5536278982288552,1.5537636695723316,1.5531078789401551,1.5532557601582064,1.5534036295821532,1.5522575134596055,1.5524227077478436,1.5525878935602866,1.5037405524737728,1.504015912039404,1.5042912921550766,1.5561826888768693,1.5562624519320762,1.55634220376836,1.551392173462311,1.551575599916558,1.5517590230324902,1.5505427473735016,1.550743448620857,1.5509441506398685,1.5020793826747396,1.502389014651972,1.5026986814101506,1.789161743718128
2015-04-17,1.5434858561363998,1.559344879630756,1.5595169151194395,1.5596889429951617,1.5571014938333954,1.557322984360847,1.5575444770067943,1.5562489417486212,1.5564877505898784,1.556726566509253,1.5076072257083626,1.5079542009390912,1.5083012227387371,1.561002249677402,1.561138687109437,1.561275114819794,1.5606161538628611,1.560764749991226,1.5609133342684698,1.5597616774136533,1.5599276703097338,1.5600936546890438,1.5110101682123134,1.5112868589638522,1.5115635703647785,1.5637058285225303,1.5637859771806664,1.563866114565643,1.5588921540555705,1.5590764672584232,1.559260777106823,1.5580386215394562,1.5582402930479007,1.558441965331732,1.509340967728668,1.5096520965768143,1.50996326037405,1.8200914015217657
2015-04-20,1.5328610240861853,1.5491530830318623,1.549323994105587,1.5494948976161085,1.546924359886772,1.5471444027637173,1.5473644477453121,1.546077380037846,1.5463146280370035,1.546551883068016,1.4977535837102687,1.4980982911290317,1.4984430448123403,1.5507996205945433,1.5509351662786564,1.5510707023046322,1.5504160482820581,1.5505636731938979,1.5507112863320747,1.549567156646244,1.549732064621435,1.5498969641355207,1.5011342847599454,1.5014091670751997,1.5016840699048781,1.5534855289897034,1.5535651538004005,1.5536447674116192,1.5487033164473643,1.5488864249887604,1.549069530197628,1.547855362575146,1.5480557159691564,1.5482560701334855,1.4994759940833826,1.4997850894096456,1.5000942194565727,1.7804379940812047
2015-04-21,1.5647456429190991,1.5813765884835391,1.581551054631308,1.5817255130585535,1.5791015062838125,1.5793261262118723,1.5795507482883595,1.578236908640959,1.5784790915702263,1.5787212816776164,1.528907942371519,1.529259819954102,1.5296117447635669,1.5830573752193384,1.5831957403517931,1.5833340956252144,1.5826658243251122,1.5828165199419735,1.5829672035402713,1.581799275128819,1.5819676133092597,1.5821359428525976,1.5323589644500843,1.532639564516464,1.5329201855239831,1.5857991524532609,1.5858804335176553,1.5859617031496143,1.5809174664285286,1.5811043837601255,1.5812912976898748,1.5800518745019934,1.5802563953916209,1.5804609170675907,1.5306661801271273,1.5309817048599093,1.5312972650355703,1.8181087311497373
2015-04-22,1.5775434535209458,1.5937524123483244,1.5939282438649314,1.5941040676005942,1.59145952539748,1.5916859031969324,1.591912283161626,1.5905881614295017,1.5908322396778838,1.5910763251605644,1.5408731475845328,1.5412277789545539,1.5415824579210533,1.5954463528899585,1.5955858008653745,1.5957252389046008,1.5950517377256928,1.595203612683658,1.5953554755290027,1.5941784069314542,1.5943480625233741,1.5945177094105978,1.5443511772979075,1.5446339733352048,1.5449167904775263,1.5982095872216846,1.598291504390182,1.5983734100367741,1.593289697212623,1.5934780773557917,1.59366645407049,1.5924173311797176,1.5926234526460357,1.5928295749048502,1.542645145276221,1.5429631392997123,1.543281169043458,1.8676754904504391
