date,baseline,plus_161716_defensive
2014-03-14,1.067560718663481,1.067560718663481
2014-03-17,1.0794577549041586,1.0794577549041586
2014-03-18,1.0651813114153452,1.0651813114153452
2014-03-19,1.0628019041672097,1.0628019041672097
2014-03-20,1.049715164302464,1.049715164302464
2014-03-21,1.049715164302464,1.049715164302464
2014-03-24,1.0469391891796394,1.0469391891796394
2014-03-25,1.034249017189583,1.034249017189583
2014-03-26,1.0366284244377184,1.0366284244377184
2014-03-27,1.0231451166982837,1.0231451166982837
2014-03-28,1.0263176596957977,1.0263176596957977
2014-03-31,1.019858957004671,1.019858957004671
2014-04-01,1.0194510134218693,1.0194510134218693
2014-04-02,1.0213662247191002,1.0213662247191002
2014-04-03,1.0251948525040684,1.0251948525040684
2014-04-04,1.0223260600679902,1.0223260600679902
2014-04-08,1.035723156642984,1.035723156642984
2014-04-09,1.0369949579097753,1.0369949579097753
2014-04-10,1.0386021967923558,1.0386021967923558
2014-04-11,1.037209323488613,1.037209323488613
2014-04-14,1.0463937724599626,1.0463937724599626
2014-04-15,1.0331386534125704,1.0331386534125704
2014-04-16,1.0331386534125704,1.0331386534125704
2014-04-17,1.031279654486052,1.031279654486052
2014-04-18,1.0284941769695302,1.0284941769695302
2014-04-21,1.0240276648399997,1.0240276648399997
2014-04-22,1.0278602830008046,1.0278602830008046
2014-04-23,1.0272221082034427,1.0272221082034427
2014-04-24,1.0265838342721318,1.0265838342721318
2014-04-25,1.0320100061128241,1.0320100061128241
2014-04-28,1.0446614446699236,1.0446614446699236
2014-04-29,1.0446614446699236,1.0446614446699236
2014-04-30,1.0441391139475886,1.0441391139475886
2014-05-05,1.0489360777176386,1.0489360777176386
2014-05-06,1.0497355716793135,1.0497355716793135
2014-05-07,1.049335824698476,1.049335824698476
2014-05-08,1.0341454394266505,1.0341454394266505
2014-05-09,1.0345451864074882,1.0345451864074882
2014-05-12,1.0364402669195443,1.0364402669195443
2014-05-13,1.0370797981293673,1.0370797981293673
2014-05-14,1.0379351431809063,1.0379351431809063
2014-05-15,1.0427293008861298,1.0427293008861298
2014-05-16,1.0358189220671923,1.0358189220671923
2014-05-19,1.0358189220671923,1.0358189220671923
2014-05-20,1.0358189220671923,1.0358189220671923
2014-05-21,1.0358189220671923,1.0358189220671923
2014-05-22,1.0358189220671923,1.0358189220671923
2014-05-23,1.0353010126061588,1.0353010126061588
2014-05-26,1.034105054563102,1.034105054563102
2014-05-27,1.0321117911580076,1.0321117911580076
2014-05-28,1.0172514144940055,1.0172514144940055
2014-05-29,1.0172514144940055,1.0172514144940055
2014-05-30,1.0172514144940055,1.0172514144940055
2014-06-03,1.0172514144940055,1.0172514144940055
2014-06-04,1.0172514144940055,1.0172514144940055
2014-06-05,1.0168445139282078,1.0168445139282078
2014-06-06,1.022917060751307,1.022917060751307
2014-06-09,1.022917060751307,1.022917060751307
2014-06-10,1.0225078939270065,1.0225078939270065
2014-06-11,1.0254281862063697,1.0254281862063697
2014-06-12,1.0254281862063697,1.0254281862063697
2014-06-13,1.0299676311413546,1.0299676311413546
2014-06-16,1.0335304122553657,1.0335304122553657
2014-06-17,1.0273818164564297,1.0273818164564297
2014-06-18,1.0267336260359523,1.0267336260359523
2014-06-19,1.0334513002309624,1.0334513002309624
2014-06-20,1.0330379197108701,1.0330379197108701
2014-06-23,1.036080210485839,1.036080210485839
2014-06-24,1.0359766024647905,1.0359766024647905
2014-06-25,1.0334622868577465,1.0334622868577465
2014-06-26,1.0340912483103797,1.0340912483103797
2014-06-27,1.0350345470545623,1.0350345470545623
2014-06-30,1.033462740604973,1.033462740604973
2014-07-01,1.036293068384492,1.036293068384492
2014-07-02,1.0381786660828414,1.0381786660828414
2014-07-03,1.0362939241776985,1.0362939241776985
2014-07-04,1.03535112454994,1.03535112454994
2014-07-07,1.0296930387079974,1.0296930387079974
2014-07-08,1.0334702848568689,1.0334702848568689
2014-07-09,1.0347282174972423,1.0347282174972423
2014-07-10,1.0385008688029669,1.0385008688029669
2014-07-11,1.0460393250150715,1.0460393250150715
2014-07-14,1.0338113643779525,1.0338113643779525
2014-07-15,1.0275220176745126,1.0275220176745126
2014-07-16,1.0215379814029981,1.0215379814029981
2014-07-17,1.0256383268320182,1.0256383268320182
2014-07-18,1.030679866994633,1.030679866994633
2014-07-21,1.030679866994633,1.030679866994633
2014-07-22,1.0269033300774009,1.0269033300774009
2014-07-23,1.0259583270129125,1.0259583270129125
2014-07-24,1.0203131143941389,1.0203131143941389
2014-07-25,1.0319482639442477,1.0319482639442477
2014-07-28,1.0596936205637373,1.0596936205637373
2014-07-29,1.0623786550753007,1.0623786550753007
2014-07-30,1.0587986090598829,1.0587986090598829
2014-07-31,1.0731187931215551,1.0731187931215551
2014-08-01,1.0601411263156648,1.0601411263156648
2014-08-04,1.0829639196639547,1.0829639196639547
2014-08-05,1.079831379400464,1.079831379400464
2014-08-06,1.0731187931215553,1.0731187931215553
2014-08-07,1.0614836435714465,1.0614836435714465
2014-08-08,1.0619311493233738,1.0619311493233738
2014-08-11,1.0766988391369732,1.0766988391369732
2014-08-12,1.0722237816177005,1.0722237816177005
2014-08-13,1.0753563218811915,1.0753563218811915
2014-08-14,1.0623786550753012,1.0623786550753012
2014-08-15,1.0758038276331188,1.0758038276331188
2014-08-18,1.079383873648537,1.079383873648537
2014-08-19,1.0802788851523917,1.0802788851523917
2014-08-20,1.0762513333850463,1.0762513333850463
2014-08-21,1.072223781617701,1.072223781617701
2014-08-22,1.077593850640828,1.077593850640828
2014-08-25,1.0681962298503556,1.0681962298503556
2014-08-26,1.0614836435714468,1.0614836435714468
