date,hs300_benchmark,resource_abs08_baseline,resource_abs08_plus_ci,resource_abs08_plus_ci_cap70,resource_abs08_ci_exclude_to_second,resource_abs08_ci_reverse_to_defensive
2025-07-21,1.058646705179618,2.1661698194555403,2.596500458315074,2.408007198072264,2.191083616517853,1.9912577208809146
2025-07-22,1.0698520106951106,2.1766041634798925,2.6090076859562834,2.4196064620321494,2.2016379691985746,2.000849521077836
2025-07-23,1.0693426786262248,2.1766041634798925,2.6090076859562834,2.4196064620321494,2.2016379691985746,2.000849521077836
2025-07-24,1.075963995521743,2.20790719555295,2.646529368879912,2.454404253911807,2.2333010272407408,2.029624921668601
2025-07-25,1.0703613427639969,2.2016465891383383,2.6390250322951863,2.447444695535875,2.2269684156323075,2.023869841550448
2025-07-28,1.0731626691428704,2.2308627524065248,2.6740452696905725,2.479922634623555,2.2565206031383283,2.050726882101828
2025-07-29,1.0785106558661737,2.274686997308805,2.7265756257836524,2.528639543255075,2.30084888439736,2.091012442928899
2025-07-30,1.0777466577628445,2.2412970964308774,2.6865524973317823,2.4915218985834406,2.26707495581905,2.06031868229875
2025-07-31,1.0581373731107322,2.191212245113986,2.626517804653977,2.4358454315759897,2.2164140629515856,2.014278041353527
2025-08-01,1.0525347203529858,2.1849516386993746,2.619013468069251,2.4288858732000578,2.2100814513431524,2.0085229612353737
2025-08-04,1.0573733750074032,2.195385982723727,2.631520695710461,2.4404851371599436,2.2206358040238743,2.018114761432295
