date,current_a_share_amount_nav,blend_etf_ma20_25_nav,blend_etf_ma20_50_nav,blend_etf_ma20_75_nav,blend_etf_pos20_25_nav,blend_etf_pos20_50_nav,blend_etf_pos20_75_nav,pure_etf_ma20_amount_nav,pure_etf_pos20_amount_nav,hs300_benchmark
2012-07-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9558371735791084
2012-07-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9558371735791084
2012-07-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9450844854070652
2012-07-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9604454685099839
2012-07-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9412442396313357
2012-07-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.937403993855606
2012-07-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9416282642089089
2012-07-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9500768049155144
2012-07-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9516129032258063
2012-07-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9362519201228873
2012-07-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.938172043010752
2012-07-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.938172043010752
2012-07-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9412442396313355
2012-07-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.934331797235022
2012-07-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9228110599078332
2012-07-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9247311827956979
2012-07-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9189708141321034
2012-07-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9147465437788008
2012-07-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9158986175115197
2012-07-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9128264208909359
2012-07-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9105222734254982
2012-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9174347158218115
2012-08-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9105222734254982
2012-08-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9158986175115196
2012-08-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9278033794162818
2012-08-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9289554531490006
2012-08-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9297235023041465
2012-08-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9389400921658977
2012-08-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.936251920122887
2012-08-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9185867895545305
2012-08-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9170506912442387
2012-08-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9086021505376335
2012-08-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9059139784946227
2012-08-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9020737327188931
2012-08-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8970814132104444
2012-08-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9005376344086012
2012-08-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8940092165898608
2012-08-23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8982334869431634
2012-08-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8894009216589852
2012-08-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8709677419354829
2012-08-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8709677419354829
2012-08-29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8652073732718885
2012-08-30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8613671274961587
2012-08-31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8613671274961587
2012-09-03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8667434715821803
2012-09-04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.857526881720429
2012-09-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428563
2012-09-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8655913978494612
2012-09-07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9051459293394766
2012-09-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9082181259600604
2012-09-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9013056835637469
2012-09-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9059139784946224
2012-09-13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8970814132104441
2012-09-14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9032258064516115
2012-09-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8821044546850986
2012-09-18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8713517665130556
2012-09-19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8748079877112122
2012-09-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8559907834101369
2012-09-21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.855606758832564
2012-09-24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8632872503840232
2012-09-25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8621351766513042
2012-09-26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8529185867895531
2012-09-27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8774961597542228
2012-09-28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8978494623655899
2012-10-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8844086021505362
2012-10-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619032
2012-10-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619032
2012-10-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8986175115207359
2012-10-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89784946236559
2012-10-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8947772657450062
2012-10-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8951612903225793
2012-10-17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.898617511520736
2012-10-18,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9995,0.9097542242703521
2012-10-19,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9097542242703521
2012-10-22,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9132104454685087
2012-10-23,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9028417818740386
2012-10-24,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9013056835637467
2012-10-25,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8940092165898603
2012-10-26,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.874039938556066
2012-10-29,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8698156682027637
2012-10-30,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8717357910906285
2012-10-31,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.877880184331796
2012-11-01,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8963133640552984
2012-11-02,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8982334869431632
2012-11-05,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8959293394777255
2012-11-06,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8924731182795687
2012-11-07,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8917050691244228
2012-11-08,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8755760368663582
2012-11-09,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8732718894009205
2012-11-12,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8763440860215043
2012-11-13,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8629032258064506
2012-11-14,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8652073732718882
2012-11-15,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8548387096774182
2012-11-16,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8467741935483859
2012-11-19,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8467741935483859
2012-11-20,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8444700460829482
2012-11-21,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8548387096774182
2012-11-22,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8498463901689699
2012-11-23,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8544546850998456
2012-11-26,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8490783410138241
2012-11-27,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8398617511520728
2012-11-28,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8306451612903217
2012-11-29,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.827572964669738
2012-11-30,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8314132104454677
2012-12-03,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8237327188940085
2012-12-04,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8302611367127488
2012-12-05,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8594470046082944
2012-12-06,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8582949308755755
2012-12-07,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8755760368663588
2012-12-10,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8836405529953911
2012-12-11,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8809523809523804
2012-12-12,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8828725038402454
2012-12-13,0.99900025,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.9990002500000001,0.8759600614439321
2012-12-14,0.998500749875,0.9985007498750001,0.9985007498750001,0.9985007498750001,0.9985007498750001,0.9985007498750001,0.9985007498750001,0.9985007498750001,0.9985007498750001,0.9201228878648231
2012-12-17,1.0014179056551025,1.0014179056551025,1.0014179056551025,1.0014179056551025,1.0014179056551025,0.9975022491251252,0.9975022491251252,0.9975022491251252,0.9975022491251252,0.922811059907834
2012-12-18,0.985998653674562,0.985998653674562,0.985998653674562,0.985998653674562,0.985998653674562,0.9821432881523289,0.9821432881523289,0.9821432881523289,0.9811611448641765,0.9086021505376343
2012-12-19,0.9884990729146492,0.9884990729146492,0.9884990729146492,0.9884990729146492,0.9884990729146492,0.9846339304722415,0.9846339304722415,0.9846339304722415,0.9801799837193124,0.9109062980030718
2012-12-20,0.9951668575548832,0.9951668575548831,0.9951668575548831,0.9951668575548831,0.9951668575548831,0.9912756433253427,0.9912756433253427,0.9912756433253427,0.9867916530867277,0.9170506912442393
2012-12-21,0.9909994921547371,0.9909994921547371,0.9909994921547371,0.9909994921547371,0.9909994921547371,0.9871245727921546,0.9871245727921546,0.9871245727921546,0.9826593597320933,0.9132104454685098
2012-12-24,0.9918329652347664,0.9918329652347664,0.9918329652347664,0.9918329652347664,0.9918329652347664,0.9879547868987922,0.9879547868987922,0.9879547868987922,0.9834858184030202,0.9139784946236558
2012-12-25,1.019337576875731,1.019337576875731,1.019337576875731,1.019337576875731,1.019337576875731,1.0153518524178347,1.0153518524178347,1.0153518524178347,1.0107589545436084,0.9393241167434717
2012-12-26,1.0222547326558329,1.022254732655833,1.022254732655833,1.022254732655833,1.022254732655833,1.0182576017910663,1.0182576017910663,1.0182576017910663,1.0136515598918525,0.9420122887864824
2012-12-27,1.02017104995576,1.0201710499557601,1.0201710499557601,1.0201710499557601,1.0201710499557601,1.0161820665244723,1.0161820665244723,1.0161820665244723,1.0115854132145354,0.9400921658986177
2012-12-28,1.0351735653962857,1.035173565396286,1.035173565396286,1.035173565396286,1.035173565396286,1.0311259204439498,1.0311259204439498,1.0311259204439498,1.0264616692912196,0.9539170506912443
2012-12-31,1.0518430269968702,1.0518430269968704,1.0518430269968704,1.0518430269968704,1.0518430269968704,1.0477302025767026,1.0477302025767026,1.0477302025767026,1.0429908427097578,0.969278033794163
2013-01-04,1.0543434462369576,1.0543434462369579,1.0543434462369579,1.0543434462369579,1.0543434462369579,1.0502208448966155,1.0502208448966155,1.0502208448966155,1.0454702187225384,0.9715821812596007
2013-01-07,1.056010392397016,1.0560103923970163,1.0560103923970163,1.0560103923970163,1.0560103923970163,1.0518812731098908,1.0518812731098908,1.0518812731098908,1.0471231360643922,0.9731182795698926
2013-01-08,1.0514262904568557,1.0514262904568559,1.0514262904568559,1.0514262904568559,1.0514262904568559,1.0473150955233839,1.0473150955233839,1.0473150955233839,1.0425776133742943,0.9688940092165901
2013-01-09,1.0505928173768264,1.0505928173768266,1.0505928173768266,1.0505928173768266,1.0505928173768266,1.0464848814167462,1.0464848814167462,1.0464848814167462,1.0417511547033675,0.9681259600614442
2013-01-10,1.053093236616914,1.0530932366169143,1.0530932366169143,1.0530932366169143,1.0530932366169143,1.0489755237366591,1.0489755237366591,1.0489755237366591,1.0442305307161484,0.9704301075268821
2013-01-11,1.037257248096359,1.0372572480963593,1.0372572480963593,1.0372572480963593,1.0372572480963593,1.033201455710544,1.033201455710544,1.033201455710544,1.0285278159685372,0.9558371735791096
2013-01-14,1.0739300636176443,1.0739300636176448,1.0739300636176448,1.0739300636176448,1.0739300636176448,1.0697308764026001,1.0697308764026001,1.0697308764026001,1.064891997489321,0.9896313364055304
2013-01-15,1.0801811117178637,1.080181111717864,1.080181111717864,1.080181111717864,1.080181111717864,1.0759574822023825,1.0759574822023825,1.0759574822023825,1.0710904375212729,0.9953917050691249
2013-01-16,1.0722631174575858,1.0722631174575863,1.0722631174575863,1.0722631174575863,1.0722631174575863,1.0680704481893248,1.0680704481893248,1.0680704481893248,1.0632390801474672,0.9880952380952385
2013-01-17,1.0655953328173522,1.0655953328173526,1.0655953328173526,1.0655953328173526,1.0655953328173526,1.0614287353362237,1.0614287353362237,1.0614287353362237,1.056627410780052,0.981950844854071
2013-01-18,1.0814313213379072,1.081431321337908,1.081431321337908,1.081431321337908,1.081431321337908,1.077202803362339,1.077202803362339,1.077202803362339,1.0723301255276634,0.996543778801844
2013-01-21,1.0851819501980386,1.0851819501980393,1.0851819501980393,1.0851819501980393,1.0851819501980393,1.0809387668422081,1.0809387668422081,1.0809387668422081,1.0760491895468343,1.0000000000000004
2013-01-22,1.0835150040379802,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0835150040379808,1.0792783386289329,1.0792783386289329,1.0792783386289329,1.0743962722049805,0.9984639016897086
2013-01-23,1.0855986867380532,1.0855986867380538,1.0855986867380538,1.0855986867380538,1.0855986867380538,1.0813538738955268,1.0813538738955268,1.0813538738955268,1.0764624188822978,1.0003840245775735
2013-01-24,1.0785141655578048,1.0785141655578054,1.0785141655578054,1.0785141655578054,1.0785141655578054,1.074297053989107,1.074297053989107,1.074297053989107,1.069437520179419,0.9938556067588331
2013-01-25,1.0735133270776294,1.07351332707763,1.07351332707763,1.07351332707763,1.07351332707763,1.0693157693492812,1.0693157693492812,1.0693157693492812,1.0644787681538577,0.9892473118279576
2013-01-28,1.102684884878652,1.1026848848786526,1.1026848848786526,1.1026848848786526,1.1026848848786526,1.0983732630815985,1.0983732630815985,1.0983732630815985,1.0934048216362995,1.0161290322580652
2013-01-29,1.111019615678944,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.1110196156789447,1.106675404147975,1.106675404147975,1.106675404147975,1.1016694083455685,1.0238095238095244
2013-01-30,1.1172706637791632,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1172706637791638,1.1129020099477573,1.1129020099477573,1.1129020099477573,1.1078678483775204,1.029569892473119
2013-01-31,1.1201878195592656,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1201878195592663,1.1158077593209892,1.1158077593209892,1.1158077593209892,1.1107604537257647,1.03225806451613
2013-02-01,1.1418581196400253,1.141858119640026,1.141858119640026,1.141858119640026,1.141858119640026,1.1373933260935678,1.1373933260935678,1.1373933260935678,1.1322483791698643,1.052227342549924
2013-02-04,1.1439418023400982,1.143941802340099,1.143941802340099,1.143941802340099,1.143941802340099,1.1394688613601618,1.1394688613601618,1.1394688613601618,1.1343145258471814,1.0541474654377887
2013-02-05,1.1522765331403904,1.152276533140391,1.152276533140391,1.152276533140391,1.152276533140391,1.1477710024265382,1.1477710024265382,1.1477710024265382,1.1425791125564504,1.061827956989248
2013-02-06,1.1556104254605073,1.155610425460508,1.155610425460508,1.155610425460508,1.155610425460508,1.151091858853089,1.151091858853089,1.151091858853089,1.1458849472401582,1.0649001536098317
2013-02-07,1.1501928504403174,1.150192850440318,1.150192850440318,1.150192850440318,1.150192850440318,1.1456954671599442,1.1456954671599442,1.1456954671599442,1.1405129658791333,1.059907834101383
2013-02-08,1.1539434793004488,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1539434793004495,1.1494314306398137,1.1494314306398137,1.1494314306398137,1.1442320298983044,1.0633640552995398
2013-02-18,1.13685728115985,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1368572811598505,1.1324120414537422,1.1324120414537422,1.1324120414537422,1.127289627144303,1.0476190476190483
2013-02-19,1.1185208733992076,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1185208733992078,1.1141473311077141,1.1141473311077141,1.1141473311077141,1.1091075363839111,1.030721966205838
2013-02-20,1.123521711879383,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.1235217118793832,1.11912861574754,1.11912861574754,1.11912861574754,1.1140662884094725,1.0353302611367137
2013-02-21,1.0831195210615068,1.083119521061507,1.083119521061507,1.083119521061507,1.083119521061507,1.0788844020353336,1.0788844020353336,1.0788844020353336,1.074004117565626,0.998463901689709
2013-02-22,1.082219698690163,1.0822196986901635,1.0822196986901635,1.0822196986901635,1.0822196986901635,1.0779880980705658,1.0779880980705658,1.0779880980705658,1.0731118679910332,0.9953917050691252
2013-02-25,1.0826706235646175,1.0826706235646177,1.0826706235646177,1.0826706235646177,1.0826706235646177,1.0784372597780953,1.0784372597780953,1.0784372597780953,1.0735589979360296,0.996927803379417
2013-02-26,1.0782460728183052,1.0782460728183054,1.0782460728183054,1.0782460728183054,1.0782460728183054,1.0740300095223416,1.0740300095223416,1.0740300095223416,1.0691716836761405,0.9823348694316442
2013-02-27,1.0781005095984748,1.078100509598475,1.078100509598475,1.078100509598475,1.078100509598475,1.0738850154710562,1.0738850154710562,1.0738850154710562,1.0690273454988442,0.9915514592933954
2013-02-28,1.0879086354584548,1.087908635458455,1.087908635458455,1.087908635458455,1.087908635458455,1.0836547904568872,1.0836547904568872,1.0833622036634638,1.0787529273523562,1.0249615975422437
2013-03-01,1.08757847210337,1.0875784721033703,1.0875784721033703,1.0872848259159025,1.0875784721033703,1.0833259180776178,1.0833259180776178,1.0833622036634638,1.0784255426123204,1.0238095238095248
2013-03-04,1.0737002201825312,1.0737002201825314,1.0737002201825314,1.0872848259159025,1.0737002201825314,1.0695019316811436,1.0695019316811436,1.0833622036634638,1.0646640883888878,0.9754224270353312
2013-03-05,1.0820319648044987,1.082031964804499,1.0817398161740017,1.0872848259159025,1.082031964804499,1.0778010982454882,1.0778010982454882,1.0833622036634638,1.0726360241083557,1.0034562211981577
2013-03-06,1.0851625280092143,1.0851625280092145,1.0817398161740017,1.0872848259159025,1.0851625280092145,1.0809194205963246,1.0806275723527636,1.0833622036634638,1.0726360241083557,1.0142089093702007
