date,legacy_nav,risk_weighted_nav,portfolio_weighted_nav,hs300_benchmark
2015-08-13,1.4824509045803993,1.5077830621105104,1.5077830621105104,1.6305481139558804
2015-08-14,1.4781062995582452,1.5041162745081018,1.5041162745081018,1.6265827732118245
2015-08-17,1.477515057038422,1.5033642163708478,1.5033642163708478,1.6293585117326634
2015-08-18,1.4780287519735071,1.5032853436510738,1.5032853436510738,1.5175359027502808
2015-08-19,1.4821379544116613,1.5074647642415895,1.5074647642415895,1.552430901297975
2015-08-20,1.5006165574796508,1.5262591301334327,1.5262591301334327,1.5127774938574134
2015-08-21,1.522979889111627,1.5491595228788277,1.5491595228788277,1.4374360197203468
2015-08-24,1.517244818399491,1.5431715351849753,1.5431715351849753,1.293890684785515
2015-08-25,1.5089608273708506,1.534745987113827,1.534745987113827,1.1828611439519434
2015-08-26,1.4968534558674529,1.5224317245483023,1.5224317245483023,1.2161700062020147
2015-08-27,1.4796482437310452,1.504932509323609,1.504932509323609,1.2915114803390808
2015-08-28,1.4866577746014331,1.5120618192299653,1.5120618192299653,1.3490089211278946
2015-08-31,1.4904811550761905,1.5159505337243413,1.5159505337243413,1.346233182607055
2015-09-01,1.5000396062630836,1.525672319960282,1.525672319960282,1.341078239639782
2015-09-02,1.498127916025705,1.5237279627130937,1.5237279627130937,1.3371128988957257
2015-09-07,1.4739131730189097,1.4990994375820443,1.4990994375820443,1.30420057072006
2015-09-08,1.4675408722276473,1.4926182467580837,1.4926182467580837,1.3394921033421596
2015-09-09,1.4739131730189097,1.4990994375820443,1.4990994375820443,1.364870284104119
2015-09-10,1.4567079608825018,1.481600222357351,1.481600222357351,1.3406817055653766
2015-09-11,1.4573451909616275,1.482248341439747,1.482248341439747,1.343457444086216
2015-09-14,1.4541590405659968,1.4790077460277666,1.4790077460277666,1.2962698892319482
2015-09-15,1.4528845804077442,1.4777115078629743,1.4777115078629743,1.2582026180890094
2015-09-16,1.4509728901703658,1.4757671506157866,1.4757671506157866,1.3264064788867749
2015-09-17,1.4688153323858997,1.4939144849228756,1.4939144849228756,1.30063176405041
2015-09-18,1.476360773752833,1.5023400329940242,1.5023400329940242,1.3002352299760045
2015-09-21,1.4756225933659568,1.5015888629775274,1.5015888629775274,1.3240272744403414
2015-09-22,1.4668204134310938,1.4918854767438894,1.4918854767438894,1.3343371603748875
2015-09-23,1.4624193234636624,1.4874091808428147,1.4874091808428147,1.3034075025712497
2015-09-24,1.4737364119513434,1.4989196560170066,1.4989196560170066,1.314510456654607
2015-09-25,1.483167319024411,1.5085117186621668,1.5085117186621668,1.285960003297403
2015-09-28,1.4736279565200037,1.4995591268600177,1.4995591268600177,1.2934941507111095
2015-09-29,1.4736279565200037,1.4988093472965878,1.4988093472965878,1.2685125040235559
2015-09-30,1.4730385053373958,1.4988093472965878,1.4988093472965878,1.2772362536604793
2015-10-08,1.4879944677134798,1.5147846599807793,1.5147846599807793,1.3232342062915308
2015-10-09,1.5067225970643834,1.5324695098728154,1.5324695098728154,1.3398886374165664
2015-10-12,1.5695956027424178,1.5964168910187364,1.5964168910187364,1.3957999419077578
2015-10-13,1.557045303584183,1.5850787028722964,1.5850787028722964,1.3858865900476174
2015-10-14,1.576038486448742,1.6029698708803477,1.6029698708803477,1.3708182952202042
2015-10-15,1.581298523116072,1.6083197911836613,1.6083197911836613,1.4061098278423037
2015-10-16,1.5786706900905365,1.605647053682733,1.605647053682733,1.4255399974881786
2015-10-19,1.575148637661502,1.6035079735112987,1.6035079735112987,1.4231607930417447
2015-10-20,1.595776106586019,1.623044767956134,1.623044767956134,1.4417978945388088
2015-10-21,1.5465447898332654,1.5743891354734008,1.5743891354734008,1.3985756804285971
2015-10-22,1.5400002429170885,1.5677267590397146,1.5677267590397146,1.41641971377685
2015-10-23,1.5671615014007882,1.5939411956934948,1.5939411956934948,1.4414013604644034
2015-10-26,1.5697482879230455,1.596572185287487,1.596572185287487,1.443780564910837
2015-10-27,1.5706105500971312,1.5974491818188175,1.5974491818188175,1.444573633059648
2015-10-28,1.5430181605263886,1.5693852928162364,1.5693852928162364,1.419195452297689
2015-10-29,1.5451738159616029,1.571577784144563,1.571577784144563,1.421178122669717
2015-10-30,1.5456049470486457,1.5720162824102284,1.5720162824102284,1.4215746567441225
2015-11-02,1.518445305306522,1.5457063864703078,1.5457063864703078,1.3977826122797854
2015-11-03,1.532229485367164,1.564519796555531,1.564519796555531,1.387076192270834
2015-11-04,1.532229485367164,1.566085882437969,1.566085882437969,1.4703483478960127
2015-11-05,1.5566096201127575,1.5894137199635074,1.5894137199635074,1.4937438582859437
2015-11-06,1.593799656165359,1.6273875014333024,1.6273875014333024,1.5294319249824493
2015-11-09,1.610328561077626,1.6442647376421,1.6442647376421,1.5452932879586738
2015-11-10,1.6057831122267523,1.6396234976846806,1.6396234976846806,1.5409314131402119
2015-11-11,1.603716999112719,1.6375138431585807,1.6375138431585807,1.5389487427681836
2015-11-12,1.587188094200452,1.6206366069497833,1.6206366069497833,1.523087379791959
2015-11-13,1.5718988571566046,1.6050251634566455,1.6050251634566455,1.5084156190389513
2015-11-16,1.5809897548583514,1.614307643371484,1.614307643371484,1.5171393686758747
2015-11-17,1.575204638139058,1.6084006106984048,1.6084006106984048,1.511587891634196
2015-11-18,1.5615682915864373,1.5944768908261466,1.5944768908261466,1.4985022671788106
2015-11-19,1.584884212789255,1.6185269524236832,1.6185269524236832,1.5211047094199306
2015-11-20,1.5817028758657732,1.613885712466264,1.613885712466264,1.5167428346014689
2015-11-23,1.5759666680809872,1.605869025267085,1.605869025267085,1.5092086871877621
2015-11-24,1.575789402886398,1.607134817982745,1.607134817982745,1.510398289410979
2015-11-25,1.582342692132275,1.6138184644776818,1.6138184644776818,1.519518573122308
2015-11-26,1.5746737394411086,1.6047922834699144,1.6047922834699144,1.512380959783007
2015-11-27,1.5140020020278526,1.5181149865651422,1.5181149865651422,1.430694940455451
2015-11-30,1.5013738801614371,1.5040976514504787,1.5040976514504787,1.4310914745298566
2015-12-01,1.5195306691840034,1.522287380263256,1.522287380263256,1.4421944286132136
2015-12-02,1.5137785050356531,1.5178908824141202,1.5178908824141202,1.504053744220489
2015-12-03,1.5169712885949165,1.5197233564820514,1.5197233564820514,1.507226016815734
2015-12-04,1.4868968239486422,1.4909361737231173,1.4909361737231173,1.4786755634585298
2015-12-07,1.5071667421424644,1.5112611578019197,1.5112611578019197,1.4818478360537746
2015-12-08,1.4845814230201797,1.4872747296706408,1.4872747296706408,1.4596419278870603
2015-12-09,1.4852600311979505,1.489294934410753,1.489294934410753,1.4616245982590883
2015-12-10,1.48472744131675,1.4874210128715422,1.4874210128715422,1.458848859738249
2015-12-11,1.48472744131675,1.4874210128715422,1.4874210128715422,1.4517112463989479
2015-12-14,1.4905226454448273,1.4938242602812135,1.4938242602812135,1.4961230627323765
2015-12-15,1.4905226454448273,1.4932267305771012,1.4932267305771012,1.4818478360537741
2015-12-16,1.4899264363866491,1.4932267305771012,1.4932267305771012,1.4822443701281798
2015-12-17,1.4904616591747544,1.4931656336665986,1.4931656336665986,1.5100017553365728
2015-12-18,1.4845747370020712,1.4872680315228526,1.4872680315228526,1.5155532323782512
2015-12-21,1.495824559095727,1.498538262884866,1.498538262884866,1.5552066398188127
2015-12-22,1.501706264243199,1.5044306385387476,1.5044306385387476,1.5571893101908407
2015-12-23,1.499035377156951,1.5017549059668691,1.5017549059668691,1.555206639818813
2015-12-24,1.499569792621178,1.502290290960084,1.502290290960084,1.5365695383217493
2015-12-25,1.5022416318953358,1.5049669774473178,1.5049669774473178,1.5445002198098614
2015-12-28,1.4988869460623178,1.5017563812287635,1.5017563812287635,1.4981057331044045
2015-12-29,1.5014086029245166,1.5042828654936542,1.5042828654936542,1.511984425708601
2015-12-30,1.4996556950228743,1.5025266018648906,1.5025266018648906,1.5115878916341954
2015-12-31,1.4908226227794774,1.4936766197883742,1.4936766197883742,1.4981057331044045
2016-01-04,1.5008250807572807,1.5036982262448186,1.5036982262448186,1.4017479530238408
2016-01-05,1.5134930845486574,1.5162388423271353,1.5162388423271353,1.3985756804285958
2016-01-06,1.526161088340034,1.5289298282320762,1.5289298282320762,1.4203850545209045
2016-01-07,1.5594979404226037,1.5623271595608677,1.5623271595608677,1.3815247152291545
2016-01-08,1.5588312033809522,1.5616592129342919,1.5616592129342919,1.3513881255743279
2016-01-11,1.5648318367558147,1.5676707325734744,1.5676707325734744,1.2819946625533458
2016-01-12,1.5454964625479244,1.5483002804027755,1.5483002804027755,1.291114946264675
2016-01-13,1.5334951957981993,1.5362772411244103,1.5362772411244103,1.2732709129164224
2016-01-14,1.544829725506273,1.5476323337761997,1.5476323337761997,1.2946837529343256
2016-01-15,1.5361621439648048,1.5389490276307136,1.5389490276307136,1.2566164817913867
2016-01-18,1.5421627773396676,1.5449605472698964,1.5449605472698964,1.2574095499401978
2016-01-19,1.5408293032563647,1.5436246540167446,1.5436246540167446,1.2934941507111088
2016-01-20,1.5528305700060898,1.5556476932951095,1.5556476932951095,1.2768397195860732
2016-01-21,1.5668320478807691,1.569674572453202,1.569674572453202,1.24017439472576
2016-01-22,1.5568309922559982,1.5596553730545644,1.5596553730545644,1.2522618644599293
2016-01-25,1.5594979404226037,1.5623271595608677,1.5623271595608677,1.257096852353597
2016-01-26,1.5861674220886592,1.5890450246239007,1.5890450246239007,1.1861836965798043
2016-01-27,1.5835004739220535,1.5863732381175975,1.5863732381175975,1.1732903955300238
2016-01-28,1.5741661553389343,1.577021985345536,1.577021985345536,1.1479067090882686
2016-01-29,1.5754996294222368,1.5783578785986874,1.5783578785986874,1.1805428773705255
2016-02-01,1.5888343702552647,1.5917168111302042,1.5917168111302042,1.167649576320745
2016-02-02,1.592834792505173,1.595724490889659,1.595724490889659,1.1926303471046946
2016-02-03,1.5995021629216872,1.6024039571554176,1.6024039571554176,1.1869895278954157
2016-02-04,1.6141703778380176,1.6170987829400856,1.6170987829400856,1.2027032385498357
2016-02-05,1.6341724890875595,1.6371371817373608,1.6371371817373608,1.1886011905266383
2016-02-15,1.6981792450860933,1.7012600578886403,1.7012600578886403,1.184169118290776
2016-02-16,1.6748434486282946,1.677881925958486,1.677881925958486,1.217611117888644
2016-02-17,1.6888449265029737,1.6919088051165783,1.6919088051165783,1.2301015032806188
2016-02-18,1.6915118746695792,1.6945805916228815,1.6945805916228815,1.228489840649396
2016-02-19,1.7161811452106808,1.7192946168061873,1.7192946168061873,1.2252665153869509
2016-02-22,1.7035131414193043,1.706603630901247,1.706603630901247,1.2506502018287062
2016-02-23,1.7048466155026072,1.7079395241543984,1.7079395241543984,1.2409802260413711
2016-02-24,1.718181356335635,1.7212984566859149,1.7212984566859149,1.2502472861709009
2016-02-25,1.7428506268767363,1.7460124818692206,1.7460124818692206,1.170469985925384
2016-02-26,1.7415171527934337,1.7446765886160691,1.7446765886160691,1.181751624343942
2016-02-29,1.7248487267521488,1.7279779229516734,1.7279779229516734,1.153950443955353
2016-03-01,1.750851471376553,1.7540278413881307,1.7540278413881307,1.175707889476858
2016-03-02,1.7300096048230515,1.7333214959642802,1.7333214959642802,1.228489840649397
2016-03-03,1.7417430032989225,1.7449028488563554,1.7449028488563554,1.2256694310447573
2016-03-04,1.7598459493018763,1.7630386369682747,1.7630386369682747,1.240577310383566
2016-03-07,1.7587838016146329,1.761974562347698,1.761974562347698,1.2502472861709015
2016-03-08,1.765688804082278,1.7688920917732986,1.7688920917732986,1.2458152139350394
2016-03-09,1.7508310170005938,1.7540073499041318,1.7540073499041318,1.2272810936759797
2016-03-10,1.7407547119690094,1.7454836999121908,1.7454836999121908,1.2107615517059485
2016-03-11,1.7357154443101446,1.74043074242337,1.74043074242337,1.2083440577591147
2016-03-14,1.7200236469629393,1.7246963162554863,1.7246963162554863,1.2345335755164812
2016-03-15,1.712867023769182,1.7175202511584187,1.7175202511584187,1.2305044189384249
2016-03-16,1.7229897215768382,1.726115545195429,1.726115545195429,1.2385627320945376
2016-03-17,1.7368215186470035,1.7399724357164887,1.7399724357164887,1.2587085149848196
2016-03-18,1.7352583792802212,1.7399724357164887,1.7399724357164887,1.2764368039282679
2016-03-21,1.7733345382305996,1.776818219437445,1.776818219437445,1.3046408999746626
2016-03-22,1.763576844345199,1.7647459523504703,1.7647459523504703,1.2957767555029385
2016-03-23,1.7489086657399404,1.7484929886909073,1.7484929886909073,1.2981942494497725
2016-03-24,1.7293100005363178,1.7288989816581064,1.7288989816581064,1.2780484665594904
2016-03-25,1.7374993138774526,1.7370863485799284,1.7370863485799284,1.2832863701109638
2016-03-28,1.7331368205040452,1.7327248920750593,1.7327248920750593,1.2711989003767945
2016-03-29,1.7364107507434865,1.7359980441734304,1.7359980441734304,1.260723093273848
2016-03-30,1.7489549037916523,1.7485392157528534,1.7485392157528534,1.2953738398451327
2016-03-31,1.7354143452105135,1.7365647837694875,1.7365647837694875,1.2929563458982989
2016-04-01,1.740822305151961,1.7404085500526398,1.7404085500526398,1.2969855024763552
2016-04-05,1.7575869809704483,1.7571692412771296,1.7571692412771296,1.3094758878683304
2016-04-06,1.75434220500558,1.7539252365240028,1.7539252365240028,1.3070583939214966
2016-04-07,1.7327103652397895,1.7322985381698224,1.7322985381698224,1.2909417676092707
2016-04-08,1.7165625754118234,1.7177005167807509,1.7177005167807509,1.2800630448485184
2016-04-11,1.7288523619439549,1.7284414518363518,1.7284414518363518,1.2941650928717159
2016-04-12,1.7363198306881784,1.735907145727816,1.735907145727816,1.2925534302404933
2016-04-13,1.7225133640034795,1.723655250261229,1.723655250261229,1.3090729722105245
2016-04-14,1.7288753708880722,1.72846445531175,1.72846445531175,1.313907960104192
2016-04-15,1.73046587260922,1.730054579005689,1.730054579005689,1.3151167070776089
2016-04-18,1.706078179551615,1.7056726823652901,1.7056726823652901,1.2965825868185494
2016-04-19,1.7081988485131454,1.7077928472905421,1.7077928472905421,1.298194249449772
2016-04-20,1.6769988245169665,1.6781105383370134,1.6781105383370134,1.2756309726126565
2016-04-21,1.6935490056687148,1.6931464863909158,1.6931464863909158,1.2695872377455717
2016-04-22,1.6760072947189095,1.6756089447192355,1.6756089447192355,1.275228056954851
2016-04-25,1.668765287889877,1.6683686591556337,1.6683686591556337,1.271198900376794
2016-04-26,1.6661760477224763,1.6657800343935614,1.6657800343935614,1.278451382217296
2016-04-27,1.680681428005797,1.6802819670676443,1.6802819670676443,1.2724076473502115
2016-04-28,1.6868846351218505,1.6864836998180668,1.6864836998180668,1.2716018160346
2016-04-29,1.7111582142571669,1.7107515096585415,1.7107515096585415,1.2699901534033773
2016-05-03,1.732772844331994,1.732361002412123,1.732361002412123,1.2945680085295217
2016-05-04,1.719946990561957,1.719538197064883,1.719538197064883,1.289733020635854
2016-05-05,1.7189190058085395,1.7185104566407874,1.7185104566407874,1.289733020635854
2016-05-06,1.721317203050251,1.721080191903054,1.721080191903054,1.2603201776160422
2016-05-09,1.714894377665735,1.7144867850634014,1.7144867850634014,1.2345335755164812
2016-05-10,1.7065447046658646,1.7061390965968006,1.7061390965968006,1.2333248285430645
2016-05-11,1.7142520951272835,1.7138446551813553,1.7138446551813553,1.2381598164367318
2016-05-12,1.7084715522812195,1.7080654862429394,1.7080654862429394,1.2425918886725937
2016-05-13,1.7226017681271544,1.7221923436479563,1.7221923436479563,1.2381598164367318
2016-05-16,1.730951441127025,1.730540032114557,1.730540032114557,1.2429948043303993
2016-05-17,1.7226017681271544,1.722192343647956,1.722192343647956,1.240980226041371
2016-05-18,1.7219594855887028,1.72155021376591,1.72155021376591,1.232921912885258
2016-05-19,1.695625901512188,1.695222888602015,1.695222888602015,1.2305044189384242
2016-05-20,1.6943413364352846,1.6939386288379226,1.6939386288379226,1.238562732094537
2016-05-23,1.6924144888199295,1.6920122391917838,1.6920122391917838,1.240577310383565
2016-05-24,1.6847070983585108,1.6843066806072293,1.6843066806072293,1.2329219128852575
2016-05-25,1.6569023661276725,1.6573372255612882,1.6573372255612882,1.2321160815696461
2016-05-26,1.6562396051812216,1.6565085569485076,1.6565085569485076,1.2321160815696461
2016-05-27,1.6506143992662872,1.650222084598277,1.650222084598277,1.2329219128852575
2016-05-30,1.6373071203884817,1.6369179685674071,1.6369179685674071,1.2337277442008685
2016-05-31,1.648590051210266,1.648198217685178,1.648198217685178,1.276839719586072
2016-06-01,1.6501260046741266,1.6497338060867481,1.6497338060867481,1.2716018160345985
2016-06-02,1.651149735425378,1.65075729351976,1.65075729351976,1.2728105630080153
2016-06-03,1.6475672330935758,1.647175642669814,1.647175642669814,1.287718442346824
2016-06-06,1.6716342602747407,1.6712369496489847,1.6712369496489847,1.2800630448485169
2016-06-07,1.6736751720003715,1.6732773762948743,1.6732773762948743,1.2800630448485169
2016-06-08,1.6843866931011742,1.6839863515031614,1.6839863515031614,1.2784513822172943
2016-06-13,1.724109191079071,1.7236994083186559,1.7236994083186559,1.2365481538055076
2016-06-14,1.720564766897704,1.7201558265688084,1.7201558265688084,1.2417860573569808
2016-06-15,1.7271506607422884,1.7267401550915598,1.7267401550915598,1.2583055993270122
2016-06-16,1.7509385233224752,1.750522363821026,1.750522363821026,1.250650201828705
2016-06-17,1.719665008465869,1.7192562819897248,1.7192562819897248,1.255888105380178
2016-06-20,1.7206784390417609,1.7202694716955016,1.7202694716955016,1.2562910210379836
2016-06-21,1.7181452355981954,1.7177368703385705,1.7177368703385705,1.2534706114333443
2016-06-22,1.6993926179825216,1.6989887098068512,1.6989887098068512,1.2611260089316512
2016-06-23,1.7024419953904903,1.7020373624450094,1.7020373624450094,1.257096852353595
2016-06-24,1.765434254227766,1.7650146494105239,1.7650146494105239,1.2438006356460087
2016-06-27,1.7770149994248392,1.7765926421196692,1.7765926421196692,1.2595143463004286
2016-06-28,1.7714853912229516,1.7710643481837949,1.7710643481837949,1.2659609968253187
2016-06-29,1.778025486384016,1.7776028889083642,1.7776028889083642,1.2716018160345979
2016-06-30,1.771994021836565,1.7715728579071204,1.7715728579071204,1.2736163943236263
2016-07-01,1.792116026342871,1.791690079856385,1.791690079856385,1.2724076473502093
2016-07-04,1.811051933115435,1.8122525132431202,1.8122525132431202,1.293762177213908
2016-07-05,1.81556405253771,1.8151325329721235,1.8151325329721235,1.2969855024763535
2016-07-06,1.824588291382259,1.8241546269539668,1.8241546269539668,1.3034321530012436
2016-07-07,1.8252001911774125,1.8264101504494274,1.8264101504494274,1.305043815632466
2016-07-08,1.8152535961301235,1.8148221503531836,1.8148221503531836,1.3002088277387982
2016-07-11,1.8282019071038915,1.827767383798776,1.827767383798776,1.3034321530012432
2016-07-12,1.8167678775013385,1.8163360718130868,1.8163360718130868,1.3364712369413057
2016-07-13,1.8033241686441857,1.8028955582292694,1.8028955582292694,1.3392916465459446
2016-07-14,1.793347271445601,1.7929210323192872,1.7929210323192872,1.3372770682569164
2016-07-15,1.7948458903353883,1.7944192950203899,1.7944192950203899,1.338888730888139
2016-07-18,1.7882406701706872,1.7894261282864201,1.7894261282864201,1.3340537429944714
2016-07-19,1.7790591264096178,1.7786362832605107,1.7786362832605107,1.3272041768117757
2016-07-20,1.7735032122525516,1.7748565461679715,1.7748565461679715,1.3243837672071361
2016-07-21,1.794408947563977,1.7939824561006465,1.7939824561006465,1.3316362490476377
2016-07-22,1.770018923033981,1.7695982285419967,1.7695982285419967,1.3199516949712737
2016-07-25,1.78569822451755,1.7852738034011288,1.7852738034011288,1.3195487793134684
2016-07-26,1.7946243637449144,1.7957241866405498,1.7957241866405498,1.3364712369413054
2016-07-27,1.7700162304609268,1.7609379179228002,1.7609379179228002,1.3118933818151612
2016-07-28,1.7923997041924364,1.7814233815029934,1.7814233815029934,1.3155196227354125
2016-07-29,1.7837906758341635,1.7728670732344873,1.7728670732344873,1.3110875504995503
2016-08-01,1.7923997041924364,1.7814233815029934,1.7814233815029934,1.300208827738798
2016-08-02,1.807895955237328,1.7968247363863048,1.7968247363863048,1.303432153001243
2016-08-03,1.7786252588191998,1.7677332882733834,1.7677332882733834,1.3050438156324653
2016-08-04,1.786733861577063,1.7762895965418892,1.7762895965418892,1.3090729722105219
2016-08-05,1.7850175605248175,1.7740864447112996,1.7740864447112996,1.3143108757619955
2016-08-08,1.8060331990162184,1.7954761206519014,1.7954761206519014,1.3251895985227478
2016-08-09,1.8129198842364904,1.8018178997779213,1.8018178997779213,1.3312333333898323
2016-08-10,1.804311527711151,1.7932622592281688,1.7932622592281688,1.327204176811776
2016-08-11,1.804311527711151,1.7932622592281688,1.7932622592281688,1.3255925141805533
2016-08-12,1.8129198842364904,1.8018178997779213,1.8018178997779213,1.3489616223332805
2016-08-15,1.807248698957597,1.7966845154480702,1.7966845154480702,1.3888502724560388
2016-08-16,1.8082591823446987,1.7971857391583717,1.7971857391583717,1.3848211158779822
2016-08-17,1.8009625357004249,1.7910944049965782,1.7910944049965782,1.381597790615537
2016-08-18,1.805649751954285,1.794608439910692,1.794608439910692,1.3795832123265088
2016-08-19,1.8054468677840545,1.7943906466894568,1.7943906466894568,1.3779715496952862
2016-08-22,1.793963323361344,1.7829774253586925,1.7829774253586925,1.368301573907951
2016-08-23,1.7960833891684789,1.7850845082768165,1.7850845082768165,1.3691074052235621
2016-08-24,1.7944359943777377,1.7834632529948995,1.7834632529948995,1.3634665860142832
2016-08-25,1.782643596762507,1.7721736064107074,1.7721736064107074,1.3562141041737819
2016-08-26,1.7846543332833529,1.7737254418059587,1.7737254418059587,1.3546024415425593
2016-08-29,1.7791263649155622,1.7682313256891362,1.7682313256891362,1.3541995258847537
2016-08-30,1.7817109034204075,1.7712304459588561,1.7712304459588561,1.3598403450940326
2016-08-31,1.7789367619528424,1.7680428838197246,1.7680428838197246,1.3654811643033113
2016-09-01,1.7708904892684143,1.760045885013899,1.760045885013899,1.3509762006223085
2016-09-02,1.774802453244358,1.7643626329692639,1.7643626329692639,1.3570199354893928
2016-09-05,1.7894507453418538,1.7789407746035775,1.7789407746035775,1.3598403450940324
2016-09-06,1.7929549736641317,1.7831307193137493,1.7831307193137493,1.3715248991703959
2016-09-07,1.7940084137191634,1.7830222395915398,1.7830222395915398,1.3723307304860073
2016-09-08,1.78976257624936,1.780404767131775,1.780404767131775,1.3703161521969789
2016-09-09,1.7813372487876118,1.7704286705192236,1.7704286705192236,1.363466586014283
2016-09-12,1.7714133643932517,1.760565558148643,1.760565558148643,1.3364712369413052
2016-09-13,1.7738978151147011,1.763034794555584,1.763034794555584,1.3364712369413052
2016-09-14,1.7669437879780947,1.7561233525888276,1.7561233525888276,1.3284129237851925
2016-09-19,1.758491295710595,1.7477226218131652,1.7477226218131652,1.336874152599111
2016-09-20,1.760980313822004,1.7501963976402184,1.7501963976402184,1.3352624899678882
2016-09-21,1.7644637082965369,1.7536584604543424,1.7536584604543424,1.3405003935193616
2016-09-22,1.7749087365908929,1.7640395253365246,1.7640395253365246,1.3493645379910857
2016-09-23,1.776398691458965,1.7655203559978774,1.7655203559978774,1.3461412127286405
2016-09-26,1.7768952389618182,1.7660138627361017,1.7660138627361017,1.3235779358915247
2016-09-27,1.774412674883632,1.7635465014189713,1.7635465014189713,1.3304275020742202
2016-09-28,1.763982257480537,1.7531799579536673,1.7531799579536673,1.328412923785192
2016-09-29,1.7614951481996337,1.7507080792677967,1.7507080792677967,1.3344566586522761
2016-09-30,1.7669687206940392,1.7561481326214536,1.7561481326214536,1.3384858152303327
2016-10-10,1.714264201694794,1.7037663663019675,1.7037663663019675,1.353796610226947
2016-10-11,1.711257819463104,1.7007783945963593,1.7007783945963593,1.3570199354893921
2016-10-12,1.708250116228603,1.6977891099775155,1.6977891099775155,1.353796610226947
2016-10-13,1.7127636578201062,1.7022750114791076,1.7022750114791076,1.353796610226947
2016-10-14,1.7077519133934198,1.6972939580439093,1.6972939580439093,1.3578257668050033
2016-10-17,1.7127673375149863,1.7022786686402203,1.7022786686402203,1.3453353814130284
2016-10-18,1.715774390631326,1.7052673071221052,1.7052673071221052,1.3622578390408653
2016-10-19,1.715774390631326,1.7052673071221052,1.7052673071221052,1.361452007725254
2016-10-20,1.7262944671870215,1.7157229606840219,1.7157229606840219,1.359437429436226
2016-10-21,1.7212925274052409,1.7107516518519057,1.7107516518519057,1.3662869956189219
2016-10-24,1.72579754601568,1.7152290825655858,1.7152290825655858,1.3828065375889529
2016-10-25,1.7307998577432615,1.7202007610657761,1.7202007610657761,1.3791802966687021
2016-10-26,1.7357345993275604,1.7266592765585862,1.7266592765585862,1.3751511400906455
2016-10-27,1.734156658782717,1.7235370056794928,1.7235370056794928,1.3731365618016174
2016-10-28,1.7278663565947543,1.7188321730889213,1.7188321730889213,1.371121983512589
2016-10-31,1.7343419638410913,1.7237211759641264,1.7237211759641264,1.3683015739079494
2016-11-01,1.739816213942168,1.7291619027749172,1.7291619027749172,1.376762802721868
2016-11-02,1.7522479125055277,1.7415174719265778,1.7415174719265778,1.3674957425923382
2016-11-03,1.7517515249949027,1.7410241242008198,1.7410241242008198,1.3779715496952847
2016-11-04,1.7418961104758202,1.7316498533230824,1.7316498533230824,1.3735394774594225
2016-11-07,1.7379564981890256,1.7273135755754385,1.7273135755754385,1.3747482244328393
2016-11-08,1.7426131768348434,1.731941737586625,1.731941737586625,1.3820007062733408
2016-11-09,1.7647701572178656,1.7543893493513207,1.7543893493513207,1.3767628027218677
2016-11-10,1.7387229589661022,1.7284953670633516,1.7284953670633516,1.390864850745065
2016-11-11,1.7269200453918063,1.7163447079641387,1.7163447079641387,1.4029523204792342
2016-11-14,1.696266786781203,1.6858791642126736,1.6858791642126736,1.4049668987682622
2016-11-15,1.7053411605861135,1.6948979682387826,1.6948979682387826,1.4033552361370398
2016-11-16,1.7098370021091418,1.6997793244396682,1.6997793244396682,1.4037581517948456
2016-11-17,1.706821859710125,1.6963695998365311,1.6963695998365311,1.4069814770572906
2016-11-18,1.6922422326315991,1.6818792556847608,1.6818792556847608,1.402146489163623
2016-11-21,1.703326513723641,1.6928956586992945,1.6928956586992945,1.4085931396885134
2016-11-22,1.706344589495466,1.695895252335971,1.695895252335971,1.4226951877117107
2016-11-23,1.7069352840093592,1.6968946749524492,1.6968946749524492,1.4251126816585442
2016-11-24,1.6950164377313188,1.6857440058798703,1.6857440058798703,1.4291418382366008
2016-11-25,1.7136534947010174,1.7031593991643283,1.7031593991643283,1.4448555488910206
2016-11-28,1.7201685730414682,1.710758548742306,1.710758548742306,1.4513021994159105
2016-11-29,1.7181478842564826,1.7087489139498568,1.7087489139498568,1.4625838378344687
2016-11-30,1.7025283580359691,1.6921023907687245,1.6921023907687245,1.4492876211268826
2016-12-01,1.7186212032328616,1.7080966863723208,1.7080966863723208,1.4629867534922743
2016-12-02,1.699688444177694,1.6892798680151484,1.6892798680151484,1.4468701271800488
2016-12-05,1.6645151724514258,1.6554095949722383,1.6554095949722383,1.417860199818043
2016-12-06,1.6626396447912024,1.6524579485909618,1.6524579485909618,1.415442705871209
2016-12-07,1.6628354386323911,1.6526525434270534,1.6526525434270534,1.4218893563960993
2016-12-08,1.670824556282832,1.6621335349926365,1.6621335349926365,1.4251126816585442
2016-12-09,1.642606946129101,1.6329888334376248,1.6329888334376248,1.4331709948146572
2016-12-12,1.644311119738994,1.6346830284376839,1.6346830284376839,1.3952969229809273
2016-12-13,1.6413863573743848,1.6328043362592137,1.6328043362592137,1.393282344691899
2016-12-14,1.6488812567572306,1.6402600484120264,1.6402600484120264,1.3836123689045636
2016-12-15,1.6417923433575865,1.6317383121570692,1.6317383121570692,1.3678986582501438
2016-12-16,1.647463474077301,1.6373747139261778,1.6373747139261778,1.3678986582501438
2016-12-19,1.647463474077301,1.6373747139261778,1.6373747139261778,1.3638695016720872
2016-12-20,1.6588057355167318,1.6486475174643962,1.6486475174643962,1.3537966102269463
2016-12-21,1.7211881734336003,1.710647936924596,1.710647936924596,1.368704489565755
