date,baseline,leader_margin_005,leader_margin_010,leader_margin_015,cash_tail_soft,cash_tail_mid,cash_tail_strict
2020-07-15,3.2475337459750935,3.0798122027453894,3.1117007905445346,3.0038711481245453,3.2551799777303447,3.2412337818401316,3.2475337459750935
2020-07-16,3.065042633232092,2.9067459931594057,2.9368426414972655,2.8350723514877916,3.07225919452032,3.0590966877325503,3.065042633232092
2020-07-17,3.0730319220299984,2.9143226685862724,2.9444977663436647,2.8424622036005864,3.080267293886026,3.067070477928494,3.0730319220299984
2020-07-20,3.133171415703652,2.9713562087958554,3.0021218357591675,2.898089428454832,3.1405483843966153,3.1270933056387196,3.133171415703652
2020-07-21,3.175834152221759,3.011815593303814,3.0430001395226673,2.9375511780011183,3.1833115691921683,3.1696732797497242,3.175834152221759
2020-07-22,3.2154477469183496,3.0493833114198696,3.0809568363811572,2.9741925629690398,3.2230184330429545,3.209210027138368,3.2154477469183496
2020-07-23,3.250807422298345,3.082916807370572,3.1148375404599666,3.0068992003712407,3.2584613618373544,3.244501107484673,3.250807422298345
2020-07-24,3.0587705450087195,2.900797832075328,2.9308328927433926,2.829270858315926,3.0659723388321893,3.052836766874924,3.0587705450087195
2020-07-27,3.0640364126136537,2.905791739629889,2.9358785075609397,2.834141627646009,3.0712506047822212,3.058092419104239,3.0640364126136537
2020-07-28,3.0981661137107674,2.938158784328106,2.968580682870607,2.8657105757891337,3.1054606633520323,3.092155911222581,3.0981661137107674
2020-07-29,3.2331245648239384,3.066147195570053,3.0978942949431514,2.9905430884602864,3.2407368705457427,3.2268525533852594,3.2331245648239384
2020-07-30,3.199066246851091,3.0338478473561166,3.0652605170518283,2.9590401675625175,3.2065983631698636,3.1928603059134475,3.199066246851091
2020-07-31,3.2755129035166934,3.106346353753351,3.138509677980691,3.029751028261961,3.283225011453568,3.269158661981457,3.2755129035166934
2020-08-03,3.342402324914824,3.169781216135261,3.2026013492994547,3.091621733470679,3.3502719222137776,3.335918323078763,3.342402324914824
2020-08-04,3.3388218647457135,3.166385671767497,3.1991706472312957,3.0883099153833906,3.3466830319465113,3.3323448087252827,3.3388218647457135
2020-08-05,3.3588199444775886,3.185350934273557,3.218332277372375,3.1068075383253926,3.3667281966247646,3.352304093730164,3.3588199444775886
2020-08-06,3.3067375975372184,3.135958422847503,3.1684283524790238,3.0586329321354833,3.31452322318496,3.3003227825121155,3.3067375975372184
2020-08-07,3.242332503705104,3.0748795828973576,3.1067170980106544,2.9990601552877236,3.2499664892738873,3.2360426295776143,3.242332503705104
2020-08-10,3.2219509146564915,3.0555506177276945,3.087187999403527,2.9802077977496575,3.2295369123164197,3.21570057923439,3.2219509146564915
2020-08-11,3.170320918081951,3.0065870946619078,3.0377175046454905,2.932451602058005,3.17778535428934,3.16417074085747,3.170320918081951
2020-08-12,3.123597484218615,2.962276730852813,2.992948348275772,2.889233829464471,3.1309519113447553,3.117537946839822,3.123597484218615
2020-08-13,3.1348868162746593,2.9729830160977753,3.003765487136007,2.899676122446577,3.1422678238326025,3.1288053784653784,3.1348868162746593
2020-08-14,3.165248771185211,2.9992778534480125,3.030332583044334,2.9253225898482564,3.172701265157753,3.159108433533168,3.165248771185211
2020-08-17,3.17779720488276,3.011168305670012,3.0423461498280964,2.936919850985146,3.1852792438084028,3.1716325242404886,3.17779720488276
2020-08-18,3.2169915218242022,3.0483074550012264,3.0798698404710105,2.9731432346844753,3.224565842725727,3.21075080724038,3.2169915218242022
2020-08-19,3.1818828360113525,3.015039705312561,3.04625763420935,2.940695790855358,3.1893744944467275,3.1757102295608854,3.1818828360113525
2020-08-20,3.1619457267141455,2.996148005260026,3.0271703281925086,2.9222699164867043,3.1693904437564075,3.1558117967127477,3.1619457267141455
2020-08-21,3.216006635324283,3.0473742113667104,3.0789269339675864,2.972233002682214,3.2235786373367614,3.2097678313440485,3.216006635324283
2020-08-24,3.2838849592226906,3.111693311796037,3.1439119987954482,3.0349661426706693,3.29161677894186,3.277514476547313,3.2838849592226906
2020-08-25,3.3567209758123155,3.1807101465798744,3.213643438643082,3.102281181736117,3.364624285993644,3.350209196901659,3.3567209758123155
2020-08-26,3.30214495969091,3.1289958428030307,3.16139368140093,3.051842033231499,3.3099197720950992,3.295739054027797,3.30214495969091
2020-08-27,3.3963405587782587,3.218252262964017,3.251574268687562,3.1388975962516947,3.404337152213004,3.389751920942876,3.3963405587782587
2020-08-28,3.4443138390237795,3.2637100476119416,3.297502726370553,3.1832344969366906,3.4524233842698098,3.437632136737456,3.4443138390237795
2020-08-31,3.484344167356644,3.3016413717871522,3.335826794090393,3.22023052227827,3.492547962945123,3.4775848093313706,3.484344167356644
2020-09-01,3.542866854792647,3.357095401798619,3.391854998950333,3.274317184007251,3.5512084404908144,3.535993967282919,3.542866854792647
2020-09-02,3.6812621600558435,3.4882339012037242,3.5243513154159722,3.4022221109440935,3.6899295938161574,3.674120796364556,3.6812621600558435
2020-09-03,3.6887838412388843,3.4953611804237217,3.531552390976205,3.409173647922385,3.6974689845973154,3.6816278860682172,3.6887838412388843
2020-09-04,3.6704759024505136,3.47801322475903,3.514024813382989,3.392253452770986,3.6791179402544265,3.6633554632642134,3.6704759024505136
2020-09-07,3.465728599085808,3.2840019172986628,3.3180046994744683,3.2030260159907127,3.4738885648143407,3.4590053538222887,3.465728599085808
2020-09-08,3.6149216781454254,3.4253720054840775,3.4608385432957802,3.3409102443632883,3.6234329150070703,3.60790900985484,3.6149216781454254
2020-09-09,3.620662388706831,3.4308116998950267,3.4663345606775486,3.3462158084756384,3.6291871419186745,3.61363858388204,3.620662388706831
2020-09-10,3.622723244759598,3.4327644942454985,3.4683075743953062,3.34812045142834,3.6312528502021575,3.615695442033558,3.622723244759598
2020-09-11,3.6043063882880366,3.415313332034131,3.4506757216477175,3.3310995945653015,3.612792631732292,3.597314312838239,3.6043063882880366
2020-09-14,3.5916795559647268,3.403348592045519,3.4385870979166873,3.3194298774265207,3.6001360698684044,3.584711975592424,3.5916795559647268
2020-09-15,3.6052550363123266,3.416212237370063,3.451583934311447,3.3319763349721008,3.613743513323102,3.5982611205587793,3.6052550363123266
2020-09-16,3.606498092344154,3.41739011332749,3.4527740060777137,3.3331251672292854,3.6149894960972664,3.599501765158107,3.606498092344154
2020-09-17,3.604694843297982,3.4156814182708266,3.451047619074675,3.331458604645671,3.6131820013492177,3.5977020142755283,3.604694843297982
2020-09-18,3.604694843297982,3.4156814182708266,3.451047619074675,3.331458604645671,3.6131820013492177,3.5977020142755283,3.604694843297982
2020-09-21,3.604694843297982,3.4156814182708266,3.451047619074675,3.331458604645671,3.6131820013492177,3.5977020142755283,3.604694843297982
2020-09-22,3.604694843297982,3.4156814182708266,3.451047619074675,3.331458604645671,3.6131820013492177,3.5977020142755283,3.604694843297982
2020-09-23,3.5724038994021114,3.3850836612238973,3.4201330507425713,3.3016153176073693,3.6131820013492177,3.565473712311764,3.5724038994021114
2020-09-24,3.5490020624201257,3.3629089076850818,3.397728698277394,3.279987342267625,3.588479254328683,3.5421172730824146,3.5490020624201257
2020-09-25,3.5741020388718927,3.386692758161284,3.421758808380542,3.3031847379312587,3.5874314183864193,3.5410829748386745,3.5741020388718927
2020-09-28,3.5730584010765423,3.385703843875901,3.4207596548084953,3.3022202079877827,3.5874314183864193,3.5410829748386745,3.5730584010765423
2020-09-29,3.6102709427416695,3.420965133005139,3.4563860417554855,3.336612035179901,3.5874314183864193,3.5410829748386745,3.6102709427416695
2020-09-30,3.611725231137537,3.4223431652842953,3.45777834227583,3.3379560883662776,3.5874314183864193,3.5410829748386745,3.611725231137537
2020-10-09,3.610280541045082,3.420974228018182,3.45639523093892,3.336620905930931,3.5874314183864193,3.5410829748386745,3.610280541045082
2020-10-12,3.657432848987336,3.4656540883304596,3.5015377096040803,3.3641791931667355,3.634285303849987,3.5873315233878498,3.657432848987336
2020-10-13,3.646495029079887,3.4552897968055536,3.4910661054904475,3.3568038127731463,3.6234167083659155,3.5766033466116185,3.646495029079887
2020-10-14,3.6137011692130683,3.424215494361137,3.4596700575769685,3.3266152199028407,3.590830397723604,3.544438040471719,3.6137011692130683
2020-10-15,3.6086333822290007,3.4194134385462274,3.4561736755076637,3.3232533045719634,3.585794684282046,3.5394673868049553,3.6086333822290007
2020-10-16,3.6145031580845686,3.433854400277644,3.464567115245805,3.3313239424985737,3.591627310883705,3.54522465777378,3.6145031580845686
2020-10-19,3.608989131202342,3.4195788284603386,3.45928182004112,3.326241913525586,3.5901906599593514,3.5438065679106705,3.608989131202342
2020-10-20,3.612940324353651,3.425323040096699,3.463069110647684,3.323996574511349,3.5946858789401737,3.5482437101287987,3.612940324353651
2020-10-21,3.560944347963097,3.376027175805126,3.413230020169956,3.276158959744907,3.5429526131475066,3.497178821252508,3.560944347963097
2020-10-22,3.544909182805273,3.360824704760527,3.3978600222854407,3.2614062018050514,3.5269984659475755,3.481430796429456,3.544909182805273
2020-10-23,3.443791056765428,3.264957567249019,3.3009364566082766,3.168374965636604,3.4263912410426496,3.3821233840478033,3.443791056765428
2020-10-26,3.4535838275429604,3.274241806776742,3.310323005773988,3.177384562695287,3.4361345336712072,3.3917407965142905,3.4535838275429604
2020-10-27,3.4583932385711913,3.27880146869345,3.3149329138480312,3.18180934261083,3.440919645064458,3.396464085829454,3.4583932385711913
2020-10-28,3.4870737741264115,3.305992645524521,3.3424237295940356,3.208196161484667,3.469455271702364,3.424631041480774,3.4870737741264115
2020-10-29,3.532281390898881,3.3488526646271906,3.3857560537277718,3.249788313527863,3.514434476184965,3.4690291293156528,3.532281390898881
2020-10-30,3.4768021794885553,3.29625444710081,3.3325782190364213,3.1987460343511356,3.4592355744795755,3.414543379411989,3.4768021794885553
2020-11-02,3.480517833405361,3.299777149893455,3.336139740996364,3.20216453003131,3.4629324549887106,3.418192497431031,3.480517833405361
2020-11-03,3.5209313844790864,3.3380920555374396,3.374876865833885,3.2393460202506192,3.503141815874996,3.457882366492726,3.5209313844790864
2020-11-04,3.5366078376602044,3.3529544422495383,3.3899030317547836,3.253768754089669,3.518739063496879,3.4732781027638424,3.5366078376602044
2020-11-05,3.5961783597484533,3.4094315117555154,3.4470024622542,3.3085751426780594,3.5780086044600363,3.531781900594085,3.5961783597484533
2020-11-06,3.5303372563877575,3.347009487564699,3.3838925653864247,3.2479996605540493,3.512500164448126,3.4671198082553962,3.5303372563877575
2020-11-09,3.6494783005642537,3.4599636265766516,3.498091426385256,3.357612437730829,3.6310392463744394,3.5841274039158804,3.6494783005642537
2020-11-10,3.6001136685181923,3.4131624628891446,3.4507745273916957,3.3121957263843784,3.581924030012044,3.5356467401253444,3.6001136685181923
2020-11-11,3.504652376435309,3.3226584041852694,3.3592731401015827,3.2243689206818242,3.4869450578096415,3.4418948652574817,3.504652376435309
2020-11-12,3.5119356674068203,3.329563479313215,3.371815190808544,3.236407298275591,3.4941915498236464,3.44904773495879,3.5119356674068203
2020-11-13,3.49146269695031,3.3101536548743216,3.34974550379333,3.2152239023642726,3.4738220194154343,3.428941372238016,3.49146269695031
2020-11-16,3.5015827277633913,3.3197481600691274,3.3594547662591667,3.224543252959455,3.4838909185923757,3.4388801845225085,3.5015827277633913
2020-11-17,3.492939281654342,3.3115535616409186,3.351162154464586,3.2165836621115025,3.4752911436489193,3.430391515865697,3.492939281654342
2020-11-18,3.4590245502212293,3.279399996802475,3.318624009569136,3.1853522085315302,3.441547767001128,3.3970840926356227,3.4590245502212293
2020-11-19,3.4590245502212293,3.279399996802475,3.318624009569136,3.1853522085315302,3.441547767001128,3.3970840926356227,3.4590245502212293
2020-11-20,3.454329646338622,3.274948895761106,3.314119670117008,3.181028757733718,3.4368765842041054,3.3924732599963923,3.454329646338622
2020-11-23,3.4870914279376284,3.306009382586547,3.3455516629901916,3.2111984809769796,3.4694728363173857,3.4246483791666993,3.4870914279376284
2020-11-24,3.5155318635389716,3.332972927674465,3.372837711718347,3.237388756021007,3.4977695761107133,3.4525795343135375,3.5155318635389716
2020-11-25,3.512541775148531,3.330138112333989,3.3699689899214413,3.2346352385134236,3.4947945951951835,3.449642989180867,3.512541775148531
2020-11-26,3.5443008632786914,3.3602479748112115,3.400438988286741,3.2638815997483803,3.5263932199662493,3.480833370028751,3.5443008632786914
2020-11-27,3.5678199651401816,3.382545747333362,3.423003458410566,3.2855399088957915,3.5497934911462,3.5039313173392537,3.5678199651401816
2020-11-30,3.5564066051922216,3.3717250746166996,3.412053362566137,3.275029555242859,3.5384377974028958,3.4927223354543866,3.5564066051922216
2020-12-01,3.582210390322739,3.396188888517384,3.4368097815011867,3.298791787271166,3.5641112084489173,3.5180640544054884,3.582210390322739
2020-12-02,3.5662020725457944,3.3810118706892895,3.421451235484512,3.284050021306422,3.5481837729829953,3.502342396209557,3.5662020725457944
2020-12-03,3.5679659527848337,3.382684153949001,3.4231435204701466,3.2856743462377525,3.5499387411856738,3.5040746907956044,3.5679659527848337
2020-12-04,3.567857883844387,3.382581696947667,3.4230398380084446,3.285574827534393,3.5498312182654757,3.5039685570364565,3.567857883844387
2020-12-07,3.544248128748922,3.360197978746065,3.400388394232237,3.2638330374880002,3.526340751878631,3.4807815798117074,3.544248128748922
2020-12-08,3.5261213729669816,3.343012531811457,3.38299739683394,3.247140440854125,3.5083055818535094,3.462979418299445,3.5261213729669816
2020-12-09,3.542359166466099,3.3584071088593936,3.3985761042372022,3.2620935267987696,3.524461333611426,3.4789264430153657,3.542359166466099
2020-12-10,3.540383348604325,3.356533893738914,3.3966804840993805,3.2602740324013517,3.5224954986046306,3.476986005955516,3.540383348604325
2020-12-11,3.5229088640134782,3.3399668460411225,3.3799152824432315,3.2441821003331497,3.505109304158778,3.459824435469763,3.5229088640134782
2020-12-14,3.5401745044961332,3.3563358947487965,3.3964801168971133,3.2600817116960177,3.5222877096850196,3.4767809016009563,3.5401745044961332
2020-12-15,3.5322128525082195,3.3487876853838077,3.388841625449796,3.252749972538041,3.514366284085744,3.468961818236106,3.5322128525082195
2020-12-16,3.551218660698217,3.366806536193502,3.4070759948405995,3.2702520723971076,3.533276065090957,3.4876272910399333,3.551218660698217
2020-12-17,3.575537556805794,3.38986257024574,3.43040779585475,3.29264689738335,3.5574720895423044,3.511510710749176,3.575537556805794
2020-12-18,3.5698023364463993,3.384425175582826,3.42490536599092,3.2873654382398914,3.551765846486044,3.505878190491575,3.5698023364463993
2020-12-21,3.5722838106252457,3.3867777886666657,3.4272861180409504,3.2896505822570092,3.554234782972353,3.5083152291239563,3.5722838106252457
2020-12-22,3.5263892188000265,3.3432664686110596,3.38325437090264,3.2473870951647408,3.508572074390707,3.4632424678400024,3.5263892188000265
2020-12-23,3.558023778072258,3.3732582689206496,3.4136048949907827,3.2765187800604956,3.5400467994881195,3.494310549757595,3.558023778072258
2020-12-24,3.5407582203960186,3.3568892987193157,3.3970401399822343,3.2606192449525353,3.5228684763499123,3.4773541649500097,3.5407582203960186
2020-12-25,3.5770744651382826,3.3913196680799613,3.4318823216404586,3.2940622080526216,3.5590012326180376,3.513020097795244,3.5770744651382826
2020-12-28,3.5690120590271177,3.3836759366778577,3.424147165642882,3.2866376862721576,3.5509795619575155,3.5051020645026343,3.5690120590271177
2020-12-29,3.5355872225934117,3.351986826958527,3.392079031088092,3.255857368003789,3.517723605105911,3.4722757637639976,3.5355872225934117
2020-12-30,3.664169024668406,3.473891472384251,3.5154417448717945,3.3742659890673057,3.6456557453330958,3.5985550624765343,3.664169024668406
2020-12-31,3.7575812284222887,3.562452850380889,3.6050623814598093,3.460287572670173,3.738595982261818,3.690294541865328,3.7575812284222887
2021-01-04,3.8656520224970308,3.6649116090851264,3.7087466215519194,3.5598079830013805,3.846120746722417,3.7964301214484,3.8656520224970308
2021-01-05,3.876524998445599,3.675219959538634,3.7191782673857365,3.569820706949485,3.856938786766122,3.8071083959440606,3.876524998445599
2021-01-06,3.9131939569401966,3.7099847264907053,3.7543588462741644,3.603588477669079,3.893422474694058,3.84312072652655,3.9131939569401966
2021-01-07,3.9924987360158246,3.785171267803458,3.8304446733889566,3.6766187928657437,3.972326564959271,3.921005401687519,3.9924987360158246
2021-01-08,3.969695071279268,3.763551780292343,3.8085666010589807,3.655619316632897,3.949638116145423,3.8986100802303763,3.969695071279268
2021-01-11,3.9097760641199097,3.7067443222839165,3.7510796844726633,3.6004410029155594,3.890021850838192,3.8397640376214683,3.9097760641199097
2021-01-12,4.036417221578519,3.8268090993142687,3.8725805236947752,3.7170625199776373,4.016023151590521,3.9641374426752405,4.036417221578519
2021-01-13,3.9932808254812655,3.7859127439488938,3.8311950181292036,3.677339004697097,3.973104702903742,3.9217734863436102,3.9932808254812655
2021-01-14,3.92323678889013,3.7195060417014894,3.763994043350457,3.6128367372483825,3.9034145650564835,3.852983722341352,3.92323678889013
2021-01-15,3.9306573960222373,3.7265413022646876,3.7711134507546675,3.6196702381309915,3.9107976794387342,3.8602714492944807,3.9306573960222373
2021-01-18,4.002714089154519,3.7948561453069227,3.840245389082093,3.686025924040683,3.9824903048440756,3.9310378293688704,4.002714089154519
2021-01-19,3.9165993126245393,3.713213244605625,3.7576259798174796,3.6067244072042595,3.8968106247580816,3.8464651027971097,3.9165993126245393
2021-01-20,4.0497517012282165,3.8394511294258447,3.885373761695287,3.729341997496541,4.029290258544012,3.977233142935205,4.0497517012282165
2021-01-21,4.145977157082218,3.930679669448709,3.9776934615101953,3.8179542533135438,4.125029533566452,4.0717354977587155,4.145977157082218
2021-01-22,4.208261424322959,3.989729561354526,4.037449633136767,3.8753106916190694,4.1869991084363285,4.132904445938472,4.208261424322959
2021-01-25,4.215892801029026,3.996964646385615,4.044771255055062,3.8823382863330913,4.194591927475508,4.1403991682327765,4.215892801029026
2021-01-26,4.097338460688922,3.8845667441193843,3.9310289920040127,3.7731637707000067,4.076636585053991,4.023967770353129,4.097338460688922
2021-01-27,4.137732990159053,3.922863615937398,3.9697839223054614,3.8103623513380205,4.116827020443672,4.063638958429462,4.137732990159053
2021-01-28,3.998854252980449,3.7911967475336117,3.8365422222458077,3.682471471765731,3.9786499705611003,3.927247110951946,3.998854252980449
2021-01-29,3.9443105251348096,3.7394854346112605,3.7842124043529664,3.632243154090582,3.9243818258730054,3.873680092988567,3.9443105251348096
2021-02-01,3.993620074034906,3.786234375579305,3.8315204967081993,3.677651412462316,3.9734422373980136,3.9221066600023344,3.993620074034906
2021-02-02,4.078462106202673,3.866670624579589,3.9129188218384967,3.755780882380248,4.05785560368538,4.005429433136618,4.078462106202673
2021-02-03,4.083602588543498,3.8715441655236646,3.9178506538822844,3.7605146582004334,4.062970113647515,4.01047786529862,4.083602588543498
2021-02-04,4.072799549495418,3.8613021201997983,3.907486106235758,3.7505663378601066,4.052221657146861,3.9998682753493355,4.072799549495418
2021-02-05,4.072338145250225,3.8608646763313783,3.9070434302200256,3.750141439161034,4.051762584154845,3.9994151334306065,4.072338145250225
2021-02-08,4.172487213313142,3.955813078320688,4.003127484260148,3.842366877432694,4.15140564726555,4.097770840673868,4.172487213313142
2021-02-09,4.181449894153497,3.9643103338597743,4.011726373165115,3.8506204456842874,4.16032304400114,4.106573027552881,4.181449894153497
2021-02-10,4.273011888899115,4.0511175828157855,4.08114173163014,3.917248169932351,4.251422420135604,4.196495429468309,4.273011888899115
2021-02-18,4.338804626551439,3.947862722639228,4.146966007298381,3.980429024789736,4.316882738807747,4.26111002217924,4.338804626551439
2021-02-19,4.345549194465023,3.951152701024877,4.153412366671281,3.9866165064105057,4.3235932296716815,4.26773381569047,4.345549194465023
2021-02-22,4.290664312858218,3.9012491011571377,4.100954199519625,3.9362649938226904,4.268985654907882,4.213831752977228,4.290664312858218
2021-02-23,4.278945173675954,3.890593576075827,4.089753217680929,3.9255138294441014,4.257325726885308,4.202322467420724,4.278945173675954
2021-02-24,4.139745340552635,3.7640273419786614,3.956708052970938,3.7978115926069633,4.118829203401008,4.065615273836188,4.139745340552635
2021-02-25,4.2042033476513625,3.8226352226983664,4.018316073461383,3.8569455118357263,4.1829615352694764,4.128919036899701,4.2042033476513625
2021-02-26,4.067950943941038,3.6987489130860185,3.888088018678351,3.731947253304549,4.047397549258503,3.9951064933610585,4.067950943941038
2021-03-01,4.111336792488136,3.7381971174445074,3.929555578204214,3.7717495273606776,4.090564190032175,4.037715435218791,4.111336792488136
2021-03-02,4.085073436744398,3.7143173903165714,3.9044534468843644,3.747655466325751,4.064433530361652,4.0119223751462405,4.085073436744398
2021-03-03,4.160354844773334,3.782766353924979,3.9764063156923077,3.816718797666296,4.139334577734129,4.085855725422679,4.160354844773334
2021-03-04,4.127682986011101,3.7530597513256287,3.9451790309113557,3.7867455616936065,4.1068277941208855,4.053768918848577,4.127682986011101
2021-03-05,4.064855701727987,3.695934591102044,3.8851296314388493,3.7291076712067075,4.044317945811926,3.9920666773863087,4.064855701727987
2021-03-08,4.041460848768402,3.6746630251100902,3.86276917312841,3.7076451810127122,4.021041295764088,3.969090754063222,4.041460848768402
2021-03-09,4.009292925948972,3.6454146218711534,3.832023542951556,3.678134256995969,3.9890359019483106,3.9374988594939784,4.009292925948972
2021-03-10,3.977125003129542,3.616166218632216,3.801277912774702,3.6486233329792253,3.9570305081325325,3.905906964924734,3.977125003129542
2021-03-11,4.061931345108039,3.69327564535305,3.8823345741500446,3.7264248599324583,4.041408364555947,3.989194686970923,4.061931345108039
2021-03-12,4.134041943743825,3.7588415781781146,3.9512568297129147,3.7925792836758903,4.113154623106275,4.060014007267564,4.134041943743825
2021-03-15,4.150345207747323,3.7736651787681135,3.966839251013192,3.8075359343720776,4.1293755145776805,4.076025330113127,4.150345207747323
2021-03-16,4.166632476957823,3.7884742362320942,3.982406384724245,3.822477911409557,4.145580492070066,4.092020944583086,4.166632476957823
2021-03-17,4.1457121465295845,3.7694526082677497,3.9624110388595217,3.8032855536953676,4.1247658619843595,4.0714752327274395,4.1457121465295845
2021-03-18,4.152694398565845,3.7758011600290424,3.9690845732407585,3.809691087259486,4.131712836067702,4.078332454172033,4.152694398565845
2021-03-19,4.113144928103313,3.7398411489811463,3.931283767781322,3.7734083149998714,4.092363190009913,4.039491192703728,4.113144928103313
2021-03-22,4.150457653177533,3.773767418794726,3.9669467247108776,3.8076390920601124,4.129487391875348,4.0761357619926075,4.150457653177533
2021-03-23,4.091878029873151,3.7205044072658406,3.9109571774800544,3.7538980152125614,4.071203743162283,4.018605119006227,4.091878029873151
2021-03-24,4.0511628255958065,3.683484462914937,3.8720421806892085,3.71654579615572,4.030694253180569,3.9786189984191007,4.0511628255958065
2021-03-25,4.0453463678419,3.6781958994362367,3.8664828954333736,3.7112097648618856,4.024907183183182,3.9729066954780827,4.0453463678419
2021-03-26,4.077336885488385,3.7072829985690894,3.8970589643404665,3.7405579369779747,4.0567360681688145,4.004324361653682,4.077336885488385
2021-03-29,4.144226149658309,3.7681014785741462,3.960990744782572,3.801922296857072,4.1232873731387745,4.070015845475391,4.144226149658309
2021-03-30,4.132593234150495,3.7575243516167447,3.949872174270901,3.7912502342694023,4.111713233143998,4.058591239593354,4.132593234150495
2021-03-31,4.126776776396589,3.7522357881380444,3.9443128890150656,3.785914202975568,4.10592616314661,4.052878936652336,4.126776776396589
2021-04-01,4.152950836289167,3.7760343237921963,3.969329672666323,3.8099263437978226,4.131967978134854,4.078584299886916,4.152950836289167
2021-04-02,4.12461933588651,3.750274154172524,3.9422508389279707,3.7839349622480585,4.103779623143178,4.050760129245453,4.12461933588651
2021-04-06,4.18508148382212,3.805248834802037,4.000039675669511,3.839403071383758,4.163936284998204,4.110139586655059,4.18508148382212
2021-04-07,4.186609443473023,3.806638118786996,4.001500077157525,3.8408048249695135,4.165456524605725,4.11164018526282,4.186609443473023
2021-04-08,4.178151553563976,3.7989478561611194,3.993416149678594,3.833045537935378,4.157041368336261,4.103333750066963,4.178151553563976
2021-04-09,4.178905699376113,3.79963355666277,3.994136951216497,3.8337373929825453,4.157791703813234,4.1040743914543665,4.178905699376113
2021-04-12,4.219536039269219,3.836576338812534,4.032970835870024,3.871011757264334,4.198216758189524,4.143977167316544,4.219536039269219
2021-04-13,4.205992592638183,3.8242620780959453,4.02002620765218,3.858586969170404,4.184741740064093,4.130676242029151,4.205992592638183
2021-04-14,4.270700170986463,3.883096879297421,4.081872764692983,3.917949845619179,4.249122382218926,4.194225107291137,4.270700170986463
2021-04-15,4.227060176286461,3.8434175947661933,4.040162295991046,3.8779144173165165,4.205702879370318,4.151366570253983,4.227060176286461
2021-04-16,4.255651896951979,3.8694143673901005,4.067489844450935,3.9041445255148117,4.234150139857336,4.179446301416255,4.255651896951979
2021-04-19,4.270700170986463,3.8830968792974208,4.081872764692982,3.9179498456191784,4.249122382218925,4.194225107291136,4.270700170986463
2021-04-20,4.212011902251977,3.8297350828588725,4.025779375748998,3.8641090972121495,4.190730637008728,4.136587764379102,4.212011902251977
2021-04-21,4.183420181586458,3.8037383102349644,3.9984518272891085,3.8378789890138534,4.162283376521708,4.108508033216828,4.183420181586458
2021-04-22,4.216400548288828,3.8337254209879243,4.029973979447333,3.8681352508577205,4.19509710933322,4.140897823305697,4.216400548288828
2021-04-23,4.164113572588008,3.932026072808128,4.133306645587009,3.967318206007919,4.143074314509492,4.089547146018969,4.164113572588008
2021-04-26,4.14312553197855,3.89209143300617,4.091327749967766,3.9270251304781505,4.122192316349464,4.068934936462544,4.14312553197855
2021-04-27,4.175334654208133,3.925882282069365,4.126848353953279,3.961119271311031,4.1542387014146405,4.100567292687617,4.175334654208133
2021-04-28,4.286415544852168,4.03032672462833,4.236639311726684,4.066501161158116,4.264758353877941,4.209659067297459,4.286415544852168
2021-04-29,4.2962167999089935,4.039542410736474,4.246326749177278,4.0757995632034465,4.27451008791882,4.2192848121159745,4.2962167999089935
2021-04-30,4.36482558530678,4.104052213493483,4.31413881133144,4.140888377520764,4.342772226204977,4.286665025845584,4.36482558530678
2021-05-06,4.240676354586976,3.9873201894569914,4.191431270290575,4.023108618279904,4.21925026168717,4.164738924811053,4.240676354586976
2021-05-07,4.087123358696693,3.8429411070960677,4.0396614168979275,3.8774336529030506,4.066473095046725,4.013935589320976,4.087123358696693
2021-05-10,4.126328378923999,3.8798038515286435,4.078411166700305,3.9146272610843744,4.105480031210243,4.052438568595038,4.126328378923999
2021-05-11,4.106725868810345,3.8613724793123554,4.059036291799116,3.8960304569937123,4.085976563128485,4.033187078958007,4.106725868810345
2021-05-12,4.152465059075536,3.9043790144836943,4.104244333235224,3.939422999871924,4.131484655319255,4.078107221444413,4.152465059075536
2021-05-13,4.132862548961882,3.885947642267406,4.084869458334035,3.920826195781262,4.111981187237496,4.058855731807382,4.132862548961882
2021-05-14,4.12243800437661,3.876145904616338,4.074565969338468,3.910936482052628,4.101609312849628,4.048617858652844,4.12243800437661
2021-05-17,4.244875675721604,3.9912686251644245,4.195581826580644,4.027092493406186,4.223428365676885,4.168863049060303,4.244875675721604
2021-05-18,4.216492405973094,3.9645810934954198,4.167528159092362,4.00016542621402,4.1951885029049,4.1409880361022475,4.216492405973094
2021-05-19,4.257490462276498,4.003129750350649,4.208050123242101,4.039060078824926,4.235979415797767,4.181251943708328,4.257490462276498
2021-05-20,4.28902742866373,4.032782563316209,4.239220864895746,4.068979042371777,4.267357041099973,4.2122241803283895,4.28902742866373
2021-05-21,4.2448756757216035,3.9912686251644245,4.195581826580643,4.027092493406185,4.223428365676885,4.168863049060303,4.2448756757216035
2021-05-24,4.285873732025006,4.0298172820196525,4.236103790730382,4.0659871460170915,4.264219278569753,4.209126956666384,4.285873732025006
2021-05-25,4.408867900935216,4.145463252585338,4.357669683179598,4.1826711038498114,4.386592017248355,4.329918679484624,4.408867900935216
2021-05-26,4.367869844631813,4.106914595730109,4.317147719029859,4.143776451238905,4.345801104355488,4.289654771878545,4.367869844631813
