date,hs300_benchmark,baseline_fixed_05_nav,weak_step_06_relaxed_nav,weak_step_06_strict_nav,weak_tiered_065_nav,weak_tiered_060_nav,asym_045_06_nav
2012-12-18,0.9086021505376343,0.985998653674562,0.985998653674562,0.985998653674562,1.0,1.0,0.985998653674562
2012-12-19,0.9109062980030718,0.9884990729146492,0.9884990729146492,0.9884990729146492,1.0,1.0,0.9884990729146492
2012-12-20,0.9170506912442393,0.9951668575548832,0.9951668575548831,0.9951668575548831,0.9995,0.9995,0.9951668575548831
2012-12-21,0.9132104454685098,0.9909994921547371,0.9909994921547371,0.9909994921547371,0.995314489112228,0.995314489112228,0.9909994921547371
2012-12-24,0.9139784946236558,0.9918329652347664,0.9918329652347664,0.9918329652347664,0.9961515912897824,0.9961515912897824,0.9918329652347664
2012-12-25,0.9393241167434717,1.019337576875731,1.019337576875731,1.019337576875731,1.0237759631490793,1.0237759631490793,1.019337576875731
2012-12-26,0.9420122887864824,1.0222547326558329,1.022254732655833,1.022254732655833,1.0267058207705198,1.0267058207705198,1.022254732655833
2012-12-27,0.9400921658986177,1.02017104995576,1.0201710499557601,1.0201710499557601,1.0246130653266337,1.0246130653266337,1.0201710499557601
2012-12-28,0.9539170506912443,1.0351735653962857,1.035173565396286,1.035173565396286,1.0396809045226134,1.0396809045226134,1.035173565396286
2012-12-31,0.969278033794163,1.0518430269968702,1.0518430269968704,1.0518430269968704,1.0564229480737022,1.0564229480737022,1.0518430269968704
2013-01-04,0.9715821812596007,1.0543434462369576,1.0543434462369579,1.0543434462369579,1.0589342546063654,1.0589342546063654,1.0543434462369579
2013-01-07,0.9731182795698926,1.056010392397016,1.0560103923970163,1.0560103923970163,1.0606084589614742,1.0606084589614742,1.0560103923970163
2013-01-08,0.9688940092165901,1.0514262904568557,1.0514262904568559,1.0514262904568559,1.0560043969849249,1.0560043969849249,1.0514262904568559
2013-01-09,0.9681259600614442,1.0505928173768264,1.0505928173768266,1.0505928173768266,1.0551672948073705,1.0551672948073705,1.0505928173768266
2013-01-10,0.9704301075268821,1.053093236616914,1.0530932366169143,1.0530932366169143,1.0576786013400339,1.0576786013400339,1.0530932366169143
2013-01-11,0.9558371735791096,1.037257248096359,1.0372572480963593,1.0372572480963593,1.0417736599664997,1.0417736599664997,1.0372572480963593
2013-01-14,0.9896313364055304,1.0739300636176443,1.0739300636176448,1.0739300636176448,1.0786061557788948,1.0786061557788948,1.0739300636176448
2013-01-15,0.9953917050691249,1.0801811117178637,1.080181111717864,1.080181111717864,1.0848844221105531,1.0848844221105531,1.080181111717864
2013-01-16,0.9880952380952385,1.0722631174575858,1.0722631174575863,1.0722631174575863,1.0769319514237858,1.0769319514237858,1.0722631174575863
2013-01-17,0.981950844854071,1.0655953328173522,1.0655953328173526,1.0655953328173526,1.0702351340033502,1.0702351340033502,1.0655953328173526
2013-01-18,0.996543778801844,1.0814313213379072,1.081431321337908,1.081431321337908,1.0861400753768848,1.0861400753768848,1.081431321337908
2013-01-21,1.0000000000000004,1.0851819501980386,1.0851819501980393,1.0851819501980393,1.0899070351758795,1.0899070351758795,1.0851819501980393
2013-01-22,0.9984639016897086,1.0835150040379802,1.0835150040379808,1.0835150040379808,1.0882328308207705,1.0882328308207705,1.0835150040379808
2013-01-23,1.0003840245775735,1.0855986867380532,1.0855986867380538,1.0855986867380538,1.0903255862646566,1.0903255862646566,1.0855986867380538
2013-01-24,0.9938556067588331,1.0785141655578048,1.0785141655578054,1.0785141655578054,1.083210217755444,1.083210217755444,1.0785141655578054
2013-01-25,0.9892473118279576,1.0735133270776294,1.07351332707763,1.07351332707763,1.0781876046901173,1.0781876046901173,1.07351332707763
2013-01-28,1.0161290322580652,1.102684884878652,1.1026848848786526,1.1026848848786526,1.1074861809045227,1.1074861809045227,1.1026848848786526
2013-01-29,1.0238095238095244,1.111019615678944,1.1110196156789447,1.1110196156789447,1.115857202680067,1.115857202680067,1.1110196156789447
2013-01-30,1.029569892473119,1.1172706637791632,1.1172706637791638,1.1172706637791638,1.1221354690117253,1.1221354690117253,1.1172706637791638
2013-01-31,1.03225806451613,1.1201878195592656,1.1201878195592663,1.1201878195592663,1.125065326633166,1.125065326633166,1.1201878195592663
2013-02-01,1.052227342549924,1.1418581196400253,1.141858119640026,1.141858119640026,1.1468299832495814,1.1468299832495814,1.141858119640026
2013-02-04,1.0541474654377887,1.1439418023400982,1.143941802340099,1.143941802340099,1.1489227386934673,1.1489227386934673,1.143941802340099
2013-02-05,1.061827956989248,1.1522765331403904,1.152276533140391,1.152276533140391,1.1572937604690117,1.1572937604690117,1.152276533140391
2013-02-06,1.0649001536098317,1.1556104254605073,1.155610425460508,1.155610425460508,1.1606421691792295,1.1606421691792295,1.155610425460508
2013-02-07,1.059907834101383,1.1501928504403174,1.150192850440318,1.150192850440318,1.1552010050251256,1.1552010050251256,1.150192850440318
2013-02-08,1.0633640552995398,1.1539434793004488,1.1539434793004495,1.1539434793004495,1.1589679648241207,1.1589679648241207,1.1539434793004495
2013-02-18,1.0476190476190483,1.13685728115985,1.1368572811598505,1.1368572811598505,1.1418073701842548,1.1418073701842548,1.1368572811598505
2013-02-19,1.030721966205838,1.1185208733992076,1.1185208733992078,1.1185208733992078,1.1233911222780573,1.1233911222780573,1.1185208733992078
2013-02-20,1.0353302611367137,1.123521711879383,1.1235217118793832,1.1235217118793832,1.1284137353433839,1.1284137353433839,1.1235217118793832
2013-02-21,0.998463901689709,1.0831195210615068,1.083119521061507,1.083119521061507,1.0878356258375212,1.0878356258375212,1.083119521061507
2013-02-22,0.9953917050691252,1.082219698690163,1.0822196986901635,1.0822196986901635,1.086931885471441,1.086931885471441,1.0822196986901635
2013-02-25,0.996927803379417,1.0826706235646175,1.0826706235646177,1.0826706235646177,1.0873847737570541,1.0873847737570541,1.0826706235646177
2013-02-26,0.9823348694316442,1.0782460728183052,1.0782460728183054,1.0782460728183054,1.0829409576900633,1.0829409576900633,1.0782460728183054
2013-02-27,0.9915514592933954,1.0781005095984748,1.078100509598475,1.078100509598475,1.082794760660775,1.082794760660775,1.078100509598475
2013-02-28,1.0249615975422437,1.0879086354584548,1.087908635458455,1.087908635458455,1.0926455929334016,1.0926455929334016,1.087908635458455
2013-03-01,1.0238095238095248,1.08757847210337,1.0875784721033703,1.0875784721033703,1.0923139919853775,1.0923139919853775,1.0875784721033703
2013-03-04,0.9754224270353312,1.0737002201825312,1.0737002201825314,1.0737002201825314,1.0783753115625183,1.0783753115625183,1.0737002201825314
2013-03-05,1.0034562211981577,1.0820319648044987,1.082031964804499,1.082031964804499,1.0867433341573596,1.0867433341573596,1.082031964804499
2013-03-06,1.0142089093702007,1.0851625280092143,1.0851625280092145,1.0851625280092145,1.0898875284192155,1.0898875284192155,1.0851625280092145
2013-03-07,1.0019201228878658,1.0816124317418916,1.0816124317418918,1.0816124317418918,1.086321974369408,1.086321974369408,1.0816124317418918
2013-03-08,1.000384024577574,1.0811646964309367,1.081164696430937,1.081164696430937,1.0858722895352495,1.0858722895352495,1.081164696430937
2013-03-11,0.9934715821812606,1.0791476290894186,1.0791476290894189,1.0791476290894189,1.0838464395056366,1.0838464395056366,1.0791476290894189
2013-03-12,0.9792626728110608,1.0749803755855132,1.0749803755855134,1.0749803755855134,1.0796610410013223,1.0796610410013223,1.0749803755855134
2013-03-13,0.9685099846390176,1.0716486828369836,1.0716486828369838,1.0716486828369838,1.0763148414400374,1.0763148414400374,1.0716486828369838
2013-03-14,0.9704301075268826,1.0716486828369836,1.0716486828369838,1.0716486828369838,1.0763148414400374,1.0763148414400374,1.0716486828369838
2013-03-15,0.9711981566820285,1.0716486828369836,1.0716486828369838,1.0716486828369838,1.0763148414400374,1.0763148414400374,1.0716486828369838
2013-03-18,0.9608294930875583,1.0716486828369836,1.0716486828369838,1.0716486828369838,1.0763148414400374,1.0763148414400374,1.0716486828369838
2013-03-19,0.9692780337941638,1.0716486828369836,1.0716486828369838,1.0716486828369838,1.0763148414400374,1.0763148414400374,1.0716486828369838
2013-03-20,0.9988479262672821,1.0715040102648006,1.0715040102648008,1.0715040102648008,1.076169538936443,1.076169538936443,1.0715040102648008
2013-03-21,1.001536098310293,1.0722826117947508,1.072282611794751,1.072282611794751,1.0769515306429367,1.0769515306429367,1.072282611794751
2013-03-22,1.0042242703533037,1.0730596877672554,1.0730596877672556,1.0730596877672556,1.0777319901494224,1.0777319901494224,1.0730596877672556
2013-03-25,1.0026881720430119,1.0726165120644682,1.0726165120644684,1.0726165120644684,1.0772868847768178,1.0772868847768178,1.0726165120644684
2013-03-26,0.9861751152073743,1.0678470453064948,1.067847045306495,1.067847045306495,1.0724966508694034,1.0724966508694034,1.067847045306495
2013-03-27,0.988479262672812,1.0685206871341413,1.0685206871341415,1.0685206871341415,1.0731732258594378,1.0731732258594378,1.0685206871341415
2013-03-28,0.957757296466975,1.0595540799693792,1.0595540799693794,1.0595540799693794,1.0641675764116663,1.0641675764116663,1.0595540799693794
2013-03-29,0.9550691244239641,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-01,0.9535330261136722,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-02,0.955069124423964,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-03,0.9531490015360993,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-08,0.9485407066052237,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-09,0.954301075268818,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-10,0.954301075268818,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-11,0.9500768049155155,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-12,0.9470046082949319,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-15,0.9374039938556077,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-16,0.9431643625192023,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-17,0.9454685099846403,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-18,0.9473886328725051,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-19,0.9742703533026127,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-22,0.9711981566820289,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-23,0.9416282642089107,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-24,0.9577572964669752,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-25,0.947772657450078,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-04-26,0.9389400921658998,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-02,0.9397081413210457,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-03,0.9566052227342563,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-06,0.9677419354838726,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-07,0.9700460829493104,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-08,0.9761904761904779,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-09,0.9711981566820294,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-10,0.9750384024577592,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-13,0.9711981566820295,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-14,0.9569892473118298,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-15,0.9615975422427054,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-16,0.9811827956989266,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-17,0.9980798771121372,1.0586081986024571,1.0586081986024574,1.0586081986024574,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-20,1.0038402457757316,1.058078894503156,1.0580788945031563,1.0580788945031563,1.0632175765005343,1.0632175765005343,1.0586081986024574
2013-05-21,1.0038402457757316,1.058078894503156,1.0580788945031563,1.0580788945031563,1.062685967712284,1.062685967712284,1.0580788945031563
2013-05-22,1.0049923195084505,1.0592932161112316,1.0592932161112318,1.0592932161112318,1.0639055767035375,1.0639055767035375,1.0592932161112318
2013-05-23,0.9942396313364075,1.0479595477691932,1.0479595477691934,1.0479595477691934,1.0525225594518375,1.0525225594518375,1.0479595477691934
2013-05-24,0.9996159754224292,1.0536263819402123,1.0536263819402127,1.0536263819402127,1.0582140680776877,1.0582140680776877,1.0536263819402127
2013-05-27,0.9973118279569911,1.0511977387240614,1.0511977387240614,1.0511977387240614,1.0552469626701326,1.0552469626701326,1.0511977387240614
2013-05-28,1.0180491551459314,1.0730555276694211,1.0730555276694214,1.0730555276694214,1.0547193391887977,1.0547193391887977,1.0730555276694214
2013-05-29,1.0145929339477748,1.0688778565637722,1.0688778565637724,1.0688778565637724,1.0506130554091797,1.0506130554091797,1.0688778565637724
2013-05-30,1.011904761904764,1.0688778565637722,1.0688778565637724,1.0688778565637724,1.0506130554091797,1.0506130554091797,1.0688778565637724
2013-05-31,1.0003840245775752,1.0683434176354905,1.0683434176354907,1.0683434176354907,1.0500877488814753,1.0500877488814753,1.0683434176354907
2013-06-03,1.0023041474654402,1.069858783826724,1.0698587838267242,1.0698587838267242,1.0515772207556087,1.0515772207556087,1.0698587838267242
2013-06-04,0.9877112135176678,1.069858783826724,1.0698587838267242,1.0698587838267242,1.0515772207556087,1.0515772207556087,1.0698587838267242
2013-06-05,0.9850230414746568,1.069858783826724,1.0698587838267242,1.0698587838267242,1.0515772207556087,1.0515772207556087,1.0698587838267242
