date,nav,drawdown,entry_risk_level
2026-03-27,20.482333298023907,-0.1373385095616153,低
2026-03-30,20.60575335208384,-0.13214038460992328,低
2026-03-31,20.101869814504635,-0.1533626212179655,低
2026-04-01,19.80042916672104,-0.1660585008676143,低
2026-04-02,19.84672941838157,-0.16410845721174827,低
2026-04-03,19.64625740405448,-0.1725518061288015,低
2026-04-07,19.6176185448649,-0.17375799883123755,低
2026-04-08,19.464486564778195,-0.18020751121116363,低
2026-04-09,19.30484093364752,-0.18693136127693977,低
2026-04-10,20.090788656136983,-0.153829330183889,低
