date,single_momentum_nav,threshold_dual_momentum_nav,breadth_dual_momentum_nav,hs300_benchmark
2017-03-28,1.4773825129957419,1.6668620339437599,1.5558071913314742,1.420586863500516
2017-03-29,1.4736797999305895,1.6622687637524787,1.5503560172625983,1.4177203002129684
2017-03-30,1.4726218819119745,1.6610754624145372,1.5492430552975855,1.404206501857385
2017-03-31,1.4589953688732051,1.6473524970282103,1.5364439926999405,1.4144442278843419
2017-04-05,1.4830725941267584,1.6465288207796962,1.5536949031576364,1.4377862432258033
2017-04-06,1.4813829642844039,1.6467067720947643,1.5538628212941077,1.4361482070614904
2017-04-07,1.4828554766920155,1.6540739283765056,1.5608146055697616,1.4390147703490381
2017-04-10,1.4755921675674453,1.6508467532767996,1.5577693837426478,1.435329188979334
2017-04-11,1.4779017534822163,1.6526104784405569,1.5594336672722875,1.439014770349038
2017-04-12,1.4926072435666164,1.6608324211193657,1.5671920437263787,1.4336911528150205
2017-04-13,1.4983844003854883,1.664046558457915,1.5702249628820772,1.4390147703490384
2017-04-14,1.5015355768321454,1.6657963445341062,1.571876093232111,1.4271390081577688
2017-04-17,1.4978592043110455,1.6637570695407975,1.569951795811225,1.4222248996648295
2017-04-18,1.4931324396410597,1.6611319268995164,1.5674746628935705,1.4189488273362034
2017-04-19,1.492082047492174,1.6605476384975117,1.5669233176023663,1.4078920832270903
2017-04-20,1.4894560671199595,1.6572107618807632,1.5637745794044808,1.4156727550075772
2017-04-21,1.4847293024499737,1.6541675508453155,1.5609029494546516,1.4169012821308122
2017-04-24,1.4731749888122307,1.6477311012311315,1.5548293971221432,1.4017494476109162
2017-04-25,1.4742253809611165,1.6484937275777174,1.5555490253805437,1.4062540470627771
2017-04-26,1.465930434161366,1.6442652413289551,1.551558947921916,1.4095301193914032
2017-04-27,1.4433850904159793,1.646619235947894,1.5280789830325585,1.4103491374735595
2017-04-28,1.447087821333149,1.6495575286601492,1.5296576435022706,1.4050255199395423
2017-05-02,1.4515030397048745,1.6425181650954541,1.5231299437433703,1.4029779747341509
2017-05-03,1.4470878213331488,1.6425181650954541,1.5231299437433703,1.39601632103582
2017-05-04,1.4459840167402176,1.6298516871365045,1.511384142527272,1.3906927035018026
2017-05-05,1.4437764075543547,1.630445440027993,1.511934737843311,1.3816835045980809
2017-05-08,1.4559182580766008,1.6277745246730146,1.509457960879243,1.3698077424068111
2017-05-09,1.4537106488907379,1.6286662930393438,1.5102849100908278,1.3710362695300458
2017-05-10,1.4570220626695327,1.6242098912889626,1.5061524267542057,1.3661221610371064
2017-05-11,1.4570220626695327,1.6256994454812672,1.5075337110780815,1.3730838147354372
