total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,variant,leader_gap,mom_threshold,release_ratio,trigger_days,annualized_return_diff_vs_base,sharpe_rf0_diff_vs_base,max_drawdown_diff_vs_base,max_drawdown_integral_diff_vs_base,trade_count_diff_vs_base,trigger_days_diff_vs_base,balance_score
22.75716524552734,0.25356334909802,0.1968910866176111,1.2878355920218671,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.7384305184802,28.851345912013496,182.7384305184802,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r95_g003_m15,0.003,0.15,0.95,143,0.006673712564793,0.0147134542614546,0.0008109833854963,1.342542746553903,13,143,0.5459972497830654
22.75716524552734,0.25356334909802,0.1968910866176111,1.2878355920218671,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.7384305184802,28.851345912013496,182.7384305184802,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r95_g005_m15,0.005,0.15,0.95,143,0.006673712564793,0.0147134542614546,0.0008109833854963,1.342542746553903,13,143,0.5459972497830654
22.75716524552734,0.25356334909802,0.1968910866176111,1.2878355920218671,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.7384305184802,28.851345912013496,182.7384305184802,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r95_g007_m15,0.007,0.15,0.95,143,0.006673712564793,0.0147134542614546,0.0008109833854963,1.342542746553903,13,143,0.5459972497830654
22.75716524552734,0.25356334909802,0.1968910866176111,1.2878355920218671,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.7384305184802,28.851345912013496,182.7384305184802,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r95_g010_m15,0.01,0.15,0.95,143,0.006673712564793,0.0147134542614546,0.0008109833854963,1.342542746553903,13,143,0.5459972497830654
22.696029490066724,0.2533329468573093,0.1965800487660108,1.2887012107665687,-0.1890548045403999,1182,1966,0.8021672425603653,0.153793103448276,1.0,182.5667950697352,31.61717390514054,182.5667950697352,31.61717390514054,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r70_g003_m10,0.003,0.1,0.7,207,0.0064433103240824,0.0155790730061562,0.000772793348314,1.170907297808867,22,207,0.5659403029080285
22.696029490066724,0.2533329468573093,0.1965800487660108,1.2887012107665687,-0.1890548045403999,1182,1966,0.8021672425603653,0.153793103448276,1.0,182.5667950697352,31.61717390514054,182.5667950697352,31.61717390514054,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r70_g005_m10,0.005,0.1,0.7,207,0.0064433103240824,0.0155790730061562,0.000772793348314,1.170907297808867,22,207,0.5659403029080285
22.696029490066724,0.2533329468573093,0.1965800487660108,1.2887012107665687,-0.1890548045403999,1182,1966,0.8021672425603653,0.153793103448276,1.0,182.5667950697352,31.61717390514054,182.5667950697352,31.61717390514054,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r70_g007_m10,0.007,0.1,0.7,207,0.0064433103240824,0.0155790730061562,0.000772793348314,1.170907297808867,22,207,0.5659403029080285
22.485981510252785,0.2525371105904437,0.1962517509255033,1.2868018216372812,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.46946286391145,28.851345912013496,182.46946286391145,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r80_g003_m15,0.003,0.15,0.8,143,0.0056474740572167,0.0136796838768686,0.0008109833854963,1.0735750919851057,13,143,0.4868292260933348
22.485981510252785,0.2525371105904437,0.1962517509255033,1.2868018216372812,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.46946286391145,28.851345912013496,182.46946286391145,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r80_g005_m15,0.005,0.15,0.8,143,0.0056474740572167,0.0136796838768686,0.0008109833854963,1.0735750919851057,13,143,0.4868292260933348
22.485981510252785,0.2525371105904437,0.1962517509255033,1.2868018216372812,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.46946286391145,28.851345912013496,182.46946286391145,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r80_g007_m15,0.007,0.15,0.8,143,0.0056474740572167,0.0136796838768686,0.0008109833854963,1.0735750919851057,13,143,0.4868292260933348
22.485981510252785,0.2525371105904437,0.1962517509255033,1.2868018216372812,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.46946286391145,28.851345912013496,182.46946286391145,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r80_g010_m15,0.01,0.15,0.8,143,0.0056474740572167,0.0136796838768686,0.0008109833854963,1.0735750919851057,13,143,0.4868292260933348
22.305081805729984,0.2518463966927691,0.195836606212593,1.2860026609089308,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.2906326755044,28.851345912013496,182.2906326755044,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r70_g003_m15,0.003,0.15,0.7,143,0.0049567601595421,0.0128805231485182,0.0008109833854963,0.8947449035781005,13,143,0.44553226672377194
22.305081805729984,0.2518463966927691,0.195836606212593,1.2860026609089308,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.2906326755044,28.851345912013496,182.2906326755044,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r70_g005_m15,0.005,0.15,0.7,143,0.0049567601595421,0.0128805231485182,0.0008109833854963,0.8947449035781005,13,143,0.44553226672377194
22.305081805729984,0.2518463966927691,0.195836606212593,1.2860026609089308,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.2906326755044,28.851345912013496,182.2906326755044,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r70_g007_m15,0.007,0.15,0.7,143,0.0049567601595421,0.0128805231485182,0.0008109833854963,0.8947449035781005,13,143,0.44553226672377194
22.305081805729984,0.2518463966927691,0.195836606212593,1.2860026609089308,-0.1890166145032176,1173,1944,0.8021672425603653,0.153793103448276,1.0,182.2906326755044,28.851345912013496,182.2906326755044,28.851345912013496,159941,纳指ETF,纳指ETF广发,纳指ETF / 纳指ETF广发 (159941) 100%,rc_r70_g010_m15,0.01,0.15,0.7,143,0.0049567601595421,0.0128805231485182,0.0008109833854963,0.8947449035781005,13,143,0.44553226672377194
