date,baseline_nav,both_cap50_vol018_br010_nav,both_cap50_vol018_br015_nav,both_cap50_vol018_br020_nav,both_cap50_vol020_br010_nav,both_cap50_vol020_br015_nav,both_cap50_vol020_br020_nav,both_cap50_vol022_br010_nav,both_cap50_vol022_br015_nav,both_cap50_vol022_br020_nav,both_cap50_vol024_br010_nav,both_cap50_vol024_br015_nav,both_cap50_vol024_br020_nav,both_cap65_vol018_br010_nav,both_cap65_vol018_br015_nav,both_cap65_vol018_br020_nav,both_cap65_vol020_br010_nav,both_cap65_vol020_br015_nav,both_cap65_vol020_br020_nav,both_cap65_vol022_br010_nav,both_cap65_vol022_br015_nav,both_cap65_vol022_br020_nav,both_cap65_vol024_br010_nav,both_cap65_vol024_br015_nav,both_cap65_vol024_br020_nav,both_cap80_vol018_br010_nav,both_cap80_vol018_br015_nav,both_cap80_vol018_br020_nav,both_cap80_vol020_br010_nav,both_cap80_vol020_br015_nav,both_cap80_vol020_br020_nav,both_cap80_vol022_br010_nav,both_cap80_vol022_br015_nav,both_cap80_vol022_br020_nav,both_cap80_vol024_br010_nav,both_cap80_vol024_br015_nav,both_cap80_vol024_br020_nav,gold_only_cap50_vol018_br010_nav,gold_only_cap50_vol018_br015_nav,gold_only_cap50_vol018_br020_nav,gold_only_cap50_vol020_br010_nav,gold_only_cap50_vol020_br015_nav,gold_only_cap50_vol020_br020_nav,gold_only_cap50_vol022_br010_nav,gold_only_cap50_vol022_br015_nav,gold_only_cap50_vol022_br020_nav,gold_only_cap50_vol024_br010_nav,gold_only_cap50_vol024_br015_nav,gold_only_cap50_vol024_br020_nav,gold_only_cap65_vol018_br010_nav,gold_only_cap65_vol018_br015_nav,gold_only_cap65_vol018_br020_nav,gold_only_cap65_vol020_br010_nav,gold_only_cap65_vol020_br015_nav,gold_only_cap65_vol020_br020_nav,gold_only_cap65_vol022_br010_nav,gold_only_cap65_vol022_br015_nav,gold_only_cap65_vol022_br020_nav,gold_only_cap65_vol024_br010_nav,gold_only_cap65_vol024_br015_nav,gold_only_cap65_vol024_br020_nav,gold_only_cap80_vol018_br010_nav,gold_only_cap80_vol018_br015_nav,gold_only_cap80_vol018_br020_nav,gold_only_cap80_vol020_br010_nav,gold_only_cap80_vol020_br015_nav,gold_only_cap80_vol020_br020_nav,gold_only_cap80_vol022_br010_nav,gold_only_cap80_vol022_br015_nav,gold_only_cap80_vol022_br020_nav,gold_only_cap80_vol024_br010_nav,gold_only_cap80_vol024_br015_nav,gold_only_cap80_vol024_br020_nav,soymeal_only_cap50_vol018_br010_nav,soymeal_only_cap50_vol018_br015_nav,soymeal_only_cap50_vol018_br020_nav,soymeal_only_cap50_vol020_br010_nav,soymeal_only_cap50_vol020_br015_nav,soymeal_only_cap50_vol020_br020_nav,soymeal_only_cap50_vol022_br010_nav,soymeal_only_cap50_vol022_br015_nav,soymeal_only_cap50_vol022_br020_nav,soymeal_only_cap50_vol024_br010_nav,soymeal_only_cap50_vol024_br015_nav,soymeal_only_cap50_vol024_br020_nav,soymeal_only_cap65_vol018_br010_nav,soymeal_only_cap65_vol018_br015_nav,soymeal_only_cap65_vol018_br020_nav,soymeal_only_cap65_vol020_br010_nav,soymeal_only_cap65_vol020_br015_nav,soymeal_only_cap65_vol020_br020_nav,soymeal_only_cap65_vol022_br010_nav,soymeal_only_cap65_vol022_br015_nav,soymeal_only_cap65_vol022_br020_nav,soymeal_only_cap65_vol024_br010_nav,soymeal_only_cap65_vol024_br015_nav,soymeal_only_cap65_vol024_br020_nav,soymeal_only_cap80_vol018_br010_nav,soymeal_only_cap80_vol018_br015_nav,soymeal_only_cap80_vol018_br020_nav,soymeal_only_cap80_vol020_br010_nav,soymeal_only_cap80_vol020_br015_nav,soymeal_only_cap80_vol020_br020_nav,soymeal_only_cap80_vol022_br010_nav,soymeal_only_cap80_vol022_br015_nav,soymeal_only_cap80_vol022_br020_nav,soymeal_only_cap80_vol024_br010_nav,soymeal_only_cap80_vol024_br015_nav,soymeal_only_cap80_vol024_br020_nav
2018-04-25,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021,1.6653679971381021
2018-04-26,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579,1.6672190916143579
2018-04-27,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054,1.6610487766935054
2018-05-02,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234,1.6561125247568234
2018-05-03,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445,1.655284468494445
2018-05-04,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961,1.6302688609639961
2018-05-07,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227,1.6321962185672227
2018-05-08,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958,1.6315433400797958
2018-05-09,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886,1.6294367339864886
2018-05-10,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524,1.6451067697777524
2018-05-11,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505,1.673667651197505
2018-05-14,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952,1.6748100864542952
