date,single_momentum_nav,hs300_benchmark,thr_4%_def_60%_nav,thr_4%_def_70%_nav,thr_4%_def_80%_nav,thr_5%_def_60%_nav,thr_5%_def_70%_nav,thr_5%_def_80%_nav,thr_6%_def_60%_nav,thr_6%_def_70%_nav,thr_6%_def_80%_nav
2016-08-04,1.0121998662728782,1.0624591236102021,1.0128686260968218,1.012571999433726,1.0122706355043884,1.0111462057350447,1.0099014276293028,1.0086527543003216,0.975387461669488,0.9740146844842638,0.9726334858364961
2016-08-05,1.009274433133361,1.0667102681491163,1.0099412601254436,1.0096454907648424,1.0093449978295201,1.0082238178571976,1.0069826373760389,1.0057375729295113,0.9725684227629287,0.9711996131418236,0.9698224063976622
2016-08-08,1.022926454451107,1.0755395683453228,1.023602301325208,1.0233025312196327,1.0229979736455717,1.0218616279538166,1.020603658557937,1.0193417526599586,0.9857239376602049,0.9843366127398772,0.9829407771122198
2016-08-09,1.026827031970463,1.0804447351209931,1.0275054559537122,1.0272045427781442,1.0268988238787293,1.0257581451242792,1.0244953788956224,1.0232286611543724,0.9894826562022839,0.988090041196464,0.9866888830306649
2016-08-10,1.0219513100712683,1.0771746239372129,1.0226265126680822,1.022327028330005,1.0220227610872825,1.020887498661201,1.019630728473516,1.0183700255363555,0.9847842580246854,0.9833982556257307,0.9820037506326087
2016-08-11,1.0219513100712683,1.0758665794637008,1.0226265126680822,1.022327028330005,1.0220227610872825,1.020887498661201,1.019630728473516,1.0183700255363555,0.9847842580246854,0.9833982556257307,0.9820037506326087
2016-08-12,1.026827031970463,1.0948332243296262,1.0275054559537122,1.0272045427781442,1.0268988238787293,1.0257581451242792,1.0244953788956224,1.0232286611543724,0.9894826562022839,0.988090041196464,0.9866888830306649
2016-08-15,1.0239015988309463,1.1272073250490506,1.0245780899823342,1.0242780341092608,1.0239731862038612,1.0228357572464324,1.0215765886423587,1.0203134797835625,0.9866636172957248,0.9852749698540241,0.9838778035918313
2016-08-16,1.01991025395613,1.1239372138652703,1.0205841080284344,1.0202852218248608,1.019981562269129,1.0188485672057823,1.017594307057912,1.016336122015111,0.9828174324899218,0.9814341982352458,0.9800424783679079
2016-08-17,1.0150162359314432,1.1213211249182462,1.0156868565290735,1.0153894045246974,1.0150872020729935,1.0139596436627645,1.012711402055984,1.011459254387799,0.9791619396222712,0.9772574122812384,0.975345971640146
2016-08-18,1.0159847628741259,1.1196860693263562,1.0166560233769066,1.016358287544282,1.01605579673146,1.0163355910416931,1.0155641350336961,1.0147875245236195,0.9822421414596008,0.9808439913895755,0.9794369019650958
2016-08-19,1.0159847628741259,1.118378024852844,1.0160546267985162,1.0157415478357872,1.0154237224105114,1.016547622110756,1.0158113168468128,1.0150698019991475,0.9824470598479442,0.9810827225418608,0.9797093461659204
2016-08-22,1.0078461901946816,1.1105297580117715,1.0113928537454262,1.0103044884556442,1.0092118845535685,1.0118835871396537,1.0103738840072436,1.0088601292444779,0.9779394820968171,0.9758311848542888,0.9737159904160004
2016-08-23,1.009717767295253,1.1111837802485276,1.0124556133115334,1.0115430403679366,1.010625841659773,1.0129468623625673,1.0116125209928917,1.0102735935236296,0.9789670892583898,0.9770274752735496,0.9750802159717497
2016-08-24,1.0193158449311395,1.1066056245912352,1.0126680165870536,1.0117906208323624,1.010908534202895,1.0131593686973288,1.011860118463065,1.0105561875358042,0.9791724669694233,0.9772666078723928,0.9753529656825112
2016-08-25,1.0106775750588415,1.1007194244604308,1.003282815375701,1.0023633903402085,1.0014394053651452,1.0080599297217114,1.0059184022833447,1.003774405361499,0.9742440910433975,0.9715280273018734,0.9688074302259909
2016-08-26,1.0106775750588415,1.0994113799869187,1.0033282513207553,1.0024998311828055,1.0016666689245255,1.0089127121790014,1.0069112015524295,1.0049066147718468,0.9750682665169624,0.9724868847133804,0.9699001985646314
2016-08-29,1.0097177672952529,1.0990843688685408,1.0009973937147303,0.9997827425872027,0.9985640055360933,1.0065688811686593,1.004182156761175,1.0017939156483016,0.9728030604067857,0.9698511406048647,0.9668959318460926
2016-08-30,1.0135569983496073,1.1036625245258331,1.0022707472897736,1.0012665190956358,1.0002576830013135,1.0078493221482376,1.0056724624355202,1.0034930714062915,0.9740405483988224,0.9712904956545254,0.9685358966774922
2016-08-31,1.0135569983496073,1.1082406801831253,0.9995141493247313,0.9980537104483261,0.9965896012300816,1.0050773811352771,1.0024455162408223,0.9998131250231374,0.971361593434961,0.9681738724138851,0.9649841430366438
2016-09-01,1.0017875948217076,1.0964682799215166,0.9881055904194971,0.9866124485558497,0.9851158230996848,1.0033684291588516,1.0004569597792747,0.9975464569394858,0.9697099690465487,0.9662533007930852,0.9627964354505884
2016-09-02,1.0062691975423532,1.1013734466971867,0.9885777469352289,0.987244609529637,0.9859074782729352,1.004651600151737,1.0019496486713078,0.9992474242550488,0.9709500954723277,0.9676949575829008,0.9644381487330619
2016-09-05,1.0083606121453215,1.103662524525833,0.9948855808398139,0.9945938249851926,0.9942952058442045,1.0110619967496566,1.0094083309194812,1.007748643036375,0.9771454523381562,0.9748986421306644,0.9726432233766612
2016-09-06,1.0170250440719033,1.1131458469587956,1.0026314799303655,1.002287295548558,1.0019362245632732,1.0112747772470434,1.0096561688120256,1.0080314206282477,0.9773510950149022,0.9751380069323099,0.9729161502720317
2016-09-07,1.0176225911013228,1.1137998691955517,1.003220570106588,1.0028761835012894,1.0025249062463304,1.0110594505847201,1.0093906743241572,1.007715922192426,0.9853700345742813,0.9844722522300842,0.9835595527574761
2016-09-08,1.016128723527774,1.1121648136036615,1.0017478446660322,1.0014039636194612,1.0010532020386873,1.0095752176860342,1.0079088911851022,1.0062365975855667,0.9849610259124033,0.983995510219319,0.983015209871135
2016-09-09,1.0110495737777088,1.106605624591235,0.9967405781681425,0.9963984160212457,0.9960494077327015,1.0052059690429962,1.0029040478914688,1.0005983777279719,0.9814834895800024,0.979942361527173,0.9783876547121709
2016-09-12,0.9910317482921573,1.0846958796599075,0.9917818632026597,0.9906985105559469,0.9896089356152364,1.001005944102705,0.9980152398585717,0.9950240135066462,0.977382583634682,0.9751654837202856,0.9729370271093176
2016-09-13,0.9910317482921573,1.0846958796599075,0.9928251120068702,0.9919143046607667,0.9909968864365765,1.0020588956568104,0.9992400131192677,0.9964195591076375,0.978410685931633,0.9763622155551457,0.9743015951697798
2016-09-14,0.9850562779979629,1.078155657292347,0.9899060602249808,0.9885118684739709,0.987111984396643,0.9991126951935562,0.9958124484960373,0.9925133991279365,0.9755340146814314,0.9730131257012988,0.9704821419440529
2016-09-19,0.9913305218068671,1.0850228907782855,0.9863545154433084,0.9843742352573547,0.9823899573168702,0.9955281192206493,0.9916442571006443,0.9877655334127976,0.9720340333413855,0.9689403658715959,0.965839666695921
2016-09-20,0.9871342100834904,1.0837148463047734,0.9874016009161781,0.9855933823993932,0.9837804597334545,0.9965849431264037,0.9928724081621632,0.9891636445712021,0.9730659166039558,0.9701403981718616,0.9672067433649881
2016-09-21,0.9871342100834904,1.0879659908436878,0.9888664849585123,0.987299284050314,0.9857264754786002,0.9980634513429811,0.9945909086213628,0.9911203087921836,0.9745095325876141,0.9718195532234483,0.9691199746482251
2016-09-22,0.9907987130237531,1.0951602354480046,0.99325680127651,0.9924132021178049,0.9915616427753022,1.0024945998584573,0.9997425951459342,0.9969874057575496,0.9788361076794407,0.9768532908669946,0.9748568370774323
2016-09-23,1.0019626421845842,1.0925441465009804,0.9938821465868625,0.9931421520039356,0.9923940135142532,1.0031257612014952,1.0004769286365978,0.9978243311768634,0.9794523738542652,0.9775708116472748,0.9756751848944962
2016-09-26,0.9917290404538225,1.074231523871811,0.9940905076238828,0.9933850588894712,0.9926714122601691,1.0033360601032146,1.0007216294926584,0.9981032478312805,0.979657709781698,0.9778099100288796,0.9759479103130552
2016-09-27,0.9991716598943765,1.0797907128842374,0.9930488479931209,0.9921706517270147,0.9912845154215241,1.0022847125026875,0.9994982534174841,0.9967087619803111,0.9786311735856292,0.9766145433907026,0.9745843784788769
2016-09-28,0.9991716598943765,1.0781556572923474,0.9886708159830743,0.9870674646799933,0.9854575105723002,0.9978659625455377,0.9943573771665264,0.990849872126823,0.974316704450857,0.9715913685174195,0.9688555409846694
2016-09-29,1.0001019873244457,1.0830608240680177,0.9876253410278577,0.9858497219495104,0.9840680745334248,0.9968107641360782,0.9931306408887389,0.9894528331812792,0.9732864083234856,0.9703927186091321,0.9674895127280818
2016-09-30,0.9963806776041686,1.086330935251798,0.9899270102548293,0.9885301749364492,0.9871259131831049,0.999133840069446,0.9958308901595169,0.9925274041318424,0.9755546605462733,0.9730311451392487,0.970495836072717
2016-10-10,1.001032314754515,1.0987573577501628,0.9677816153015381,0.9627303370960396,0.9576822700463032,0.9767824815649027,0.9698405095580972,0.9629226472305479,0.9537307856216363,0.9476358194377601,0.9415482290030841
2016-10-11,1.012196243915346,1.101373446697187,0.9665086836920804,0.9612530015403935,0.9560027395763644,0.9754977110374515,0.96835226325187,0.9612339264754486,0.952476335191151,0.9461816468248121,0.9398969935265715
2016-10-12,1.0075446067649996,1.0987573577501628,0.9652346334316296,0.9597746922740188,0.9543224711215983,0.9742118114549783,0.9668630360436468,0.9595444636973154,0.9512207823509138,0.9447265157678132,0.9382450324980371
2016-10-13,1.0066142793349304,1.0987573577501628,0.967147391971274,0.961993620920377,0.9568439837058462,0.9761423596318065,0.969098352420555,0.9620797738399285,0.9531057703232789,0.9469106541345423,0.940724065244454
2016-10-14,1.008474934195069,1.102027468933943,0.9650249031812859,0.9595305794622782,0.9540441476159974,0.974000130605548,0.9666171203551038,0.9592646172229865,0.9510140970892118,0.9444862303675557,0.9379713978991886
2016-10-17,1.005683951904861,1.0918901242642243,0.9671505086949009,0.9619963335211019,0.9568460393857948,0.9761455053425645,0.9691010850549884,0.9620818407684285,0.9531088417964567,0.9469133242047705,0.9407260862924315
2016-10-18,1.0075446067649996,1.1056245912361014,0.9684240060728461,0.9634741625630875,0.9585259446487985,0.9774308469004407,0.9705898284921614,0.9637709383674368,0.9543638497812656,0.9483679825667529,0.9423776902478828
2016-10-19,1.008474934195069,1.1049705689993454,0.9684240060728461,0.9634741625630875,0.9585259446487985,0.9774308469004407,0.9705898284921614,0.9637709383674368,0.9543638497812656,0.9483679825667529,0.9423776902478828
2016-10-20,1.0131265713454152,1.1033355134074554,0.972877342743108,0.9686431662819479,0.9644030380320467,0.9819256018898368,0.9757970074990354,0.9696801908362591,0.9587525302583619,0.9534559421812534,0.948155772436264
2016-10-21,1.0149872262055537,1.1088947024198819,0.9707631580069765,0.9661873523869917,0.9616086793561117,0.9797917541494024,0.9733230563753507,0.9668705416052956,0.9566690405149536,0.9510386326574327,0.9454084902271042
2016-10-24,1.015917553635623,1.1223021582733808,0.9726686909234569,0.9683999951787176,0.9641254305343612,0.9817150095010588,0.9755520404739201,0.9694010642877959,0.9585469077700538,0.9532165837245871,0.9478828417827695
2016-10-25,1.027081482796454,1.1193590582079787,0.9747831880776384,0.9708560821230114,0.9669199969996782,0.9838491725651917,0.9780262666635279,0.972210922445152,0.960630705395641,0.9556341620166422,0.9506303282806906
2016-10-26,1.023360173076177,1.1160889470241984,0.9775280649249328,0.9740455371220438,0.9705503103458142,0.986619578177469,0.9812392771424587,0.9758611006377258,0.9633357304866467,0.9587736099857223,0.954199481859795
2016-10-27,1.0224298456461076,1.1144538914323083,0.97585809152529,0.9723328551442032,0.9687952906891697,0.9849340731671862,0.979513946280745,0.9740964776238362,0.9616900027550734,0.9570877809150369,0.95247402896037
2016-10-28,1.0196388633559,1.1128188358404183,0.973194238682182,0.9696786253303429,0.9661507175571703,0.9822454451239638,0.9768401138523172,0.9714374335538896,0.96154462520141,0.9569987064954267,0.9524407129856775
2016-10-31,1.012196243915346,1.1105297580117721,0.9660906311005603,0.9626006791600484,0.9590985225385048,0.9842183461589957,0.9792104084682546,0.974200565685162,0.9642473452290031,0.9601369725239343,0.9560102205226327
2016-11-01,1.0140568987754845,1.1173969914977107,0.96760294410742,0.9644387544536688,0.9612598930282059,0.9865482748120264,0.9819148274586439,0.9772755172554739,0.96652999676362,0.9627887138038604,0.9590277563693326
2016-11-02,1.0019626421845842,1.1098757357750162,0.9727883832505464,0.9704686502032005,0.9681284881909654,0.9918352430586074,0.988053987687485,0.9842585506049234,0.9717096859209812,0.9688082931148885,0.9658804020025539
2016-11-03,1.0086286163921645,1.1183780248528448,0.9725817001662864,0.9702280949428811,0.9678542308288718,0.991624513191102,0.9878090734554096,0.9839797238200495,0.9715032320217062,0.9685681494161703,0.9656067814920717
2016-11-04,1.0053844892634178,1.1147809025506865,0.9686541651390473,0.965657059284808,0.9626429717751704,0.9876200783875672,0.9831552085326476,0.9786816395826904,0.967580052126188,0.964004934259516,0.9604076234762446
2016-11-07,1.0062692512076217,1.1157619359058206,0.9661668933883336,0.9627642207334556,0.9593471898461257,0.9850841067169571,0.9802099504186411,0.9753309463801249,0.965095538440272,0.9611170450128043,0.9571194946654844
2016-11-08,1.0115778228728436,1.121648136036625,0.9674126673196367,0.9642125050196593,0.9609964973358325,0.9863542724706038,0.9816844782810188,0.977007733107426,0.9663399309683469,0.9625628514558752,0.9587649723067432
2016-11-09,1.007743854447961,1.1173969914977107,0.981311877193207,0.9803746088386093,0.9794058655478414,1.0005256240622116,0.9981394468411975,0.9957238212041231,0.9802237284039895,0.9786973038265974,0.97713159221941
2016-11-10,1.018066077130337,1.1288423806409416,0.9706253394729878,0.967918889550049,0.9651848240096947,0.9896298476326336,0.985458024200702,0.981265841810723,0.9695490406810561,0.9662628948006678,0.9629435732887548
2016-11-11,1.0269136965723735,1.1386527141922824,0.9782774212338666,0.9755008180405184,0.9726966573001957,0.9803421732716305,0.9746680820942741,0.9689869375690815,0.9604498246576006,0.9556831233254242,0.9508939416571287
2016-11-14,1.028388299812713,1.1402877697841725,0.9796821849059428,0.9769015946316162,0.9740934072388807,0.9620736083959295,0.9534781151234993,0.9449109891022152,0.9425519514353787,0.934905902659411,0.9272675410843549
2016-11-15,1.0272086172204413,1.1389797253106604,0.9845901333998612,0.9826923599774937,0.9807616012349768,0.9676674765625254,0.9599459875406621,0.952236426513071,0.9480323131358603,0.9412477913766683,0.9344561973849718
2016-11-16,1.0275035378685093,1.1393067364290386,0.9874250551571586,0.98599339374486,0.9845267989658161,0.9704536730620409,0.9631706123050104,0.9558921145292157,0.950761974281102,0.9444096056629464,0.9380436261235482
2016-11-17,1.0298629030530524,1.1419228253760627,0.9861191292943499,0.984472022600948,0.9827906752938705,0.9691701928184615,0.9616844563271703,0.9542064855249027,0.9495045374304731,0.9429523976013063,0.9363894713089292
2016-11-18,1.0263238552762377,1.1379986919555265,0.9798015766987233,0.977113855421714,0.9743957033988712,0.9629612232473859,0.9544966085865805,0.9460556790211552,0.9434215554896446,0.9359045575161419,0.9283908572682932
2016-11-21,1.031042585645324,1.143230869849575,0.9846148929668376,0.9827139869339933,0.9807780496511302,0.9676918105740943,0.9599671138981671,0.952252396531677,0.9480561533804013,0.9412685062268782,0.9344718692102069
2016-11-22,1.0413648083277,1.154676258992806,0.99367672966712,0.9917087011553907,0.9897055145177788,0.9689777797575814,0.961455435004986,0.9539396654513345,0.9493160286672855,0.9427278372442841,0.9361276333195494
2016-11-23,1.0431343322161073,1.156638325703074,0.9953652202867751,0.9933938476314405,0.9913872571082931,0.9694060572292974,0.9619512131298505,0.9545018398398142,0.9497356158622765,0.9432139584126606,0.9366793107461835
2016-11-24,1.0460835386967864,1.1599084368868544,0.998179371319534,0.9962024250915238,0.9941901614258174,0.9623415596462499,0.9537726805485847,0.9452273280357025,0.9428144656252235,0.9351947304261563,0.9275779733138318
2016-11-25,1.0575854439714338,1.1726618705035972,1.0091545603472931,1.0071558771858482,1.0051214882641615,0.9721443663448375,0.9634399881419915,0.9547602401064353,0.9381776731713289,0.9298288590220718,0.9214954948002984
2016-11-28,1.06230417434052,1.1778940483976454,1.0136572019997072,1.0116496011219813,1.0096061351722,0.9764818760663984,0.9677386607048113,0.9590201854052928,0.9415610336756283,0.9337409864529684,0.925926427307227
2016-11-29,1.0338431988193761,1.1870503597122302,0.9864995634345997,0.9845457496743655,0.9825570317297035,0.9503202291079653,0.9418112596849643,0.9333263674947612,0.9165184272364152,0.9088608873387222,0.9012094508327368
2016-11-30,1.02342017966037,1.1762589928057554,0.9765538541996092,0.9746197384344667,0.9726510703825378,0.9407392733435951,0.9323160898032314,0.9239167407533823,0.9072782550927317,0.8996979171200074,0.8921236210057051
2016-12-01,1.0330938761041988,1.1873773708306081,0.9857845550733335,0.9838321574243949,0.9818448808893507,0.9496314432890168,0.941128641110796,0.9326498987143539,0.904091204165159,0.8960858742446485,0.8880942094400243
2016-12-02,1.0217130567585178,1.1742969260954872,0.9749249069865991,0.9729940174362441,0.9710286332342768,0.9391700668826384,0.9307609336901319,0.922375595230858,0.8934162051626992,0.8854610869441703,0.8775202628542105
2016-12-05,1.001227581936292,1.1507521255722695,0.9553775404304767,0.9534853654575726,0.9515593874551435,0.9203395893511569,0.9120990603329363,0.9038818489605651,0.8908741075473665,0.882595608324427,0.8743375986505276
2016-12-06,0.9995204590344396,1.1487900588620013,0.9539596424190085,0.9519139225636953,0.9498350923511978,0.9189736919771947,0.9105958263675314,0.9022439490383372,0.890264151901271,0.8818906061268305,0.8735394205460159
2016-12-07,1.0040727867727122,1.1540222367560498,0.9528698179988803,0.950645187327986,0.9483882757596499,0.9179238362742504,0.9093821609477728,0.9008696246681341,0.889247094606639,0.8807151997591824,0.872208819753105
2016-12-08,1.0063489506418484,1.156638325703074,0.9578868357357686,0.9564847094630415,0.9550461713239299,0.9227568576174724,0.9149682169535948,0.9071939287863692,0.8939291281455827,0.886125163405166,0.8783319186784989
2016-12-09,0.9886308699045637,1.1631785480706345,0.9412103862854859,0.9397856412467522,0.9383252597210726,0.906692007870227,0.8989939765716213,0.8913108124037784,0.8783661583233653,0.8706544879145139,0.8629541172578282
2016-12-12,1.000065212705951,1.1324395029431003,0.9520962715361188,0.9506550481294994,0.9491777760701597,0.9171786592068043,0.9093915937383749,0.9016195673515089,0.8750733121503598,0.8669192665117964,0.8587848571262864
2016-12-13,0.999185647875075,1.1308044473512102,0.9512588957476085,0.9498189399077496,0.9483429671202298,0.9163719937193752,0.9085917770332399,0.9008265862016834,0.8754725851444969,0.8673807444483427,0.8593073117922189
2016-12-14,1.0229338983087257,1.1229561805101376,0.9738680420373845,0.9723938618949938,0.970882808768334,0.9193960770051531,0.9121654183132961,0.9049399411072123,0.879064949855576,0.871533099076021,0.8640086891819635
2016-12-15,1.0185360741543459,1.1102027468933946,0.9696811630948333,0.9682133207862448,0.966708764018685,0.9147110306502404,0.9074718056625546,0.90023845519822,0.8745854223243428,0.8670485629411966,0.8595198557324576
2016-12-16,1.0220543334778496,1.1102027468933946,0.9730306662488741,0.9715577536732438,0.9700479998184041,0.9178706542448871,0.9106064232986946,0.9033480871678166,0.8776064427814216,0.8700435493416843,0.8624888362358512
2016-12-19,1.0220543334778496,1.1069326357096143,0.9730306662488741,0.9715577536732438,0.9700479998184041,0.9178706542448871,0.9106064232986946,0.9033480871678166,0.8776064427814216,0.8700435493416843,0.8624888362358512
2016-12-20,1.0290908521248572,1.0987573577501637,0.979729672556956,0.9782466194472421,0.9767264714178424,0.9241899014341808,0.9168756585709749,0.9095673511070099,0.8836484836955796,0.8760335221426598,0.8684267972426385
2016-12-21,1.067791704683399,1.1108567691301507,1.0165742072514057,1.0150353812042325,1.013458065214753,0.9589457609752954,0.9513564525685159,0.9437733027725728,0.9168797087234476,0.9089783725480249,0.9010855827799685
2016-12-22,1.0757077881612827,1.1088947024198827,1.0241105893479978,1.0225603551999807,1.0209713457641212,0.9660549140632508,0.9584093422498312,0.9507699747041654,0.9236770047518753,0.9157170919491225,0.9077657889126044
