date,hs300_benchmark,base_pool,plus_sh_dividend,plus_soymeal,plus_coal,plus_reits
2024-03-12,0.8835078534031413,1.0941627400090825,1.0680049501568725,1.1680996042495646,1.0536202603552578,1.0600659131260315
2024-03-13,0.8780104712041884,1.0901002545882568,1.0640395852429236,1.16376260076844,1.0497083039430477,1.056130024834722
2024-03-14,0.8746073298429319,1.086037769167431,1.0600742203289748,1.1594255972873155,1.0457963475308376,1.0521941365434127
2024-03-15,0.8769633507853403,1.084683607360489,1.0587524320243253,1.157979929460274,1.044492362060101,1.0508821737796428
2024-03-18,0.8850785340314137,1.1131210053062695,1.0865099864219667,1.1883389538281461,1.0718760569455716,1.0784333918188094
2024-03-19,0.8790575916230368,1.0982252254299083,1.0719703150708213,1.1724366077306894,1.057532216767468,1.0640018014173411
2024-03-20,0.8798429319371729,1.0968710636229664,1.0706485267661718,1.1709909399036478,1.0562282312967313,1.0626898386535713
2024-03-21,0.8793193717277488,1.0914544163951987,1.0653613735475733,1.1652082685954817,1.0510122894137843,1.0574419875984917
2024-03-22,0.8712041884816755,1.0724961510980116,1.0468563372824788,1.144207348984993,1.0327564928234705,1.0390745089057138
2024-03-25,0.8662303664921466,1.0528612215625246,1.0276908135691534,1.113931789568419,1.0138491047240867,1.0200514525119013
2024-03-26,0.8691099476439791,1.0572161154069823,1.0319415963944305,1.1165417515870892,1.018042634825632,1.0242706370545533
2024-03-27,0.8591623036649214,1.0301773400768806,1.0055492282001997,1.1207176908169616,0.9920057387942859,0.9980744570787335
2024-03-28,0.8636125654450261,1.0184268797916287,0.9940796823160412,1.1014039718788025,0.9806906733361637,0.9866901703026792
2024-03-29,0.8678010471204187,1.026326569372715,1.0017905166086007,1.1154977667796213,0.9882976523428523,0.9943436859479999
2024-04-01,0.8829842931937173,1.0300437936636895,1.0054188744373191,1.1259376148543019,0.9918771407334209,0.997945072303263
2024-04-02,0.8798429319371728,1.0239453132732645,0.9994661884179118,1.1154977667796213,0.9860046299434102,0.9920366356993046
2024-04-03,0.8761780104712041,1.0110167108329455,0.9868466658368775,1.108189873127345,0.9735550765350338,0.9795109206020911
2024-04-08,0.868586387434555,0.992916667416499,0.9691793342234296,1.087261806571917,0.9561257017633069,0.9619749194659923
2024-04-09,0.8670157068062828,0.9942464784466405,0.9704773538973152,1.0907404349581933,0.9574062387369836,0.9632632902836098
2024-04-10,0.8602094240837697,0.9970612570781154,0.9732248405390062,1.0871891870304224,0.960116720172782,0.9659903534261524
2024-04-11,0.8594240837696336,0.9911395866574585,0.9674447375513952,1.079759576647695,0.9544144679371606,0.9602532169544307
2024-04-12,0.8520942408376965,1.0142686480663685,0.9900208600731629,1.1049566587654274,0.9766865183482596,0.9826615193994405
2024-04-15,0.8712041884816756,1.0014428671969247,0.9775017009414239,1.0909840963653414,0.9643359766191465,0.9702354216977325
2024-04-16,0.8628272251308903,1.0066192379337742,0.9825543218803864,1.096623297897228,0.9693205450786879,0.9752504838737591
2024-04-17,0.8748691099476442,1.0081801070415455,0.9840778758022031,1.0980715164857937,0.970823578636289,0.9767627124257805
2024-04-18,0.8764397905759165,1.0052262740965419,0.9811946591728613,1.0954977542790516,0.9679791953258732,0.9739009282472761
2024-04-19,0.8691099476439793,1.0100262526321726,0.9858798861955416,1.099682575819732,0.9726013182052987,0.9785513275373457
2024-04-22,0.867277486910995,0.9902724948124609,0.9665983749868187,1.0824767947029033,0.953579504816893,0.9594131458435976
2024-04-23,0.860732984293194,0.9659033730161812,0.9428118377947494,1.055733079423304,0.9301133425059628,0.9358034263709364
2024-04-24,0.8643979057591625,0.9760571737646312,0.9527228949581117,1.0668311909233579,0.9398909101355171,0.9456408094845452
2024-04-25,0.867015706806283,0.9761072449253402,0.9527717690839997,1.0668859187379223,0.9399391259881077,0.9456893203036011
2024-04-26,0.8801047120418851,0.98357703113773,0.960062977566734,1.073503516721017,0.947132131019362,0.9529263294362896
2024-04-29,0.8913612565445029,0.978311211836536,0.9549230464809249,1.0678630403711975,0.9420614283713613,0.9478246061352106
2024-04-30,0.8866492146596862,0.9771285160005417,0.9537686249664787,1.0665720839189166,0.9409225554696656,0.946678766037125
2024-05-06,0.8997382198952885,0.9723963007130628,0.9491495411981962,1.0614066950902514,0.9363656849777959,0.9420940183241945
