date,hs300_benchmark,base_pool_nav,plus_510880_nav,plus_520550_nav,plus_both_nav
2016-07-12,1.084695879659908,1.0133502204409668,1.0133502204409668,1.0133502204409668,1.0133502204409668
2016-07-13,1.086984957488554,1.0058516371036852,1.0058516371036852,1.0058516371036852,1.0058516371036852
2016-07-14,1.085349901896664,1.0002867594433604,1.0002867594433604,1.0002867594433604,1.0002867594433604
2016-07-15,1.086657946370176,1.0011226536713076,1.0011226536713076,1.0011226536713076,1.0011226536713076
2016-07-18,1.0827338129496398,0.9983369210697874,0.9983369210697874,0.9983369210697874,0.9983369210697874
2016-07-19,1.0771746239372133,0.9923171695462629,0.9923171695462629,0.9923171695462629,0.9923171695462629
2016-07-20,1.0748855461085671,0.9902084202485021,0.9902084202485021,0.9902084202485021,0.9902084202485021
2016-07-21,1.0807717462393718,1.0008789373114944,1.0008789373114944,1.0008789373114944,1.0008789373114944
2016-07-22,1.0712884238064089,0.9872747575810468,0.9872747575810468,0.9872747575810468,0.9872747575810468
2016-07-25,1.070961412688031,0.9960203016934773,0.9960203016934773,0.9960203016934773,0.9960203016934773
2016-07-26,1.084695879659908,1.0018506644350977,1.0018506644350977,1.0018506644350977,1.0018506644350977
2016-07-27,1.0647482014388483,0.9989354830642877,0.9989354830642877,0.9989354830642877,0.9989354830642877
2016-07-28,1.0676913015042506,1.0115679356711318,1.0115679356711318,1.0115679356711318,1.0115679356711318
2016-07-29,1.0640941792020924,1.0067093000531149,1.0067093000531149,1.0067093000531149,1.0067093000531149
2016-08-01,1.0552648790058856,1.0115679356711318,1.0115679356711318,1.0115679356711318,1.0115679356711318
2016-08-02,1.0578809679529098,1.0203134797835625,1.0203134797835625,1.0203134797835625,1.0203134797835625
2016-08-03,1.0591890124264218,1.0037941186823047,1.0037941186823047,1.0037941186823047,1.0037941186823047
2016-08-04,1.0624591236102021,1.0086527543003216,1.0086527543003216,1.0086527543003216,1.0086527543003216
2016-08-05,1.0667102681491163,1.0057375729295113,1.0057375729295113,1.0057375729295113,1.0057375729295113
2016-08-08,1.0755395683453228,1.0193417526599586,1.0193417526599586,1.0193417526599586,1.0193417526599586
2016-08-09,1.0804447351209931,1.0232286611543724,1.0232286611543724,1.0232286611543724,1.0232286611543724
2016-08-10,1.0771746239372129,1.0183700255363555,1.0183700255363555,1.0183700255363555,1.0183700255363555
2016-08-11,1.0758665794637008,1.0183700255363555,1.0183700255363555,1.0183700255363555,1.0183700255363555
2016-08-12,1.0948332243296262,1.0232286611543724,1.0232286611543724,1.0232286611543724,1.0232286611543724
2016-08-15,1.1272073250490506,1.0203134797835625,1.0203134797835625,1.0203134797835625,1.0203134797835625
2016-08-16,1.1239372138652703,1.016336122015111,1.016336122015111,1.016336122015111,1.016336122015111
2016-08-17,1.1213211249182462,1.011459254387799,1.011459254387799,1.011459254387799,1.011459254387799
2016-08-18,1.1196860693263562,1.0147875245236195,1.0065740133027938,1.0147875245236195,1.0065740133027938
2016-08-19,1.118378024852844,1.0150698019991475,1.0096346716480704,1.0150698019991475,1.0096346716480704
2016-08-22,1.1105297580117715,1.0088601292444779,1.0059646629968695,1.0088601292444779,1.0059646629968695
2016-08-23,1.1111837802485276,1.0102735935236296,1.0050463232512656,1.0102735935236296,1.0050463232512656
2016-08-24,1.1066056245912352,1.0105561875358042,1.002903040916838,1.0105561875358042,1.002903040916838
2016-08-25,1.1007194244604308,1.003774405361499,0.9989205317051024,1.003774405361499,0.9989205317051024
2016-08-26,1.0994113799869187,1.0049066147718468,0.9980005741931715,1.0049066147718468,0.9980005741931715
2016-08-29,1.0990843688685408,1.0017939156483016,0.9992274669466934,1.0017939156483016,0.9992274669466934
2016-08-30,1.1036625245258331,1.0034930714062915,0.9983075797504248,1.0034930714062915,0.9983075797504248
2016-08-31,1.1082406801831253,0.9998131250231374,1.0022946760750808,0.9998131250231374,1.0022946760750808
2016-09-01,1.0964682799215166,0.9975464569394858,0.9976987509268572,0.9975464569394858,0.9976987509268572
2016-09-02,1.1013734466971867,0.9992474242550488,0.9998459888227796,0.9992474242550488,0.9998459888227796
2016-09-05,1.103662524525833,1.007748643036375,1.0038315765129893,1.007748643036375,1.0038315765129893
2016-09-06,1.1131458469587956,1.0080314206282477,1.006588093427899,1.0080314206282477,1.006588093427899
2016-09-07,1.1137998691955517,1.007715922192426,1.0062730467314425,1.007715922192426,1.0062730467314425
2016-09-08,1.1121648136036615,1.0062365975855667,1.004795840262371,1.0062365975855667,1.004795840262371
2016-09-09,1.106605624591235,1.0005983777279719,1.0017596345353594,1.0005983777279719,1.0017596345353594
2016-09-12,1.0846958796599075,0.9950240135066462,0.983171851202536,0.9950240135066462,0.983171851202536
2016-09-13,1.0846958796599075,0.9964195591076375,0.9828656863598104,0.9964195591076375,0.9828656863598104
2016-09-14,1.078155657292347,0.9925133991279365,0.9794976107990758,0.9925133991279365,0.9794976107990758
2016-09-19,1.0850228907782855,0.9877655334127976,0.9837879405765299,0.9877655334127976,0.9837879405765299
2016-09-20,1.0837148463047734,0.9891636445712021,0.9844001773345705,0.9891636445712021,0.9844001773345705
2016-09-21,1.0879659908436878,0.9911203087921836,0.9862366020726996,0.9911203087921836,0.9862366020726996
2016-09-22,1.0951602354480046,0.9969874057575496,0.9912811293149629,0.9969874057575496,0.9912811293149629
2016-09-23,1.0925441465009804,0.9978243311768634,0.9921132645756681,0.9978243311768634,0.9921132645756681
2016-09-26,1.074231523871811,0.9981032478312805,0.9923905848452909,0.9981032478312805,0.9923905848452909
2016-09-27,1.0797907128842374,0.9967087619803111,0.9910040803607009,0.9967087619803111,0.9910040803607009
2016-09-28,1.0781556572923474,0.990849872126823,0.9851787239750956,0.990849872126823,0.9851787239750956
2016-09-29,1.0830608240680177,0.9894528331812792,0.9837896810086167,0.9894528331812792,0.9837896810086167
2016-09-30,1.086330935251798,0.9925274041318424,0.9868466545936717,0.9925274041318424,0.9868466545936717
2016-10-10,1.0987573577501628,0.9629226472305479,0.9574113410834559,0.9629226472305479,0.9574113410834559
2016-10-11,1.101373446697187,0.9612339264754486,0.9578228217484482,0.9612339264754486,0.9578228217484482
2016-10-12,1.0987573577501628,0.9595444636973154,0.9557629877231827,0.9595444636973154,0.9557629877231827
2016-10-13,1.0987573577501628,0.9620797738399285,0.9592960353481896,0.9620797738399285,0.9592960353481896
2016-10-14,1.102027468933943,0.9592646172229865,0.9592960353481896,0.9592646172229865,0.9592960353481896
2016-10-17,1.0918901242642243,0.9620818407684285,0.954883788347738,0.9620818407684285,0.954883788347738
2016-10-18,1.1056245912361014,0.9637709383674368,0.9640129779973232,0.9637709383674368,0.9640129779973232
2016-10-19,1.1049705689993454,0.9637709383674368,0.9643067724287128,0.9637709383674368,0.9643067724287128
2016-10-20,1.1033355134074554,0.9696801908362591,0.9640130003731366,0.9696801908362591,0.9640130003731366
2016-10-21,1.1088947024198819,0.9668705416052956,0.9693013002608977,0.9668705416052956,0.9693013002608977
2016-10-24,1.1223021582733808,0.9694010642877959,0.9798634937711187,0.9694010642877959,0.9798634937711187
2016-10-25,1.1193590582079787,0.972210922445152,0.9798634937711187,0.972210922445152,0.9798634937711187
2016-10-26,1.1160889470241984,0.9758611006377258,0.9737187730934946,0.9758611006377258,0.9737187730934946
2016-10-27,1.1144538914323083,0.9740964776238362,0.9719580239920761,0.9740964776238362,0.9719580239920761
2016-10-28,1.1128188358404183,0.9714374335538896,0.9693048173751734,0.9714374335538896,0.9693048173751734
2016-10-31,1.1105297580117721,0.974200565685162,0.966678301255917,0.974200565685162,0.966678301255917
2016-11-01,1.1173969914977107,0.9772755172554739,0.9704806667374078,0.9772755172554739,0.9704806667374078
2016-11-02,1.1098757357750162,0.9842585506049234,0.9652210048627301,0.9842585506049234,0.9652210048627301
2016-11-03,1.1183780248528448,0.9839797238200495,0.9701952396736937,0.9839797238200495,0.9701952396736937
2016-11-04,1.1147809025506865,0.9786816395826904,0.9693185572282054,0.9786816395826904,0.9693185572282054
2016-11-07,1.1157619359058206,0.9753309463801249,0.972826080088888,0.9753309463801249,0.972826080088888
2016-11-08,1.121648136036625,0.977007733107426,0.9763304442047804,0.977007733107426,0.9763304442047804
2016-11-09,1.1173969914977107,0.9957238212041231,0.9707868421308496,0.9957238212041231,0.9707868421308496
2016-11-10,1.1288423806409416,0.981265841810723,0.9804289687795533,0.981265841810723,0.9804289687795533
2016-11-11,1.1386527141922824,0.9689869375690815,0.9853839423861687,0.9689869375690815,0.9853839423861687
2016-11-14,1.1402877697841725,0.9449109891022152,0.9871305608955678,0.9449109891022152,0.9871305608955678
2016-11-15,1.1389797253106604,0.952236426513071,0.9845117915372599,0.952236426513071,0.9845117915372599
2016-11-16,1.1393067364290386,0.9558921145292157,0.9862587995222427,0.9558921145292157,0.9862587995222427
2016-11-17,1.1419228253760627,0.9542064855249027,0.9874229559805501,0.9542064855249027,0.9874229559805501
2016-11-18,1.1379986919555265,0.9460556790211552,0.98509532912299,0.9460556790211552,0.98509532912299
2016-11-21,1.143230869849575,0.952252396531677,0.9923734623267063,0.952252396531677,0.9923734623267063
2016-11-22,1.154676258992806,0.9539396654513345,1.0002194604183083,0.9539396654513345,1.0002194604183083
2016-11-23,1.156638325703074,0.9545018398398142,1.0016695792445762,0.9545018398398142,1.0016695792445762
2016-11-24,1.1599084368868544,0.9452273280357025,1.0034090922620778,0.9452273280357025,1.0034090922620778
2016-11-25,1.1726618705035972,0.9547602401064353,1.0135287855504493,0.9547602401064353,1.0135287855504493
2016-11-28,1.1778940483976454,0.9590201854052928,1.0180509441028216,0.9590201854052928,1.0180509441028216
2016-11-29,1.1870503597122302,0.9333263674947612,0.990775589548769,0.9333263674947612,0.990775589548769
2016-11-30,1.1762589928057554,0.9239167407533823,0.9807867701959547,0.9239167407533823,0.9807867701959547
2016-12-01,1.1873773708306081,0.9326498987143539,0.9900574819520466,0.9326498987143539,0.9900574819520466
2016-12-02,1.1742969260954872,0.922375595230858,0.9791507622389974,0.922375595230858,0.9791507622389974
2016-12-05,1.1507521255722695,0.9038818489605651,0.9595186667555088,0.9038818489605651,0.9595186667555088
2016-12-06,1.1487900588620013,0.9022439490383372,0.956718422985822,0.9022439490383372,0.956718422985822
2016-12-07,1.1540222367560498,0.9008696246681341,0.9600401216696064,0.9008696246681341,0.9600401216696064
2016-12-08,1.156638325703074,0.9071939287863692,0.9619761046301213,0.9071939287863692,0.9619761046301213
2016-12-09,1.1631785480706345,0.8913108124037784,0.9451338640217083,0.8913108124037784,0.9451338640217083
2016-12-12,1.1324395029431003,0.9016195673515089,0.9560651275735608,0.9016195673515089,0.9560651275735608
2016-12-13,1.1308044473512102,0.9008265862016834,0.9552242611464951,0.9008265862016834,0.9552242611464951
2016-12-14,1.1229561805101376,0.9049399411072123,0.9501879091613036,0.9049399411072123,0.9501879091613036
2016-12-15,1.1102027468933946,0.90023845519822,0.9452513439121767,0.90023845519822,0.9452513439121767
2016-12-16,1.1102027468933946,0.9033480871678166,0.9485164608168819,0.9033480871678166,0.9485164608168819
2016-12-19,1.1069326357096143,0.9033480871678166,0.9485164608168819,0.9033480871678166,0.9485164608168819
2016-12-20,1.0987573577501637,0.9095673511070099,0.9550466946262925,0.9095673511070099,0.9550466946262925
2016-12-21,1.1108567691301507,0.9437733027725728,0.9909629805780507,0.9437733027725728,0.9909629805780507
2016-12-22,1.1088947024198827,0.9507699747041654,0.9983094936136377,0.9507699747041654,0.9983094936136377
2016-12-23,1.100065402223676,0.9492151587193671,0.9966769351612852,0.9492151587193671,0.9966769351612852
2016-12-26,1.1039895356442122,1.0036337181873078,1.0538164809936275,1.0036337181873078,1.0538164809936275
2016-12-27,1.1023544800523222,0.9989692702329129,1.0489188056365695,0.9989692702329129,1.0489188056365695
2016-12-28,1.0964682799215177,0.988862966331724,1.0383071756962774,0.988862966331724,1.0383071756962774
2016-12-29,1.0971223021582737,0.9764244384533375,1.0252467080774563,0.9764244384533375,1.0252467080774563
2016-12-30,1.0981033355134078,0.9803114784153331,1.0293281042083378,0.9803114784153331,1.0293281042083378
2017-01-03,1.1105297580117728,0.9655407265597492,1.0138187989109877,0.9655407265597492,1.0138187989109877
2017-01-04,1.1203400915631136,0.9484377507269679,0.9958606559351088,0.9484377507269679,0.9958606559351088
2017-01-05,1.1180510137344675,0.9352218148561824,0.9819839090901114,0.9352218148561824,0.9819839090901114
2017-01-06,1.1144538914323092,0.9335293897764784,0.9802068609404535,0.9335293897764784,0.9802068609404535
2017-01-09,1.1183780248528457,0.9366412862635002,0.9834743555908851,0.9366412862635002,0.9834743555908851
2017-01-10,1.1154349247874433,0.9461262613142698,0.9934335895715524,0.9461262613142698,0.9934335895715524
2017-01-11,1.1072596468279927,0.9714195281163222,1.0199915468533316,0.9714195281163222,1.0199915468533316
2017-01-12,1.1017004578155665,0.9951319657432461,1.0448896318049994,0.9951319657432461,1.0448896318049994
2017-01-13,1.1036625245258347,0.9793236739919636,1.0282909085038876,0.9793236739919636,1.0282909085038876
2017-01-16,1.1023544800523226,0.9816949177546559,1.0307807169990542,0.9816949177546559,1.0307807169990542
2017-01-17,1.1039895356442126,0.9872278198676049,1.0365902701544434,0.9872278198676049,1.0365902701544434
2017-01-18,1.1111837802485292,0.9745811864665788,1.0233112915135538,0.9745811864665788,1.0233112915135538
2017-01-19,1.107259646827993,0.9603537238904244,1.0083724405425532,0.9603537238904244,1.0083724405425532
2017-01-20,1.1167429692609556,0.9612195141589783,1.009281521253526,0.9612195141589783,1.009281521253526
2017-01-23,1.0990843688685423,0.9649663968228662,0.981424645064115,0.9649663968228662,0.981424645064115
2017-01-24,1.0997383911052983,0.9638146279046145,0.9794690292506695,0.9638146279046145,0.9794690292506695
2017-01-25,1.1030085022890785,0.9563258926560466,0.9718586609994875,0.9563258926560466,0.9718586609994875
2017-01-26,1.107586657946371,0.9534399601244554,0.9689258547799493,0.9534399601244554,0.9689258547799493
2017-02-03,1.1010464355788105,0.9629707495781796,0.9786114445437474,0.9629707495781796,0.9786114445437474
2017-02-06,1.1007194244604326,0.970749421302521,0.9865164584562922,0.970749421302521,0.9865164584562922
2017-02-07,1.0987573577501644,0.9767874036342062,0.992652510474828,0.9767874036342062,0.992652510474828
2017-02-08,1.106278613472859,0.9766897248938429,0.9925532452237806,0.9766897248938429,0.9925532452237806
2017-02-09,1.1102027468933955,0.9817584503391594,0.9977042975607386,0.9817584503391594,0.9977042975607386
2017-02-10,1.1160889470242,0.973732395854635,0.9895478828653517,0.973732395854635,0.9895478828653517
2017-02-13,1.1219751471550043,0.9757430527192313,0.9915911970777578,0.9757430527192313,0.9915911970777578
2017-02-14,1.1232831916285164,0.9760301415173834,0.9918829488091525,0.9760301415173834,0.9918829488091525
2017-02-15,1.11935905820798,0.9722982615645228,0.9880904551813527,0.9722982615645228,0.9880904551813527
2017-02-16,1.1242642249836505,0.9774704429337616,0.9933466437866766,0.9774704429337616,0.9933466437866766
2017-02-17,1.11772400261609,0.9950750864663853,1.0112372242074061,0.9950750864663853,1.0112372242074061
2017-02-20,1.1360366252452594,1.0004663601546706,1.0167160636574462,1.0004663601546706,1.0167160636574462
2017-02-21,1.1363636363636374,1.0004663601546706,1.0167160636574462,1.0004663601546706,1.0167160636574462
2017-02-22,1.1396337475474176,1.0050874518874866,1.0214122117574804,1.0050874518874866,1.0214122117574804
2017-02-23,1.1347285807717473,1.0050874518874866,1.0214122117574804,1.0050874518874866,1.0214122117574804
2017-02-24,1.1337475474166132,1.0147416416172998,1.0312232060805482,1.0147416416172998,1.0312232060805482
2017-02-27,1.1249182472204065,1.0173744847955501,1.0338988122368653,1.0173744847955501,1.0338988122368653
2017-02-28,1.1265533028122965,1.015189860433692,1.0316787049246963,1.015189860433692,1.0316787049246963
2017-03-01,1.1278613472858086,1.0087185118082918,1.0251022478212763,1.0087185118082918,1.0251022478212763
2017-03-02,1.1239372138652723,1.0093635321201568,1.025757744636139,1.0093635321201568,1.025757744636139
2017-03-03,1.1196860693263582,1.0062577981751717,1.0226015669603354,1.0062577981751717,1.0226015669603354
2017-03-06,1.1252452583387846,1.013245699551388,1.0297029667308932,1.013245699551388,1.0297029667308932
2017-03-07,1.126880313930675,1.010139965606403,1.0265467890550897,1.010139965606403,1.0265467890550897
2017-03-08,1.128188358404187,1.0039284977164329,1.0202344337034828,1.0039284977164329,1.0202344337034828
2017-03-09,1.1180510137344681,1.0039284977164329,1.0202344337034828,1.0039284977164329,1.0202344337034828
2017-03-10,1.1190320470896022,0.9976912990501031,1.013895929652932,0.9976912990501031,1.013895929652932
2017-03-13,1.131131458469589,1.005999211726208,1.020906700106133,1.005999211726208,1.020906700106133
2017-03-14,1.1285153695225647,1.0033343131520989,1.02210776681214,1.0033343131520989,1.02210776681214
2017-03-15,1.1304774362328327,1.0033343131520989,1.0236086592744194,1.0033343131520989,1.0236086592744194
2017-03-16,1.1373446697187712,1.0154824731636856,1.0263092757444727,1.0154824731636856,1.0263092757444727
2017-03-17,1.124591236102028,1.0166641254960942,1.0176130101501442,1.0166641254960942,1.0176130101501442
2017-03-20,1.125245258338784,1.0202080527309392,1.0203433168478786,1.0202080527309392,1.0203433168478786
2017-03-21,1.1330935251798566,1.0157819874262497,1.0159166647140483,1.0157819874262497,1.0159166647140483
2017-03-22,1.1272073250490522,1.0231668074002682,1.0088708370667716,1.0231668074002682,1.0088708370667716
2017-03-23,1.1304774362328323,1.024051389654505,1.0089352652447239,1.024051389654505,1.0089352652447239
2017-03-24,1.1412688031393072,1.0222826071174982,1.0071925918826603,1.0222826071174982,1.0071925918826603
2017-03-27,1.1360366252452587,1.030245572971713,1.0078528055262834,1.030245572971713,1.0078528055262834
2017-03-28,1.1344015696533685,1.0281850818257696,1.0050324302352989,1.0281850818257696,1.0050324302352989
2017-03-29,1.1321124918247225,1.0255056160411018,1.002413300608836,1.0255056160411018,1.002413300608836
2017-03-30,1.1213211249182475,1.024769431104963,1.0016936930707105,1.024769431104963,1.0016936930707105
2017-03-31,1.1294964028776981,1.016303304339369,0.9934182063822673,1.016303304339369,0.9934182063822673
2017-04-05,1.1481360366252458,1.0157951526871993,1.0039688060681526,1.0157951526871993,1.0039688060681526
2017-04-06,1.1468279921517337,1.015970719345108,1.0050226955365937,1.015970719345108,1.0050226955365937
2017-04-07,1.1491170699803797,1.0232432370211646,1.0064651393048558,1.0232432370211646,1.0064651393048558
2017-04-10,1.1461739699149776,1.0200490048516766,1.0025206242663802,1.0200490048516766,1.0025206242663802
2017-04-11,1.1491170699803797,1.0217926783642435,1.002293070050991,1.0217926783642435,1.002293070050991
2017-04-12,1.1448659254414655,1.0299263514258494,0.9988467901539677,1.0299263514258494,0.9988467901539677
2017-04-13,1.1491170699803799,1.033115426687126,1.0011380786162682,1.033115426687126,1.0011380786162682
2017-04-14,1.1396337475474172,1.0348535809276092,1.002822432902058,1.0348535809276092,1.002822432902058
2017-04-17,1.135709614126881,1.0328265854560477,1.0008581776994518,1.0328265854560477,1.0008581776994518
2017-04-18,1.1330935251798568,1.0302191691112779,0.9983314670124125,1.0302191691112779,0.9983314670124125
2017-04-19,1.1242642249836503,1.0296393764026681,0.9977696202494087,1.0296393764026681,0.9977696202494087
2017-04-20,1.1304774362328327,1.0277244863607247,0.9959140005501654,1.0277244863607247,0.9959140005501654
2017-04-21,1.131458469587967,1.0250128012392512,0.9932862484498705,1.0250128012392512,0.9932862484498705
2017-04-24,1.1193590582079802,1.0186313985856217,0.9871023651910386,1.0186313985856217,0.9871023651910386
2017-04-25,1.1229561805101385,1.0192557597134606,0.9877074008760557,1.0192557597134606,0.9877074008760557
2017-04-26,1.1255722694571626,1.0153778455820814,0.983949517291859,1.0153778455820814,0.983949517291859
2017-04-27,1.1262262916939187,1.0177036931882824,0.9862033744538732,1.0177036931882824,0.9862033744538732
2017-04-28,1.1219751471550043,1.0212336213300945,0.9896240430319039,1.0212336213300945,0.9896240430319039
2017-05-02,1.1203400915631143,1.0141593341127038,0.9827687216133582,1.0141593341127038,0.9827687216133582
2017-05-03,1.1147809025506878,1.0141593341127038,0.9827687216133582,1.0141593341127038,0.9827687216133582
2017-05-04,1.1105297580117737,1.0016460338639674,0.970642737386852,1.0016460338639674,0.970642737386852
2017-05-05,1.1033355134074572,1.0022298712607551,0.9712085036454381,1.0022298712607551,0.9712085036454381
2017-05-08,1.0938521909744945,0.9996029855406687,0.9686629262059597,0.9996029855406687,0.9686629262059597
2017-05-09,1.0948332243296284,1.0004791897646637,0.9695120098520134,1.0004791897646637,0.9695120098520134
2017-05-10,1.090909090909092,0.9960991276423813,0.9652675209362074,0.9960991276423813,0.9652675209362074
2017-05-11,1.0964682799215184,0.997560755122414,0.96668390761403,0.997560755122414,0.96668390761403
2017-05-12,1.105297580117725,0.999898502772646,0.9689492964857729,0.999898502772646,0.9689492964857729
2017-05-15,1.1098757357750173,1.0031110280827589,0.972062386594964,1.0031110280827589,0.972062386594964
2017-05-16,1.1229561805101382,1.005153726903582,0.9740418590913028,1.005153726903582,0.9740418590913028
2017-05-17,1.1154349247874435,1.0083620521835062,0.9771508791711008,1.0083620521835062,0.9771508791711008
2017-05-18,1.110529758011773,1.0150650369234546,0.9836463907956488,1.0150650369234546,0.9836463907956488
2017-05-19,1.1124918247220412,1.0130283603893193,0.9816727541820852,1.0130283603893193,0.9816727541820852
2017-05-22,1.1134728580771753,1.0147749610106802,0.9833652934134336,1.0147749610106802,0.9833652934134336
2017-05-23,1.1183780248528457,1.0185576347004692,0.9892499835630897,1.0185576347004692,0.9892499835630897
2017-05-24,1.1183780248528457,1.0095457797805363,0.9883812678804875,1.0095457797805363,0.9883812678804875
2017-05-25,1.1422498364944416,1.0130420422213346,1.0028630446992493,1.0130420422213346,1.0028630446992493
2017-05-26,1.1402877697841736,1.025365854517579,1.0150630279246378,1.025365854517579,1.0150630279246378
2017-05-31,1.1409417920209295,1.0269229780627842,1.0166045055676518,1.0269229780627842,1.0166045055676518
2017-06-01,1.1435578809679536,1.0230301691997714,1.0127508114601171,1.0230301691997714,1.0127508114601171
2017-06-02,1.1406147809025515,1.0203427422556917,1.012127711742836,1.0203427422556917,1.012127711742836
2017-06-05,1.1330935251798568,1.0303583765355022,1.0052071803804918,1.0303583765355022,1.0052071803804918
2017-06-06,1.1419228253760636,1.035354053512644,1.0075180014848146,1.035354053512644,1.0075180014848146
2017-06-07,1.1576193590582087,1.0356475628120096,1.0147351791458807,1.0356475628120096,1.0147351791458807
2017-06-08,1.1657946370176593,1.030658258223188,1.0236685949935265,1.030658258223188,1.0236685949935265
2017-06-09,1.172988881621976,1.0230183110489035,1.0248187844261034,1.0230183110489035,1.0248187844261034
2017-06-12,1.1706998037933298,1.0201029798039796,1.0218983223089013,1.0201029798039796,1.0218983223089013
2017-06-13,1.172988881621976,1.0220975945689594,1.0238964475201198,1.0220975945689594,1.0238964475201198
2017-06-14,1.1612164813603671,1.0118395757776344,1.0136203750052817,1.0118395757776344,1.0136203750052817
2017-06-15,1.157292347939831,1.0084202361805261,1.0101950175003356,1.0084202361805261,1.0101950175003356
2017-06-16,1.1553302812295627,1.0067105663819718,1.0084823387478625,1.0067105663819718,1.0084823387478625
2017-06-19,1.1684107259646839,1.0181083650389995,1.0199001970976826,1.0181083650389995,1.0199001970976826
2017-06-20,1.1648136036625256,1.014973970408317,1.0167602860514822,1.014973970408317,1.0167602860514822
2017-06-21,1.179529103989537,1.0277964938974733,1.02960537669503,1.0277964938974733,1.02960537669503
2017-06-22,1.180837148463049,1.0289362737631762,1.030747162530012,1.0289362737631762,1.030747162530012
2017-06-23,1.1922825376062798,1.0389093475880753,1.0407377885861044,1.0389093475880753,1.0407377885861044
2017-06-26,1.2069980379332907,1.0517318710772314,1.053582879229652,1.0517318710772314,1.053582879229652
2017-06-27,1.207652060170047,1.0523017610100829,1.054153772147143,1.0523017610100829,1.054153772147143
2017-06-28,1.1994767822105963,1.0451781368494406,1.0470176106785054,1.0451781368494406,1.0470176106785054
2017-06-29,1.2066710268149128,1.0514469261108057,1.0532974327709064,1.0514469261108057,1.0532974327709064
2017-06-30,1.2047089601046446,1.0497372563122516,1.0515847540184333,1.0497372563122516,1.0515847540184333
2017-07-03,1.199476782210596,1.0451781368494404,1.0470176106785052,1.0451781368494404,1.0470176106785052
2017-07-04,1.1896664486592552,1.0366297878566695,1.03845421691614,1.0366297878566695,1.03845421691614
2017-07-05,1.2050359712230225,1.0353886925772235,1.042386895692645,1.0353886925772235,1.042386895692645
2017-07-06,1.2040549378678884,1.033614679788297,1.0406008923325298,1.033614679788297,1.0406008923325298
2017-07-07,1.2034009156311323,1.0283778857390034,1.035328702736913,1.0283778857390034,1.035328702736913
2017-07-10,1.2047089601046443,1.0284661921009308,1.0354176059624738,1.0284661921009308,1.0354176059624738
2017-07-11,1.2145192936559852,1.0368413239584302,1.0438493454247089,1.0368413239584302,1.0438493454247089
2017-07-12,1.2073250490516687,1.030699560596264,1.0376660698190698,1.030699560596264,1.0376660698190698
2017-07-13,1.2197514715500335,1.032234763711588,1.0437895711074665,1.032234763711588,1.0437895711074665
2017-07-14,1.2279267495094839,1.0294657285779354,1.0519623412896106,1.0294657285779354,1.0519623412896106
2017-07-17,1.2112491824722047,1.0356232805993362,1.0471806942837487,1.0356232805993362,1.0471806942837487
2017-07-18,1.2119032047089606,1.0396197489177899,1.0471806942837487,1.0396197489177899,1.0471806942837487
2017-07-19,1.2370830608240686,1.0399268743975292,1.0553469437316085,1.0399268743975292,1.0553469437316085
