date,baseline_cf60top2_nav,baseline_cf60top2__trf3_vr899_vb069_rc180_nav,baseline_cf60top2__trf3_vr899_vb069_rc181_nav,baseline_cf60top2__trf3_vr899_vb069_rc182_nav,baseline_cf60top2__trf3_vr899_vb069_rc183_nav,baseline_cf60top2__trf3_vr899_vb069_rc184_nav,baseline_cf60top2__trf3_vr899_vb070_rc180_nav,baseline_cf60top2__trf3_vr899_vb070_rc181_nav,baseline_cf60top2__trf3_vr899_vb070_rc182_nav,baseline_cf60top2__trf3_vr899_vb070_rc183_nav,baseline_cf60top2__trf3_vr899_vb070_rc184_nav,baseline_cf60top2__trf3_vr899_vb071_rc180_nav,baseline_cf60top2__trf3_vr899_vb071_rc181_nav,baseline_cf60top2__trf3_vr899_vb071_rc182_nav,baseline_cf60top2__trf3_vr899_vb071_rc183_nav,baseline_cf60top2__trf3_vr899_vb071_rc184_nav,baseline_cf60top2__trf3_vr900_vb069_rc180_nav,baseline_cf60top2__trf3_vr900_vb069_rc181_nav,baseline_cf60top2__trf3_vr900_vb069_rc182_nav,baseline_cf60top2__trf3_vr900_vb069_rc183_nav,baseline_cf60top2__trf3_vr900_vb069_rc184_nav,baseline_cf60top2__trf3_vr900_vb070_rc180_nav,baseline_cf60top2__trf3_vr900_vb070_rc181_nav,baseline_cf60top2__trf3_vr900_vb070_rc182_nav,baseline_cf60top2__trf3_vr900_vb070_rc183_nav,baseline_cf60top2__trf3_vr900_vb070_rc184_nav,baseline_cf60top2__trf3_vr900_vb071_rc180_nav,baseline_cf60top2__trf3_vr900_vb071_rc181_nav,baseline_cf60top2__trf3_vr900_vb071_rc182_nav,baseline_cf60top2__trf3_vr900_vb071_rc183_nav,baseline_cf60top2__trf3_vr900_vb071_rc184_nav,baseline_cf60top2__trf3_vr901_vb069_rc180_nav,baseline_cf60top2__trf3_vr901_vb069_rc181_nav,baseline_cf60top2__trf3_vr901_vb069_rc182_nav,baseline_cf60top2__trf3_vr901_vb069_rc183_nav,baseline_cf60top2__trf3_vr901_vb069_rc184_nav,baseline_cf60top2__trf3_vr901_vb070_rc180_nav,baseline_cf60top2__trf3_vr901_vb070_rc181_nav,baseline_cf60top2__trf3_vr901_vb070_rc182_nav,baseline_cf60top2__trf3_vr901_vb070_rc183_nav,baseline_cf60top2__trf3_vr901_vb070_rc184_nav,baseline_cf60top2__trf3_vr901_vb071_rc180_nav,baseline_cf60top2__trf3_vr901_vb071_rc181_nav,baseline_cf60top2__trf3_vr901_vb071_rc182_nav,baseline_cf60top2__trf3_vr901_vb071_rc183_nav,baseline_cf60top2__trf3_vr901_vb071_rc184_nav,hs300_benchmark
2024-04-26,7.927615006357686,4.628334786564482,4.628110927448798,4.627886973656097,4.627662925199558,4.627438782092182,4.57025658730805,4.5701800618017545,4.570103431055014,4.570026695071552,4.5699498538551335,4.57025658730805,4.5701800618017545,4.570103431055014,4.570026695071552,4.5699498538551335,4.734519609845482,4.734161242949381,4.7338027914407945,4.733444255341178,4.733085634671846,4.675108960883272,4.674902927144919,4.674696789755452,4.67449054872755,4.674284204073909,4.675108960883272,4.674902927144919,4.674696789755452,4.67449054872755,4.674284204073909,4.644442407081993,4.644203000157158,4.643963487631874,4.6437238695225,4.643484145845177,4.58616208294974,4.586070707250317,4.585979214560149,4.585887604885055,4.585795878230825,4.58616208294974,4.586070707250317,4.585979214560149,4.585887604885055,4.585795878230825,1.632737826660389
2024-04-29,7.904964677768093,4.615110972888583,4.614887753370373,4.614664439445651,4.6144410311275585,4.614217528429061,4.557198711344312,4.557122404482321,4.557045992680571,4.5569694759427755,4.55689285427269,4.557198711344312,4.557122404482321,4.557045992680571,4.5569694759427755,4.55689285427269,4.72099241096021,4.720635067969526,4.720277640608106,4.719920128897346,4.719562532858498,4.66175150670932,4.6615460616387905,4.661340513213293,4.661134861445471,4.660929106347983,4.66175150670932,4.6615460616387905,4.661340513213293,4.661134861445471,4.660929106347983,4.631172571633187,4.630933848728137,4.630695020524354,4.63045608703815,4.630217048285619,4.573058762712741,4.5729676480867445,4.572876416804263,4.572785068871098,4.572693604293023,4.573058762712741,4.5729676480867445,4.572876416804263,4.572785068871098,4.572693604293023,1.6523873443056163
2024-04-30,7.904964677768093,4.615110972888583,4.614887753370373,4.614664439445651,4.6144410311275585,4.614217528429061,4.557198711344312,4.557122404482321,4.557045992680571,4.5569694759427755,4.55689285427269,4.557198711344312,4.557122404482321,4.557045992680571,4.5569694759427755,4.55689285427269,4.72099241096021,4.720635067969526,4.720277640608106,4.719920128897346,4.719562532858498,4.66175150670932,4.6615460616387905,4.661340513213293,4.661134861445471,4.660929106347983,4.66175150670932,4.6615460616387905,4.661340513213293,4.661134861445471,4.660929106347983,4.631172571633187,4.630933848728137,4.630695020524354,4.63045608703815,4.630217048285619,4.573058762712741,4.5729676480867445,4.572876416804263,4.572785068871098,4.572693604293023,4.573058762712741,4.5729676480867445,4.572876416804263,4.572785068871098,4.572693604293023,1.644161964826219
2024-05-06,8.244719606611994,4.813468178027061,4.813235364546751,4.813002452602341,4.81276944220754,4.81253633337587,4.753066850800372,4.752987264273825,4.752907568297215,4.752827762874414,4.7527478480093395,4.753066850800372,4.752987264273825,4.752907568297215,4.752827762874414,4.7527478480093395,4.923900394239302,4.923527692667357,4.9231549030984265,4.922782025554826,4.92240906005872,4.8621133193186035,4.861899044230716,4.86168466134567,4.861470170676652,4.861255572236866,4.8621133193186035,4.861899044230716,4.86168466134567,4.861470170676652,4.861255572236866,4.830220103365273,4.829971120163445,4.829722027137149,4.829472824303401,4.829223511678984,4.76960856626773,4.76951353554033,4.769418383142556,4.7693231090804575,4.769227713360059,4.76960856626773,4.76951353554033,4.769418383142556,4.7693231090804575,4.769227713360059,1.6670102411578787
2024-05-07,8.188093785138012,4.780408643837315,4.780177429350688,4.779946117076227,4.779714707027543,4.779483199218069,4.720422160891029,4.720343120975241,4.720263972361108,4.720184715052475,4.720105349053232,4.720422160891029,4.720343120975241,4.720263972361108,4.720184715052475,4.720105349053232,4.89008239702612,4.889712255217719,4.889342026016707,4.888971709445246,4.888601305525349,4.828719683883723,4.828506880465396,4.828293969990274,4.828080952471455,4.827867827922052,4.828719683883723,4.828506880465396,4.828293969990274,4.828080952471455,4.827867827922052,4.797045514743259,4.796798241590894,4.79655085936835,4.796303368092525,4.79605576778009,4.7368502656752325,4.736755887631399,4.73666138875284,4.736566769045565,4.7364720285155535,4.7368502656752325,4.736755887631399,4.73666138875284,4.736566769045565,4.7364720285155535,1.667924172211145
2024-05-08,8.108817635074436,4.73412529597167,4.7338963200762,4.733667247339666,4.733438077775548,4.733208811397147,4.674719595017948,4.674641320357224,4.674562938050558,4.67448444810176,4.674405850514681,4.674719595017948,4.674641320357224,4.674562938050558,4.67448444810176,4.674405850514681,4.842737200927665,4.842370642788225,4.8420039981022995,4.841637266891834,4.841270449178631,4.781968594274891,4.781757851193946,4.7815470020927195,4.78133604698418,4.781124985881314,4.781968594274891,4.781757851193946,4.7815470020927195,4.78133604698418,4.781124985881314,4.75060109067244,4.750356211589322,4.750111224492031,4.749866129397301,4.749620926321638,4.690988644845735,4.690895180558896,4.690801596607239,4.6907078929967145,4.690614069733245,4.690988644845735,4.690895180558896,4.690801596607239,4.6907078929967145,4.690614069733245,1.6546721719387827
2024-05-09,8.244719606611996,4.813468178027061,4.813235364546751,4.813002452602341,4.81276944220754,4.81253633337587,4.753066850800372,4.752987264273825,4.752907568297215,4.752827762874414,4.75274784800934,4.753066850800372,4.752987264273825,4.752907568297215,4.752827762874414,4.75274784800934,4.923900394239301,4.923527692667357,4.923154903098427,4.922782025554826,4.922409060058719,4.8621133193186035,4.861899044230716,4.86168466134567,4.861470170676651,4.861255572236866,4.8621133193186035,4.861899044230716,4.86168466134567,4.861470170676651,4.861255572236866,4.830220103365273,4.829971120163444,4.829722027137148,4.829472824303401,4.8292235116789834,4.76960856626773,4.76951353554033,4.769418383142555,4.769323109080458,4.769227713360059,4.76960856626773,4.76951353554033,4.769418383142555,4.769323109080458,4.769227713360059,1.6706659653709444
2024-05-10,8.459897728213134,4.939094407948097,4.93885551829179,4.938616527601579,4.938377435891529,4.938138243175516,4.877116672455877,4.877035008808445,4.876953232854423,4.876871344597785,4.876789344042551,4.877116672455877,4.877035008808445,4.876953232854423,4.876871344597785,4.876789344042551,5.052408783649394,5.052026354975984,5.051643836008964,5.05126122677123,5.050878527285527,4.98900913397115,4.988789266538936,4.988569288496176,4.988349199856399,4.988129000633158,4.98900913397115,4.988789266538936,4.988569288496176,4.988349199856399,4.988129000633158,4.956283540128928,4.956028058739139,4.955772464658585,4.955516757904726,4.955260938494781,4.894090108519224,4.893992597594268,4.893894961823474,4.8937972012130535,4.893699315769182,4.894090108519224,4.893992597594268,4.893894961823474,4.8937972012130535,4.893699315769182,1.6715798964242108
2024-05-13,8.539173878276712,4.985377755813743,4.985136627566279,4.984895397338141,4.984654065143525,4.984412630996438,4.922819238328958,4.922736809426463,4.922654267164974,4.922571611548501,4.922488842581103,4.922819238328958,4.922736809426463,4.922654267164974,4.922571611548501,4.922488842581103,5.09975397974785,5.099367967405478,5.098981863923372,5.098595669324642,5.098209383632247,5.035760223579984,5.035538295810386,5.035316256393731,5.035094105343675,5.034871842673898,5.035760223579984,5.035538295810386,5.035316256393731,5.035094105343675,5.034871842673898,5.002727964199749,5.0024700887407105,5.002212099534904,5.001953996599951,5.001695779953234,4.9399517293487225,4.939853304666772,4.939754753969075,4.939656077261905,4.939557274551491,4.9399517293487225,4.939853304666772,4.939754753969075,4.939656077261905,4.939557274551491,1.670208999844311
2024-05-14,8.527848713981916,4.978765848975794,4.9785250405270665,4.978284130232918,4.978043118107526,4.977802004164878,4.9162903003470895,4.916207980766747,4.916125547977753,4.9160430019841135,4.915960342789882,4.9162903003470895,4.916207980766747,4.916125547977753,4.9160430019841135,4.915960342789882,5.0929903803052134,5.092604879915551,5.092219288507028,5.0918336061027265,5.0914478327255726,5.029081496493007,5.028859863057321,5.028638118122652,5.028416261702636,5.028194293810935,5.029081496493007,5.028859863057321,5.028638118122652,5.028416261702636,5.028194293810935,4.996093046475346,4.995835513026201,4.9955778659811445,4.995320105357776,4.995062231173455,4.933400069230223,4.933301775084986,4.933203355091132,4.933104809254926,4.9330061375825895,4.933400069230223,4.933301775084986,4.933203355091132,4.933104809254926,4.9330061375825895,1.6674672066845122
2024-05-15,8.539173878276713,4.985377755813743,4.985136627566279,4.984895397338141,4.984654065143525,4.984412630996438,4.922819238328958,4.922736809426464,4.922654267164974,4.922571611548501,4.922488842581104,4.922819238328958,4.922736809426464,4.922654267164974,4.922571611548501,4.922488842581104,5.09975397974785,5.099367967405478,5.098981863923372,5.098595669324642,5.098209383632247,5.035760223579984,5.035538295810386,5.035316256393731,5.035094105343675,5.034871842673898,5.035760223579984,5.035538295810386,5.035316256393731,5.035094105343675,5.034871842673898,5.0027279641997495,5.0024700887407105,5.002212099534904,5.001953996599951,5.001695779953234,4.9399517293487225,4.939853304666772,4.939754753969075,4.939656077261905,4.939557274551491,4.9399517293487225,4.939853304666772,4.939754753969075,4.939656077261905,4.939557274551491,1.6555861029920493
2024-05-16,8.709051342698665,5.084556358382982,5.084310433154467,5.084064403916487,5.083818270683516,5.083572033469842,5.020753308056988,5.020669239322216,5.020585054973297,5.020500755014321,5.0204163394494286,5.020753308056988,5.020669239322216,5.020585054973297,5.020500755014321,5.0204163394494286,5.201207971387396,5.200814279754394,5.200420495168532,5.200026617653382,5.199632647232358,5.135941129884626,5.135714787106349,5.1354883304599195,5.135261759959266,5.135035075618339,5.135941129884626,5.135714787106349,5.1354883304599195,5.135261759959266,5.135035075618339,5.102251730065793,5.101988724458364,5.101725602841301,5.101462365232576,5.101199011649917,5.038226631126218,5.038126248393565,5.038025737138222,5.037925097366585,5.037824329085009,5.038226631126218,5.038126248393565,5.038025737138222,5.037925097366585,5.037824329085009,1.6610696893116477
2024-05-17,8.731701671288258,5.09778017205888,5.097533607232892,5.097286938126932,5.097040164755515,5.096793287132963,5.033811184020725,5.0337268966416495,5.033642493347739,5.033557974143096,5.033473339031872,5.033811184020725,5.0337268966416495,5.033642493347739,5.033557974143096,5.033473339031872,5.214735170272669,5.214340454734249,5.21394564600122,5.213550744097214,5.213155749045706,5.149298584058577,5.149071652612477,5.1488446070020775,5.148617447241344,5.148390173344264,5.149298584058577,5.149071652612477,5.1488446070020775,5.148617447241344,5.148390173344264,5.115521565514598,5.115257875887385,5.114994069948821,5.1147301477169265,5.1144661092094745,5.051329951363217,5.051229307557137,5.051128534894108,5.051027633380541,5.050926603022811,5.051329951363217,5.051229307557137,5.051128534894108,5.051027633380541,5.050926603022811,1.6798052759036086
2024-05-20,8.799652657057038,5.137451613086576,5.137203129468167,5.13695454075827,5.136705846971511,5.136457048122324,5.072984811911937,5.07289986859995,5.072814808471068,5.072729631529423,5.072644337779201,5.072984811911937,5.07289986859995,5.072814808471068,5.072729631529423,5.072644337779201,5.2553167669284875,5.254918979673815,5.254521098499284,5.25412312342871,5.25372505448575,5.189370946580434,5.189142249130862,5.188913436628552,5.18868450908758,5.188455466522041,5.189370946580434,5.189142249130862,5.188913436628552,5.18868450908758,5.188455466522041,5.155331071861015,5.155065330174446,5.15479947127138,5.154533495169976,5.154267401888148,5.090639912074214,5.090538485047854,5.0904369281617665,5.090335241422413,5.090233424836218,5.090639912074214,5.090538485047854,5.0904369281617665,5.090335241422413,5.090233424836218,1.683461000116674
2024-05-21,8.5844745354559,5.01182538316554,5.011582975723129,5.011340465759034,5.011097853287523,5.010855138322679,4.948934990256433,4.948852124065331,4.948769143913861,4.948686049806053,4.94860284174599,4.948934990256433,4.948852124065331,4.948769143913861,4.948686049806053,4.94860284174599,5.126808377518396,5.126420317365189,5.126032165588748,5.125643922212307,5.125255587258943,5.062475131927888,5.062252026822643,5.062028809478047,5.061805479907832,5.061582038125749,5.062475131927888,5.062252026822643,5.062028809478047,5.061805479907832,5.061582038125749,5.029267635097361,5.029008391598751,5.028749033749944,5.028489561568651,5.02822997507235,4.966158369822721,4.966059422993917,4.965960349480849,4.965861149289819,4.965761822427096,4.966158369822721,4.966059422993917,4.965960349480849,4.965861149289819,4.965761822427096,1.6779774137970755
2024-05-22,8.629775192635087,5.0382730105173374,5.03802932387998,5.0377855341799265,5.03754164143152,5.037297645648921,4.975050742183908,4.974967438704199,4.974884020662747,4.974800488063605,4.974716840910877,4.975050742183908,4.974967438704199,4.974884020662747,4.974800488063605,4.974716840910877,5.153862775288942,5.1534726673249,5.153082467254125,5.152692175099971,5.152301790885639,5.089190040275793,5.0889657578349,5.088741362562364,5.08851685447199,5.088292233577601,5.089190040275793,5.0889657578349,5.088741362562364,5.08851685447199,5.088292233577601,5.055807305994973,5.055546694456792,5.055285967964983,5.055025126537351,5.054764170191465,4.992365010296719,4.9922655413210615,4.992165944992621,4.992066221317734,4.991966370302701,4.992365010296719,4.9922655413210615,4.992165944992621,4.992066221317734,4.991966370302701,1.681633138010141
2024-05-23,8.55049904257151,4.991989662651693,4.991748214605492,4.991506664443365,4.991265012179524,4.991023257827999,4.929348176310827,4.929265638086181,4.929182986352197,4.929100221112889,4.929017342372325,4.929348176310827,4.929265638086181,4.929182986352197,4.929100221112889,4.929017342372325,5.106517579190487,5.106131054895406,5.105744439339716,5.105357732546559,5.104970934538921,5.04243895066696,5.04221672856345,5.041994394664809,5.041771948984715,5.041549391536861,5.04243895066696,5.04221672856345,5.041994394664809,5.041771948984715,5.041549391536861,5.009362881924153,5.00910466445522,5.008846333088664,5.0085878878421255,5.008329328733013,4.946503389467222,4.9464048342485585,4.946306152847019,4.946207345268884,4.946108411520393,4.946503389467222,4.9464048342485585,4.946306152847019,4.946207345268884,4.946108411520393,1.664725413524713
2024-05-24,8.357971249559965,4.8795872464065555,4.879351234938878,4.879115123654574,4.878878912567535,4.878642601691475,4.81835623061906,4.818275550870996,4.818194760169432,4.818113858518294,4.818032845921557,4.81835623061906,4.818275550870996,4.818194760169432,4.818113858518294,4.818032845921557,4.991536388665668,4.991158567566635,4.990780657261868,4.990402657773988,4.990024569125461,4.928900590188366,4.92868337176136,4.928466044056463,4.9282486070870455,4.928031060866495,4.928900590188366,4.92868337176136,4.928466044056463,4.9282486070870455,4.928031060866495,4.896569280609304,4.896316877308546,4.896064362674747,4.89581173672515,4.895558999476773,4.835125167452729,4.835028831358193,4.834932371921988,4.8348357891502465,4.834739083049072,4.835125167452729,4.835028831358193,4.834932371921988,4.8348357891502465,4.834739083049072,1.6459898269327524
2024-05-27,8.505198385392323,4.9655420352998965,4.965301866448642,4.9650615960224735,4.964821224035527,4.964580750501758,4.903232424383353,4.903150323447314,4.9030681096033115,4.902985782855337,4.902903343207439,4.903232424383353,4.903150323447314,4.9030681096033115,4.902985782855337,4.902903343207439,5.079463181419941,5.079078704935696,5.07869413767434,5.078309479658896,5.077924730912224,5.015724042319055,5.015502997551194,5.015281841580493,5.015060574420557,5.014839196085011,5.015724042319055,5.015502997551194,5.015281841580493,5.015060574420557,5.014839196085011,4.982823211026542,4.982566361597179,4.982309398873625,4.982052322873425,4.981795133613898,4.920296748993224,4.920198715921414,4.920100557335248,4.920002273240969,4.919903863644788,4.920296748993224,4.920198715921414,4.920100557335248,4.920002273240969,4.919903863644788,1.6596987927317477
2024-05-28,8.471222892507932,4.945706314786048,4.945467105331004,4.945227794706804,4.944988382927528,4.944748870007078,4.883645610437747,4.883563837468164,4.883481952041647,4.883399954162173,4.883317843833773,4.883645610437747,4.883563837468164,4.883481952041647,4.883399954162173,4.883317843833773,5.059172383092031,5.058789442465912,5.058406411425308,5.058023289993147,5.057640078192202,4.995687861058127,4.995467699292002,4.995247426767255,4.995027043497439,4.994806549496122,4.995687861058127,4.995467699292002,4.995247426767255,4.995027043497439,4.994806549496122,4.962918457853333,4.962662634453648,4.962406698212345,4.9621506491469,4.961894487274561,4.900641768637725,4.900544127176055,4.900446360701419,4.900348469220033,4.900250452738084,4.900641768637725,4.900544127176055,4.900446360701419,4.900348469220033,4.900250452738084,1.6491885856191844
2024-05-29,8.357971249559965,4.8795872464065555,4.879351234938878,4.879115123654574,4.878878912567535,4.878642601691475,4.81835623061906,4.818275550870996,4.818194760169432,4.818113858518293,4.818032845921557,4.81835623061906,4.818275550870996,4.818194760169432,4.818113858518293,4.818032845921557,4.991536388665667,4.991158567566635,4.990780657261867,4.990402657773987,4.990024569125461,4.928900590188366,4.92868337176136,4.928466044056463,4.928248607087045,4.928031060866495,4.928900590188366,4.92868337176136,4.928466044056463,4.928248607087045,4.928031060866495,4.896569280609304,4.8963168773085455,4.896064362674747,4.8958117367251495,4.895558999476773,4.835125167452729,4.835028831358192,4.834932371921988,4.834835789150246,4.834739083049072,4.835125167452729,4.835028831358192,4.834932371921988,4.834835789150246,4.834739083049072,1.6496455511458177
2024-05-30,8.188093785138014,4.780408643837316,4.780177429350689,4.7799461170762285,4.779714707027544,4.77948319921807,4.72042216089103,4.720343120975244,4.72026397236111,4.720184715052474,4.720105349053233,4.72042216089103,4.720343120975244,4.72026397236111,4.720184715052474,4.720105349053233,4.89008239702612,4.889712255217719,4.889342026016707,4.888971709445247,4.88860130552535,4.828719683883724,4.8285068804653966,4.828293969990274,4.828080952471454,4.827867827922054,4.828719683883724,4.8285068804653966,4.828293969990274,4.828080952471454,4.827867827922054,4.797045514743261,4.796798241590892,4.79655085936835,4.796303368092524,4.79605576778009,4.736850265675234,4.7367558876314,4.736661388752841,4.736566769045566,4.736472028515554,4.736850265675234,4.7367558876314,4.736661388752841,4.736566769045566,4.736472028515554,1.643248033772953
2024-05-31,8.176768620843218,4.773796736999367,4.773565842311477,4.773334849971006,4.773103759991545,4.77287257238651,4.713893222909162,4.713814292315527,4.713735253173889,4.713656105488086,4.713576849262012,4.713893222909162,4.713814292315527,4.713735253173889,4.713656105488086,4.713576849262012,4.883318797583484,4.882949167727792,4.882579450600363,4.882209646223331,4.881839754618676,4.822040956796748,4.821828447712332,4.821615831719195,4.821403108830414,4.821190279059091,4.822040956796748,4.821828447712332,4.821615831719195,4.821403108830414,4.821190279059091,4.790410597018858,4.790163665876382,4.78991662581459,4.789669476850349,4.789422219000311,4.730298605556735,4.730204358049614,4.730109989874898,4.730015501038587,4.729920891546653,4.730298605556735,4.730204358049614,4.730109989874898,4.730015501038587,4.729920891546653,1.6368505164000882
2024-06-03,8.290020263791185,4.83991580537886,4.839681712703603,4.839447521023236,4.83921323035154,4.838978840702113,4.779182602727849,4.779102578912695,4.779022445046103,4.778942201131966,4.778861847174229,4.779182602727849,4.779102578912695,4.779022445046103,4.778942201131966,4.778861847174229,4.950954792009848,4.950580042627069,4.950205204763804,4.949830278442492,4.949455263685417,4.88882822766651,4.888612775242974,4.888397214429988,4.888181545240808,4.887965767688719,4.88882822766651,4.888612775242974,4.888397214429988,4.888181545240808,4.887965767688719,4.856759774262887,4.8565094230214845,4.8562589613521885,4.8560083892721,4.8557577067981,4.7958152067417315,4.795719653867476,4.795623978654329,4.7955281811083745,4.795432261235666,4.7958152067417315,4.795719653867476,4.795623978654329,4.7955281811083745,4.795432261235666,1.6391353440332543
2024-06-04,8.380621578149558,4.892811060082455,4.892574409017304,4.89233765786502,4.892100806639535,4.891863855354595,4.831414106582797,4.831333208190429,4.831252198543875,4.8311710776470695,4.8310898455040014,4.831414106582797,4.831333208190429,4.831252198543875,4.8311710776470695,4.8310898455040014,5.005063587550939,5.004684742546491,5.004305808094555,5.0039267842178194,5.00354767093881,4.942258044362319,4.942040237267488,4.941822320598622,4.941604294369124,4.9413861585924215,4.942258044362319,4.942040237267488,4.941822320598622,4.941604294369124,4.9413861585924215,4.90983911605811,4.909586028737566,4.909332829782267,4.9090795192095005,4.90882609703633,4.848228487689728,4.848131890521765,4.848035169677874,4.847938325164204,4.8478413569868755,4.848228487689728,4.848131890521765,4.848035169677874,4.847938325164204,4.8478413569868755,1.6505594821990843
2024-06-05,8.281730243527393,4.839915805378861,4.839681712703603,4.839447521023236,4.83921323035154,4.838978840702113,4.779182602727849,4.779102578912695,4.779022445046103,4.778942201131966,4.778861847174229,4.779182602727849,4.779102578912695,4.779022445046103,4.778942201131966,4.778861847174229,4.950954792009848,4.950580042627069,4.950205204763804,4.949830278442492,4.949455263685417,4.88882822766651,4.888612775242975,4.888397214429988,4.888181545240808,4.88796576768872,4.88882822766651,4.888612775242975,4.888397214429988,4.888181545240808,4.88796576768872,4.856759774262887,4.8565094230214845,4.8562589613521885,4.856008389272101,4.8557577067981,4.7958152067417315,4.795719653867476,4.795623978654329,4.7955281811083745,4.795432261235666,4.7958152067417315,4.795719653867476,4.795623978654329,4.7955281811083745,4.795432261235666,1.644618930352853
2024-06-06,8.458793475167436,4.938449718116357,4.938210859641824,4.937971900146576,4.937732839644674,4.937493678149995,4.87648007245044,4.876398419462397,4.876316654182422,4.876234776614488,4.87615278676262,4.87648007245044,4.876398419462397,4.876316654182422,4.876234776614488,4.87615278676262,5.051749303125316,5.051366924369534,5.0509844553319265,5.050601896035391,5.050219246502664,4.988357928872912,4.988138090139541,4.987918140810061,4.987698080898001,4.987477910416915,4.988357928872912,4.988138090139541,4.987918140810061,4.987698080898001,4.987477910416915,4.955636606635127,4.955381158592795,4.955125597874413,4.954869924497429,4.954614138479067,4.893451293006099,4.893353794809042,4.893256171782445,4.893158423932515,4.89306055126543,4.893451293006099,4.893353794809042,4.893256171782445,4.893158423932515,4.89306055126543,1.644618930352853
2024-06-07,8.458793475167436,4.938449718116357,4.938210859641824,4.937971900146576,4.937732839644674,4.937493678149995,4.87648007245044,4.876398419462397,4.876316654182422,4.876234776614488,4.87615278676262,4.87648007245044,4.876398419462397,4.876316654182422,4.876234776614488,4.87615278676262,5.051749303125316,5.051366924369534,5.0509844553319265,5.050601896035391,5.050219246502664,4.988357928872912,4.988138090139541,4.987918140810061,4.987698080898001,4.987477910416915,4.988357928872912,4.988138090139541,4.987918140810061,4.987698080898001,4.987477910416915,4.955636606635127,4.955381158592795,4.955125597874413,4.954869924497429,4.954614138479067,4.893451293006099,4.893353794809042,4.893256171782445,4.893158423932515,4.89306055126543,4.893451293006099,4.893353794809042,4.893256171782445,4.893158423932515,4.89306055126543,1.6341087232402893
2024-06-11,8.474890132589255,4.94784733889298,4.947608025882815,4.947368611659698,4.947129096237716,4.946889479630773,4.885759768116376,4.885677959746815,4.885596038871634,4.885514005494818,4.885431859620396,4.885759768116376,4.885677959746815,4.885596038871634,4.885514005494818,4.885431859620396,5.061362527298721,5.060979420895449,5.06059622403855,5.060212936750966,5.059829559055474,4.997850522457824,4.997630265382431,4.997409897500468,4.997189418825493,4.9969688293710846,4.997850522457824,4.997630265382431,4.997409897500468,4.997189418825493,4.9969688293710846,4.9650669331938975,4.964810999046823,4.964554952009281,4.964298792098754,4.964042519332498,4.902763284048925,4.902665600317715,4.902567791519422,4.902469857660263,4.902371798746428,4.902763284048925,4.902665600317715,4.902567791519422,4.902469857660263,4.902371798746428,1.6226845850744593
2024-06-12,8.547325090987458,4.990136632387793,4.989895273967285,4.989653813468757,4.989412250906416,4.989170586294286,4.927518398613099,4.927435891026704,4.9273532699731035,4.927270535456314,4.9271876874804015,4.927518398613099,4.927435891026704,4.9273532699731035,4.927270535456314,4.9271876874804015,5.104622036079054,5.1042356552620785,5.103849183218369,5.1034626199710615,5.1030759655431295,5.040567193589944,5.040345053975445,5.0401228026073115,5.039900439499217,5.039677964664857,5.040567193589944,5.040345053975445,5.0401228026073115,5.039900439499217,5.039677964664857,5.007503402708378,5.00724528108996,5.0069870456162,5.006728696304728,5.006470233172949,4.944667243741653,4.944568725106758,4.9444700803358295,4.944371309435139,4.944272412410929,4.944667243741653,4.944568725106758,4.9444700803358295,4.944371309435139,4.944272412410929,1.6208567229679267
2024-06-13,8.716339993916588,5.088811650542352,5.08856551949771,5.0883192843565554,5.088072945133377,5.087826501842476,5.0249552031054465,5.024871064013106,5.024786809209858,5.024702438699799,5.024617952487074,5.0249552031054465,5.024871064013106,5.024786809209858,5.024702438699799,5.024617952487074,5.205560889899825,5.205166868784208,5.204772754637939,5.204378547484612,5.203984247347653,5.140239426231552,5.140012894025805,5.139786247856607,5.1395594877379,5.139332613683652,5.140239426231552,5.140012894025805,5.139786247856607,5.1395594877379,5.139332613683652,5.106521831575491,5.106258605857274,5.105995264032338,5.105731806118662,5.105468232133994,5.042443149691344,5.042342682947851,5.042242087574107,5.04214136357651,5.042040510961426,5.042443149691344,5.042342682947851,5.042242087574107,5.04214136357651,5.042040510961426,1.6149161711216948
2024-06-14,8.716339993916588,5.088811650542352,5.08856551949771,5.0883192843565554,5.088072945133377,5.087826501842476,5.0249552031054465,5.024871064013106,5.024786809209858,5.024702438699799,5.024617952487074,5.0249552031054465,5.024871064013106,5.024786809209858,5.024702438699799,5.024617952487074,5.205560889899825,5.205166868784208,5.204772754637939,5.204378547484612,5.203984247347653,5.140239426231552,5.140012894025805,5.139786247856607,5.1395594877379,5.139332613683652,5.140239426231552,5.140012894025805,5.139786247856607,5.1395594877379,5.139332613683652,5.106521831575491,5.106258605857274,5.105995264032338,5.105731806118662,5.105468232133994,5.042443149691344,5.042342682947851,5.042242087574107,5.04214136357651,5.042040510961426,5.042443149691344,5.042342682947851,5.042242087574107,5.04214136357651,5.042040510961426,1.6240554816543586
