total_return,annualized_return,annualized_volatility,sharpe_rf0,max_drawdown,trade_count,trade_action_count,avg_exposure,latest_momentum,latest_exposure,max_drawdown_integral,max_drawdown_episode_integral,full_history_drawdown_integral,worst_drawdown_episode_integral,latest_holding_code,latest_holding_theme,latest_holding_name,latest_portfolio,strategy,ratio_cut,breadth_cut,risk_cap,annualized_diff,sharpe_diff,max_drawdown_integral_diff,is_valid_change
19.131402338228305,0.2366842000992837,0.21120029053854145,1.1206622845819039,-0.2184873332257331,897,1619,0.8235016011644832,0.026011560693641522,0.8,216.60317801431881,39.323766418794904,216.60317801431881,39.323766418794904,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr899_vb069_rc184,0.899,-0.031,0.184,-0.02569718120925013,-0.1234143314228826,26.73309602343653,False
19.093480006043116,0.23651921966349687,0.21060961351609847,1.1230219538170223,-0.2183841977056209,901,1630,0.8235016011644832,0.026011560693641522,0.8,215.49465665544116,39.30498552231691,215.49465665544116,39.30498552231691,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr901_vb070_rc180,0.901,-0.03,0.18,-0.025862161645036963,-0.12105466218776417,25.624574664558878,False
19.093480006043116,0.23651921966349687,0.21060961351609847,1.1230219538170223,-0.2183841977056209,901,1630,0.8235016011644832,0.026011560693641522,0.8,215.49465665544116,39.30498552231691,215.49465665544116,39.30498552231691,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr901_vb071_rc180,0.901,-0.029,0.18,-0.025862161645036963,-0.12105466218776417,25.624574664558878,False
19.09262803353501,0.23651550985003156,0.2106110715149927,1.122996564941719,-0.2184099813648961,901,1630,0.8235016011644832,0.026011560693641522,0.8,215.50042146982497,39.30968057513256,215.50042146982497,39.30968057513256,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr901_vb070_rc181,0.901,-0.03,0.181,-0.025865871458502276,-0.1210800510630674,25.630339478942687,False
19.09262803353501,0.23651550985003156,0.2106110715149927,1.122996564941719,-0.2184099813648961,901,1630,0.8235016011644832,0.026011560693641522,0.8,215.50042146982497,39.30968057513256,215.50042146982497,39.30968057513256,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr901_vb071_rc181,0.901,-0.029,0.181,-0.025865871458502276,-0.1210800510630674,25.630339478942687,False
19.09177555022921,0.23651179766604957,0.21061253900857435,1.122971114537586,-0.21843576517137464,901,1630,0.8235016011644832,0.026011560693641522,0.8,215.50618696222622,39.31437574215709,215.50618696222622,39.31437574215709,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr901_vb070_rc182,0.901,-0.03,0.182,-0.025869583642484262,-0.12110550146720045,25.63610497134394,False
19.09177555022921,0.23651179766604957,0.21061253900857435,1.122971114537586,-0.21843576517137464,901,1630,0.8235016011644832,0.026011560693641522,0.8,215.50618696222622,39.31437574215709,215.50618696222622,39.31437574215709,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr901_vb071_rc182,0.901,-0.029,0.182,-0.025869583642484262,-0.12110550146720045,25.63610497134394,False
19.090922556187916,0.23650808311154714,0.21061401599665905,1.1229456026103166,-0.21846154912500393,901,1630,0.8235016011644832,0.026011560693641522,0.8,215.51195313262252,39.31907102338096,215.51195313262252,39.31907102338096,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr901_vb070_rc183,0.901,-0.03,0.183,-0.025873298196986694,-0.12113101339446986,25.64187114174024,False
19.090922556187916,0.23650808311154714,0.21061401599665905,1.1229456026103166,-0.21846154912500393,901,1630,0.8235016011644832,0.026011560693641522,0.8,215.51195313262252,39.31907102338096,215.51195313262252,39.31907102338096,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr901_vb071_rc183,0.901,-0.029,0.183,-0.025873298196986694,-0.12113101339446986,25.64187114174024,False
19.090069051473357,0.23650436618651982,0.2106155024790612,1.1229200291656234,-0.218487333225732,901,1630,0.8235016011644832,0.026011560693641522,0.8,215.517719980992,39.32376641879469,215.517719980992,39.32376641879469,159985,豆粕,豆粕ETF,豆粕 / 豆粕ETF (159985) 80%,baseline_cf60top2__trf3_vr901_vb070_rc184,0.901,-0.03,0.184,-0.025877015122014013,-0.12115658683916308,25.64763799010973,False
